_id,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,in_reply_to_screen_name,__v
663fa40f8a91151dd2f9eea7,Sun Dec 17 21:39:47 +0000 2023,1736501468411346944,kangen libur semester pas kuliah 😞,0,0,0,0,in,1073225886101454848,1736501468411346944,bbuwxx,https://twitter.com/bbuwxx/status/1736501468411347061,,,,
663fa40f8a91151dd2f9eea8,Sun Dec 17 21:38:03 +0000 2023,1736501031679521024,@narazaidan Kirain lulus kuliah cuma lolos snbp - jj - wisuda,0,0,0,0,in,1681847678576250880,1736394829415035136,hyomaych,https://twitter.com/hyomaych/status/1736501031679521000,,,,
663fa40f8a91151dd2f9eea9,Sun Dec 17 21:37:20 +0000 2023,1736500854499213824,hah ujian masuk kuliah ada batas umurnya?? 😀😀😀,0,0,0,0,in,127478279,1736500854499213824,regitarf,https://twitter.com/regitarf/status/1736500854499213745,,,,
663fa40f8a91151dd2f9eeaa,Sun Dec 17 21:36:47 +0000 2023,1736500712262205952,"@LaeEnrich @frhndby Tp nggak semua bang yg mikirin fyp, tadi aja udah ada konten akun tiktok fans freya yg konteks nya ssk gitu, siapa tau ada paus yg vote freya dari fans jalur tiktok, o ya satu lagi nggak semua fans freya itu bocil bang, gw aja mau lulus kuliah dan ngefans freya jalur tiktok",0,1,0,2,in,1336021853073096704,1736412361161080832,M_Hfid_AP,https://twitter.com/M_Hfid_AP/status/1736500712262205920,,,,
663fa40f8a91151dd2f9eeab,Sun Dec 17 21:35:32 +0000 2023,1736500397840498944,"@collegemenfess Pas S1 ngeluh juga sama kaya sender, setelah ngerasain kuliab profesi ya Allah tiap hari presentasi😭 S1 = 4 tahun ga prnh kepikiran nyerah, Profesi 2 semester baru kuliah 1 bulan aja udh kepikiran ga mau lanjutin😥😂",0,0,0,0,in,833092484959870976,1736352000370196480,glowowinter,https://twitter.com/glowowinter/status/1736500397840499070,,,,
663fa40f8a91151dd2f9eeac,Sun Dec 17 21:33:21 +0000 2023,1736499848327934208,"kl buat aku kuliah yg cuapek bgt tu kegiatan non akademiknya si🥲 kek kegiatan ospek yg full 1 bulan, blm lagi pelatihan2 dan stiap pelatihan pasti ada kpp nya, blm lg ada k word.   untuk akademiknya ya emang capek, tapi ngejalaninnya masih ikhlas bgt soalnya emg kewajiban👍",0,0,0,0,in,1271114367019257856,1736499848327934208,badumtes19,https://twitter.com/badumtes19/status/1736499848327934137,,,,
663fa40f8a91151dd2f9eead,Sun Dec 17 21:33:16 +0000 2023,1736499830678073344,"@tanyarlfes Aseli, SD-SMA pinter, kena pas kuliah melempem yaak",0,0,0,0,in,1436738705105080320,1736351452254318592,Flipazann,https://twitter.com/Flipazann/status/1736499830678073404,,,,
663fa40f8a91151dd2f9eeae,Sun Dec 17 21:32:52 +0000 2023,1736499729297707264,@bysheei @convomfs Iya apalagi kalau habis ketemu sama temen2 kuliah:”),0,0,0,0,in,298264866,1736368418859926016,alifafadhila,https://twitter.com/alifafadhila/status/1736499729297707169,,,,
663fa40f8a91151dd2f9eeaf,Sun Dec 17 21:32:41 +0000 2023,1736499681650438400,"PERCAYA WKWKW emg si temen kuliah ak tuh bukan tipe yg hangat gitu2 kyak ngasih kata2 baik GAK MEREKA SERING BILANG lebay aja kali, yaudahlah gausa dipikirin pikiran lu doang itu"" TAPI MANUSIA ANEH ITU ADA KALO W LG PUSING DAN SEDIH BGTTTTTTT""",0,1,0,0,in,2583215779,1736499681650438400,hepiwgurl,https://twitter.com/hepiwgurl/status/1736499681650438435,,,,
663fa40f8a91151dd2f9eeb0,Sun Dec 17 21:28:44 +0000 2023,1736498687529172992,Aku pinter pas kuliah. Ntah kenapa otakku jalan dan gampang nyerap semua materi pas kuliah. Pas sd lebih ngembangin bakatku daripada fokus ke akademik.,0,0,0,0,in,1567992391298330624,1736498687529172992,xxloveli25,https://twitter.com/xxloveli25/status/1736498687529173013,,,,
663fa40f8a91151dd2f9eeb1,Sun Dec 17 21:28:13 +0000 2023,1736498556675170304,jadi keinget tweet bayar kuliah jutaan buat dengerin orang ga paham lagi presentasi depan orang yang ga paham juga,0,0,0,0,in,1013881914749476864,1736498556675170304,alealenya,https://twitter.com/alealenya/status/1736498556675170338,,,,
663fa40f8a91151dd2f9eeb2,Sun Dec 17 21:26:33 +0000 2023,1736498136674455808,"@convomf Pernah pas sma, pas kuliah dah gak pernah",0,0,0,0,in,1535993305040711680,1736363724188066048,mazeofnemo,https://twitter.com/mazeofnemo/status/1736498136674455894,,,,
663fa40f8a91151dd2f9eeb3,Sun Dec 17 21:24:46 +0000 2023,1736497689335054336,"Sinting gak sih, kalo di otak gue sih sinting banget🤣 Belum dibandingin dan dipojokin sama keluarga besar Ikutin sepupumu itu yang daftar mana"" keterima"" WKWKWK YA MAAP BELIAU UDAH PENGALAMAN KERJA 7 TAHUN SEDANGKAN GUE BARU KELAR KULIAH WKWKWKWK🙂""",0,1,0,0,in,1200933434966720512,1736495980852441344,foxyaegi,https://twitter.com/foxyaegi/status/1736497689335054384,,,,
663fa40f8a91151dd2f9eeb4,Sun Dec 17 21:23:31 +0000 2023,1736497373931819520,@unnesmenfess mau kuliah apa mau cari temen si? gosa dipikir berat deh,0,0,0,0,in,1132768265774673920,1736235228367343872,runychoi,https://twitter.com/runychoi/status/1736497373931819473,,,,
663fa40f8a91151dd2f9eeb5,Sun Dec 17 21:23:18 +0000 2023,1736497319426851072,Pelan2 bikin kebiasaan itu dan.... It worked.  Bayangin dari gue bisa tidur jam 6~8 pagi kayak pas kuliah onlen pagi cuma absen trs gue tinggal tidur (baru ngantuk kan malemnya ga tidur) Sampe jd gue yang jam 1 udah tidur tuh progress banget kan😭,0,1,0,0,in,1265733578622595072,1736495312444027392,ibabskuy,https://twitter.com/ibabskuy/status/1736497319426851143,,,,
663fa40f8a91151dd2f9eeb6,Sun Dec 17 21:20:32 +0000 2023,1736496624145514752,Rekorr selama kuliah begadang sampe jam segini tanpa tidur😭 https://t.co/qAN4IVLUnM,0,0,0,0,in,1289831318549753856,1736496624145514752,ce_ceye,https://twitter.com/ce_ceye/status/1736496624145514860,,,,
663fa40f8a91151dd2f9eeb7,Sun Dec 17 21:19:33 +0000 2023,1736496376765465088,"@disccharge @convomfs Lumayan sih. Circle SMA, kuliah, kerja masih lengkap meski pindah kantor.",0,0,0,0,in,1141694509882810368,1736368418859926016,seutasjiwa,https://twitter.com/seutasjiwa/status/1736496376765464963,,,,
663fa40f8a91151dd2f9eeb8,Sun Dec 17 21:18:36 +0000 2023,1736496136943460352,@drawgse ril cuy dah cape kuliah stress🤕,0,1,0,0,in,1674019438235099136,1736490612243976704,lilkittyside,https://twitter.com/lilkittyside/status/1736496136943460389,,,,
663fa40f8a91151dd2f9eeb9,Sun Dec 17 21:18:26 +0000 2023,1736496094274843136,"@santiaoi kalo gitu lulus karena pemalsuan karya, percuma aktif kegiatan sana sini  demi meningkatkan skill sementara esensi atau tujuan dari kuliah itu sendiri ga tercapai. Tidak ada kebanggan dalam kuliah karena ga ada hasil yang menunjukkan ide dari ilmu yang didapat.",0,1,0,0,in,1504527379695546368,1736327219369361664,AlexxazzSyahrul,https://twitter.com/AlexxazzSyahrul/status/1736496094274843046,,,,
663fa40f8a91151dd2f9eeba,Sun Dec 17 21:15:53 +0000 2023,1736495455973102080,"Gue kuliah onlen, dia kan kerja- sibuk mulu bjir perasaan kita kayak sibuk mulu bf vs gabut mulu gf😔☝  Dia tau banget kebiasaan tidur gue yang jelek itu. Pokoknya alwayssss nanya tidur jam berapa kamu semalem?""  Wkwkwkw gue selalu jawab ""... Pagi😇""""",0,1,0,0,in,1265733578622595072,1736495312444027392,ibabskuy,https://twitter.com/ibabskuy/status/1736495455973102073,,,,
663fa40f8a91151dd2f9eebb,Sun Dec 17 21:14:44 +0000 2023,1736495163130990848,ah ajg kuliah lagi kuliah lg…,0,1,0,0,in,1370352863294099456,1736495163130990848,semlehew,https://twitter.com/semlehew/status/1736495163130990927,,,,
663fa40f8a91151dd2f9eebc,Sun Dec 17 21:10:27 +0000 2023,1736494085572346368,@collegemenfess Mahasiswa yang stres kerja sambil kuliah juga iya 👍👍 https://t.co/jyq3RumQpy,0,0,0,0,in,837540438621892608,1736056158274884096,thbrmine,https://twitter.com/thbrmine/status/1736494085572346265,,,,
663fa40f8a91151dd2f9eebd,Sun Dec 17 21:10:02 +0000 2023,1736493981872345344,Dulu.. jaman masih kuliah circa mid s/ akhir 90an pernah jualan kue di kampus. Kalau diingat2 sekarang kok ya bisa dan sanggup bawa2 sekotak kue buat dititip di toko2 kampus. Mana belum ada medsos buat promosi kan. Jangankan medsos. Internet aja belum jadi umum.,0,1,0,1,in,166945219,1736493981872345344,KlappertaartON,https://twitter.com/KlappertaartON/status/1736493981872345349,,,,
663fa40f8a91151dd2f9eebe,Sun Dec 17 21:09:15 +0000 2023,1736493784933016064,@KRMTRoySuryo1 Ini Parah bgt Om @KMRTRoySuryo1 Emang ndas si Samsul isi Nye cuma lendir kecebong..  Seorang lulusan luar kuliah luar negeri katanye.. ga bisa jawab pertanyaan anak SMA kampung...🤭,0,0,0,4,in,1603651337396555776,1736431668561625344,BeYumoi,https://twitter.com/BeYumoi/status/1736493784933016033,,,,
663fa40f8a91151dd2f9eebf,Sun Dec 17 21:06:26 +0000 2023,1736493074984092160,"@Persib_world babaturan kuliah abi ieu, sakelas akwowkwkwok",0,0,0,0,in,1207426562938695680,1736359401177616640,adiannrdn,https://twitter.com/adiannrdn/status/1736493074984092090,,,,
663fa40f8a91151dd2f9eec0,Sun Dec 17 21:05:33 +0000 2023,1736492854363783424,Kuliah gksih gw,0,1,0,0,in,1671696601025486848,1736492854363783424,onamiie,https://twitter.com/onamiie/status/1736492854363783375,,,,
663fa40f8a91151dd2f9eec1,Sun Dec 17 21:02:37 +0000 2023,1736492115780313344,Kemeja kotak-kotak retro gaya Korea gaya kuliah lengan panjang atasan   🔗 : https://t.co/a2W4zDIgJ8 https://t.co/xXOEybjXPM,0,1,0,0,in,1536149718396350464,1736492103507833088,KucingSiOren,https://twitter.com/KucingSiOren/status/1736492115780313431,,,,
663fa40f8a91151dd2f9eec2,Sun Dec 17 21:02:01 +0000 2023,1736491965385216256,JEPAAAAANG. theater akb48 lebih spesifiknya. iya gue kuliah jurusan bahasa korea tapi kalo disuruh nentuin negara impian gue lebih milih jepang dulu,0,1,0,0,in,1625136831091331072,1736491965385216256,4ilycec,https://twitter.com/4ilycec/status/1736491965385216288,,,,
663fa40f8a91151dd2f9eec3,Sun Dec 17 21:01:48 +0000 2023,1736491908795678976,giliran libur kuliah bgn pagi trs heran tanpa di rencanain...Knp kalo kuliah sllu berat buat bgn aja tuh,0,0,0,0,in,1212960507042263040,1736491908795678976,anisessbn_,https://twitter.com/anisessbn_/status/1736491908795678866,,,,
663fa40f8a91151dd2f9eec4,Sun Dec 17 21:01:48 +0000 2023,1736491908506194176,Si SAMSUL yg kate Nye lulusan kuliah luar negeri Menjawab pertanyaan bocah SMA kampung saja kagak bisa..  Bikin MALU!!! Ndasmu kosong..  #Samsul #Asamsulfat #Belimbingsayur,0,0,1,1,in,1603651337396555776,1736491908506194176,BeYumoi,https://twitter.com/BeYumoi/status/1736491908506194261,,,,
663fa40f8a91151dd2f9eec5,Sun Dec 17 21:01:43 +0000 2023,1736491889518674176,Minta maaf sama psikiaterku karena berminggu2 aku skip obat. Maaf ya dok janji besok diminum🙏🏽 minta maaf sama diri sendiri nanti kuliah tp belum bobo. Maaf ya aku🙏🏽,0,2,0,2,in,1503201118066659328,1736491889518674176,winanataliem,https://twitter.com/winanataliem/status/1736491889518674054,,,,
663fa40f8a91151dd2f9eec6,Sun Dec 17 21:01:19 +0000 2023,1736491788582760704,"sbnrnya ak pgn nulis di diary ala2 itu tp agak sulit menata kata dan ga penting jg sih wkwk intinya alhamdulillah udh start kerja 1 minggu, ak sih fine aja sm kerjaan ini meski ga relate sm jurusan kuliah trs org2nya jg baik semua",0,0,0,0,in,1951437180,1736491788582760704,lavienrozc,https://twitter.com/lavienrozc/status/1736491788582760668,,,,
663fa40f8a91151dd2f9eec7,Sun Dec 17 20:58:55 +0000 2023,1736491184569356544,"bjir segitu dibilang jauh, apakabar yang pp kuliah 50KM, saran bawa aja alat make up, terus nanti touch up di sana",0,0,0,0,in,1410983993617440768,1736491184569356544,telepathieu,https://twitter.com/telepathieu/status/1736491184569356611,,,,
663fa40f8a91151dd2f9eec8,Sun Dec 17 20:58:49 +0000 2023,1736491158686347520,"@vanssTzy @FreyanationID Iya si tp gw takut jadi bumerang aja nanti klo nggak masuk soalnya fans freya terlalu barbar klo belain freya nya dan yg paling gw gk suka y klo fans freya dikatain bocil klo oshiin freya, padahal gw udah mau lulus kuliah njiirr kesel gw",0,3,0,0,in,1336021853073096704,1736413127175262464,M_Hfid_AP,https://twitter.com/M_Hfid_AP/status/1736491158686347588,,,,
663fa40f8a91151dd2f9eec9,Sun Dec 17 20:58:40 +0000 2023,1736491122896388096,SOALNYA SEBAAAAAL MALASSSS tolong lah udah kuliah sekedar hal sederhana literasi chat whatsapp tuh gampang kok.,0,0,0,0,in,1625136831091331072,1736491121017266432,4ilycec,https://twitter.com/4ilycec/status/1736491122896388177,,,,
663fa40f8a91151dd2f9eeca,Sun Dec 17 20:57:36 +0000 2023,1736490853479375360,nontonin rekaman kelas online kating jadi paham mirisnya kuliah onlen coo 🤣🤣😭,0,0,0,0,in,3311276160,1736490853479375360,now__fall,https://twitter.com/now__fall/status/1736490853479375242,,,,
663fa40f8a91151dd2f9eecb,Sun Dec 17 20:57:02 +0000 2023,1736490711305072640,@VIVAcoid EMG negeri ini punya Prabowo apa??? Jutaan org kuliah dalam dan luar negeri ini mau diapakan??? EMG negeri ini udh jadi negara kerajaan??? ... ... Mengerikan sekali Mbunuh mimpi anak anak yang lain . Apa jadi pemimpin harus jadi anak presiden????,0,0,0,0,in,1448676357433479168,1736307631332233472,AnggaPu11878711,https://twitter.com/AnggaPu11878711/status/1736490711305072765,,,,
663fa40f8a91151dd2f9eecc,Sun Dec 17 20:54:27 +0000 2023,1736490060818833664,Pas kuliah pernah dipertanyakan juga aku kalo ngescroll layar hp sama ngetik di hp mencetnya lembut bgt kayak ga mencet apapun kayak jempolnya ga nyentuh layar wkwkwk 😭 ini orang orang merhatiin sampe segitunya aku aja ga sadar 🤣,0,0,0,0,in,65289252,1736488734533836800,beastkuit,https://twitter.com/beastkuit/status/1736490060818833736,,,,
663fa40f8a91151dd2f9eecd,Sun Dec 17 20:54:00 +0000 2023,1736489947312570880,Terakhir tidur jam segini pas masih kuliah 😂,0,0,0,0,in,1450824586027671552,1736489947312570880,kh_olifatu,https://twitter.com/kh_olifatu/status/1736489947312570759,,,,
663fa40f8a91151dd2f9eece,Sun Dec 17 20:52:10 +0000 2023,1736489484320227584,terus jg kating² ku deket sama maba jd pada bondingnya kuat. ga ada ploncoan yang norak. dosen tetaplah dosen yang banyak mood tapi overall gue enjoy bgt kuliah. kehidupannya mirip sama SMA bedanya dituntut lebih mandiri aja,0,0,0,0,in,1310266609336950784,1736489477789679872,lknowiscute,https://twitter.com/lknowiscute/status/1736489484320227697,,,,
663fa40f8a91151dd2f9eecf,Sun Dec 17 20:48:20 +0000 2023,1736488519500243200,@azkalfernata @convomfs Freelance usia 16 Fulltime usia 22 setelah lulus kuliah,0,0,0,0,in,2318307097,1736368418859926016,KocengKpop,https://twitter.com/KocengKpop/status/1736488519500243274,,,,
663fa40f8a91151dd2f9eed0,Sun Dec 17 20:47:12 +0000 2023,1736488234698649856,"@imanlagi tema nya dedak Anies tapi berasa kuliah umum , goods  kita harus terbuka sih soal ini ..",0,0,0,2,in,261577459,1736397893836435968,_kokohfanfan,https://twitter.com/_kokohfanfan/status/1736488234698649858,,,,
663fa40f8a91151dd2f9eed1,Sun Dec 17 20:47:05 +0000 2023,1736488207657935104,@hestoongg @convomfs Udah dari setelah lulus kuliah juga berkurang banget,0,0,0,0,in,2318307097,1736368418859926016,KocengKpop,https://twitter.com/KocengKpop/status/1736488207657935192,,,,
663fa40f8a91151dd2f9eed2,Sun Dec 17 20:45:07 +0000 2023,1736487712897872128,"@tanyakanrl buat yang masi belum kuliah karena terhalang biaya, semangat everybody rencana Tuhan kedepannya pasti yang terbaik buat kalian semua😃",0,0,0,0,in,1375354345609289728,1736002038746829056,sweetycigarette,https://twitter.com/sweetycigarette/status/1736487712897872106,,,,
663fa40f8a91151dd2f9eed3,Sun Dec 17 20:40:58 +0000 2023,1736486667790249984,"dulu suka becanda kerja begadang adalah trial sebelum kuliah  sekarang tidur paling cepat jam 11-12, kadang tembus jam 1 https://t.co/lAtkTEBXNW",0,1,0,0,in,1419958541603856384,1736486667790249984,ariyaditeddy,https://twitter.com/ariyaditeddy/status/1736486667790250073,,,,
663fa40f8a91151dd2f9eed4,Sun Dec 17 20:40:48 +0000 2023,1736486624232636928,Sukardin Caleg DPRD Banten Turun ke Dapil Bawa Program Kuliah Gratis https://t.co/g8okhdrGqe via @Indopolitika,0,0,0,0,in,1645980546,1736486624232636928,Indopolitika,https://twitter.com/Indopolitika/status/1736486624232636843,,,,
663fa40f8a91151dd2f9eed5,Sun Dec 17 20:40:19 +0000 2023,1736486501842850048,"@convomf Sepenting itu mba ijazah, apalagi ijazah kuliah😭😭 https://t.co/MjhY0tBFBS",0,0,0,0,in,410644648,1736163807347740928,JejeQuinnnn,https://twitter.com/JejeQuinnnn/status/1736486501842850077,,,,
663fa40f8a91151dd2f9eed6,Sun Dec 17 20:36:30 +0000 2023,1736485541657665792,"@Little_secret9 Dulu gue pernah kena kerjaan yg tahan ijazah sma, dan tertulis kontrak jika kerja dibawah 8 bulan akan kena denda sekian. Gue pede bakal bisa kerja 8 bulan lebih, dan gue masi punya ijazah kuliah. Tp kenyataannya gabisa dan ijazah gue ga diambil sampe 3than. Tau ga pas gue ambil?",1,1,0,0,in,410644648,1736186758306611456,JejeQuinnnn,https://twitter.com/JejeQuinnnn/status/1736485541657665859,,,,
663fa40f8a91151dd2f9eed7,Sun Dec 17 20:36:24 +0000 2023,1736485519201374464,@tanyarlfes Lulus kuliah,0,0,0,0,in,115334575,1736378535584137472,ayuuayus,https://twitter.com/ayuuayus/status/1736485519201374397,,,,
663fa40f8a91151dd2f9eed8,Sun Dec 17 20:34:34 +0000 2023,1736485056427036928,"@jellypastaa Waktu kuliah. Temen deketku ada 3 yang asli padang Ga peliiiittt. Perhitungan iya, tp begitu kita deket. Ga ada sama sekali itu pelit2nya Momen paling inget itu klo habis mudik/liburan. 2 bulan kita gantian makan rendang bawaan smpe habis 🤣",0,0,0,2,in,1654836774374625280,1736173982226030848,me_n_design,https://twitter.com/me_n_design/status/1736485056427036806,,,,
663fa40f8a91151dd2f9eed9,Sun Dec 17 20:33:36 +0000 2023,1736484812243014144,"@LiatAjaX yaelahh, klo emang beneran pernah kuliah, tinggal minta cetakin lagi ke pihak kampus, lagian apa kampus gk punya database Alumni?",0,0,0,0,in,1058736426882228224,1736309947795644672,Bahrudiiiiiiiin,https://twitter.com/Bahrudiiiiiiiin/status/1736484812243014054,,,,
663fa40f8a91151dd2f9eeda,Sun Dec 17 20:31:17 +0000 2023,1736484231608693248,Kuliah cape? Nanti udh masuk dunia kerja jadi pengen kuliah selamanya wkkwkwkwk,0,0,0,0,in,459262542,1736484231608693248,Rizxfa,https://twitter.com/Rizxfa/status/1736484231608693148,,,,
663fa40f8a91151dd2f9eedb,Sun Dec 17 20:30:32 +0000 2023,1736484043552907776,"eh cakampung lu kira kuliah cuman dapetin ijazah ya, we got many things in college brooooooo. YAAAAA GADAPET KAN KU MAMPUSSSSSS",0,0,0,0,in,1217112026897514496,1736484043552907776,nadheraishere,https://twitter.com/nadheraishere/status/1736484043552907758,,,,
663fa40f8a91151dd2f9eedc,Sun Dec 17 20:29:48 +0000 2023,1736483856340173312,"@SoundOfYogi dan.. orang indonesia lagi2 fokus nya ke hal2 bodoh.  lah emang bener kan ini kaga pedofil? die baru lulus kuliah, si cewe baru sma. selisih entah brapa. 7 tahun?  saya kaga bahas soal kasus bodoh tsb. saya bahas soal pedofil2annya. netizenID gede cingcong doang tpi otaknya aneh",0,0,0,0,in,778692608,1736258181972873472,akubukanako,https://twitter.com/akubukanako/status/1736483856340173309,,,,
663fa40f8a91151dd2f9eedd,Sun Dec 17 20:29:40 +0000 2023,1736483824522170624,@tanyakanrl Temen kuliah.,0,0,0,0,in,71774587,1736360705002250752,julianz73,https://twitter.com/julianz73/status/1736483824522170651,,,,
663fa40f8a91151dd2f9eede,Sun Dec 17 20:28:52 +0000 2023,1736483623128510464,"gue ngomong sama orang and he says kuliah is useless karena ijazah lu cuman ditaroh atas meja kalau lu ga  kerja linear sama kaya major lu""""",1,1,0,0,in,1217112026897514496,1736483623128510464,nadheraishere,https://twitter.com/nadheraishere/status/1736483623128510559,,,,
663fa40f8a91151dd2f9eedf,Sun Dec 17 20:27:46 +0000 2023,1736483345759179264,berharap aja pm gk ky gini,0,0,0,0,in,1166303216432103424,1736483345759179264,pidipam,https://twitter.com/pidipam/status/1736483345759179205,,,,
