username,full_text,topic,topic_probability,predicted_label,probability_emotion
bamb_oe,@blackshark7890 Bule ne jebul mmg pekok hahaha Bule Itil Indonesia Italia,4,0.67611235380173,Anger,0.34949198365211487
crmeelcookie,sore-bengibramaem niat e itung2 diet tp isuk e huek huek bakno lali due aslam,4,0.93772846460342,Joy,0.25253191590309143
zaobengs,jd termotivasi setelah liat banyak postingan orang tentang diet dan hidup sehat langsung set target bulan ini harus turun 6kg. lalu sadar ternyata ini udah pertengahan bulan jdnya akan start bulan depan sajaaa ( ͡ ͜ʖ ͡ ),2,0.48475968837738,Anger,0.39180558919906616
benaya_mgs,@mosidik Udah coba diet karnivora bang?? Bisa sembuhin penyakit fisik dan penyakit mental..,2,0.91047996282578,Anger,0.33088523149490356
egkusahkepoo,@rxeveur puasa bareng. klo gua puasa tarwiyah ningning puasa diet ,4,0.88505500555038,Joy,0.5165221691131592
rizahariati,@mosidik Prinsip diet nomor 1 adalah sustainable nomor 2 adalah tepat gizi.,0,0.86487007141113,Neutral,0.3685047924518585
heyrum4,@mosidik Gilak keren Hal terberat dari diet adalah ngatur makanan dan ini yang dihindari adalah yang jadi kebiasaan dan paling susah,0,0.57443702220917,Anger,0.36231347918510437
eyelibooaboy,@mosidik Yup diet itu bukan mengurangi porsi makan tapi mengatur dan memilih makanan yang masuk ke dalam tubuh secara gizi seimbang. Konsepnya sbnernya simpel makan apa yang tubuh perlu bukan pengen. Kadang masih laper mata Makasih sudah diingatkan,0,0.87696492671967,Anger,0.647411584854126
sidik_sah,@BRICSinfo Di tunggu keseriusan ancaman Rusia. Mana yang paling hebat antara NATO dengan Rusia?,0,0.89961165189743,Anger,0.37354156374931335
bunnybabydoy,Setelah diet 2 5 tahun kek gitu terus ada yg traktir aku holycow di sabang hahahahha ambyar udah lah sekali makan larangan satu eh keterusan terus yaudah aja gitu skrg balik lagi ke bb awal wkwkkwk awal mula diet karena dulu gerd sering kambuh sampe inject di er wkskeewksk,1,0.71766942739487,Joy,0.8383881449699402
bunnybabydoy,Aku pernah diet kayak gini turun 13 kg dalam kurun waktu kurang dari setahun. No red meat santan gorengan tepung susu dan turunannya kopi cokelat. Diet kayak gini gak bikin jerawatan jg tapi somehow bikin anemic di aku ,3,0.75111943483353,Neutral,0.29169732332229614
thesingingchild,@kureijiollie Momen dimana gw bayangin itulah momen dimana diet gw langsung loncat keluar jendela ,0,0.91073203086853,Anger,0.39703139662742615
nailywonbin,tips diet adalah puasa seminggu,3,0.79581195116043,Love,0.3149241805076599
sidik_sah,@tempodotco Alhamdulillah. Semoga peraturannya cepat di selesaikan agar cepat di berangkatkan.,1,0.66338753700256,Neutral,0.38010695576667786
sidik_sah,@e100ss Selama masih ada sinyal internet apa yang tidak bisa? Kalau memang niat banyak cara. Yang penting ada sinyal.,2,0.83873254060745,Neutral,0.6569461226463318
ReihanTaine, DETOX TEA &amp; SLIMMING TEA / TEH DIET REMPAH | : https://t.co/qRR9scQvpF https://t.co/QIxKlJMDqn,2,0.8855192065239,Joy,0.3274022340774536
ReihanTaine, ️P5️[TERMURAH][BARCODE UTUH]TEH HERBALIFE/TEH NRG HERBALIFE/HERBAL CONCENTRAT/GREEN TEA/TEH DIET/HERBALIFE NUTRISI/MINUMAN NUTRISI/MINUMAN : https://t.co/QTGn4d1GE7 https://t.co/SfsHa0jU5V,4,0.93324077129364,Joy,0.38278284668922424
ReihanTaine, Extra Strong OBAT DIET! Turun 4-10kg dalam 1 bulan 15capsule : https://t.co/zJDVqYzrcd https://t.co/zEtbbjpvhu,3,0.46368819475174,Anger,0.34839901328086853
niasuh797001,@katahatimakemak @cakeolattea @josoominm Yang penting semua tercukupi. Ingat ya diit itu mengurangi jatah makan yg berlebihan diimbangi olahraga. Kalau makan banyak asal kebutuhan segitu ya aman aja ga perlu diet.,4,0.55133479833603,Sad,0.3165475130081177
haneul222__,Ini adalah dietku dulu sama dokter joko 3 bulan tiba2 hilang aja 20 kilo (yang menurutku) tanpa effort berlebih krn makan semua di jadwal. Aku suka bgt diet kyk gini karena tinggal ngikutin penuh dengan prep dan schedule jadi gak bingung ngitung kalori ini itu,4,0.77373975515366,Joy,0.7384335994720459
comte_de_sade,@PapaSuboNako Ok lang yan....healthy kapa naman. Or dahan dahan lang pag diet,4,0.91964560747147,Joy,0.28472626209259033
hamtorihoshi,suruh diet aja pak anakmu,2,0.72990280389786,Anger,0.38086768984794617
MSNindonesia,7 Cara Diet Khloe Kardashian Bunda 2 Anak Body-nya Fit Banget! https://t.co/ZBgXsMUPwS,0,0.89895522594452,Anger,0.5417333841323853
zkonzzz,@rimafebrr kak kamu berapa lama diet nya? dan klo lewat di bulan puasa biasa nya buka nya apa,2,0.72551292181015,Neutral,0.5300915241241455
nurainiindah65,@VindaAzizah Diet ketat nih kok tirusan mba ,0,0.45488780736923,Neutral,0.3379596173763275
Bawangnyaputih,@Cutamine badmood emang kadang bisa jadi sebuah pelarian diet orang stress pelariannya makan ada tapi ratarata yg banyak pikiran gak nafsu makan dan akhirnya badan ngedrop kyknya gpp nangis yg penting gk dehidrasi (saran sesat),3,0.60364174842834,Joy,0.6523829698562622
sonsonice,Dr Zaidul Akbar sama Ade Rai pernah bahas ini di YouTube nya intinya kalo mau diet itu kurangi 4 hal : - nasi - tepung - minyak - gula Sesederhana itu. Lakukan yg gampang dulu dari kurangin gorengan Sederhana tapi gak semua orang bisa ,2,0.59399008750916,Neutral,0.38834118843078613
Mr_singh1888,@aditiraaaj Kya krna h diet jankar,4,0.63821870088577,Joy,0.29615768790245056
iwaaaaannn,@Dakochan555 @maknae_taja Nope sebutan huruf bahasa Inggeris standardised except Z US English and British English. A is A B is B C is C Diet is diet not di-yet WI-FI sebutannya why-fi bukan wifi,0,0.96348088979721,Sad,0.7083219289779663
haibundacom,7 Cara Diet Khloe Kardashian Bunda 2 Anak Body-nya Fit Banget! https://t.co/vLNRJq67JN,0,0.8989560008049,Anger,0.5438596606254578
obsessedwithits,APA INIII AK LAGI DIET MALAH MUNCUL RAMEN RAMENAN,1,0.64429128170013,Neutral,0.6318994760513306
Asyrafnizam_,Bahaya crash diet ‼️ 1. Berat turun dgn cpt tp bukan dgn cara yg sihat 2. Cepat letih 3. Sistem imunisasi bdn lemah 4. Metabolisma badan makin rendah 5. Risiko utk penyakit jantung RT &amp; follow for more tips #nakfit2025 #naksihat,3,0.31174898147583,Neutral,0.3867010176181793
beneryaya,@rimafebrr aaaaa proud of youuuu kak! aku juga lagi dieeeet dari 72.80kg skrg 57.40kg dan ini makananku selama diet! masi ngejar ke 55kg sehat sehat yaaaaa https://t.co/GrgqGKzX2t,0,0.94249045848846,Joy,0.9953599572181702
Asyrafnizam_,Kenapa ada Greek Yogurt dalam diet? - Kandungan protein yg tinggi berbanding yogurt biasa - Karbohidrat rendah - Bantu kawal rasa lapar - As pre workout meal ‍️ - Tingkatkan metabolisme badan RT &amp; follow for more tips #nakfit2025 #naksihat https://t.co/78vPOIKuew,3,0.72555893659592,Anger,0.33124297857284546
naaaarsf08,Bingung msh kenyang bgt enakan mkn roti apa nasi? Apa roti+ ayam asek kek makan org diet mkn ayam ajaa,3,0.65372151136398,Anger,0.3682438135147095
Asyrafnizam_,Korang prefer berapa minit rebus telur? Time diet coach ajar makan telur separuh masak. Awal-awal dulu tekak tak boleh terima sekarang dah power siap makan dengan rolled oat RT &amp; follow for more tips #nakfit2025 #naksihat https://t.co/ftIOvoNbnH,3,0.57382279634476,Joy,0.9011892080307007
Sundae_Mcd,@Ayammgeprekk_ diet mulai besok (yg ke-99999++++),1,0.59999686479568,Neutral,0.3542543351650238
muckraker1975,@ClownWorld_ diet pepsi,4,0.59999704360962,Joy,0.2690858542919159
_d0opamine,akutu pengen kurus terus katanya kalo mau kurus tanpa diet antara dengan pusing skripsian atau punya utang. nah dari kemarin-kemarin skripsian gada ovt-ovt nyaa. baru kemarin bgt aku ovt malemnya sama temenku diajak keluar. hahaha auto ilang ovt-nyaa,1,0.60418766736984,Joy,0.7562127113342285
andrometheda,@pppuzzlepieces iya dia makin cantik banget mana keliatan natural gitu aku kira dia diet ekstrim gitu ternyata oplas jg ya tp asli cantik bgt,0,0.90947496891022,Sad,0.7595637440681458
channiekkoong,@sparklingnunna salahnya diet udh tau laper yaa tinggal makan aja pake nyesel makan dobel akhirnya ,1,0.53145790100098,Anger,0.4635205566883087
WhosYourDadbod,@Dianthus_Layla Kurus sebab tak sihat (depression tak makan sakit) akan naik berat balik bila sihat. Kurus sebab sihat (exercise good diet) baru tahan lama ,0,0.37106022238731,Sad,0.3216019570827484
air_minum__,@putridwishsw Tekanan darah rendah ini banyak pemicunya. Biasanya dilihat kesehariannya seperti apa(?) Kebutuhan air harian udah cukup? Efek kelelahan/kurang istirahat juga bisa. Asupan nutrisi yang kurang utamanya protein atau lagi masa diet (?) Kekurangan darah juga bisa.,2,0.95446527004242,Sad,0.4434923827648163
pumpkinzty,nak diet tapi esok nak makan seoul garden......,1,0.57914251089096,Neutral,0.33468884229660034
piaritha,@Sullyoond Mana ada yah emang lagi diet?,3,0.59788310527802,Joy,0.37687456607818604
sparklingnunna,Maaf Gi tapi gue harus diet️ https://t.co/42NEbcrzig,0,0.5964931845665,Joy,0.3329107463359833
666AshBorn,@wayyfi Diet ga mulai mulai konsepnya ,3,0.59688156843185,Anger,0.36648744344711304
typingcntik,@Risa15025630 yaallah diet ayo ,2,0.39989805221558,Joy,0.3799125552177429
prastyani_p,Apa ituh diet (?) https://t.co/wAznGGLGf0,3,0.59909665584564,Neutral,0.6180059313774109
kumbanghamil,@rimafebrr rimaa kamu keren banget bjirr. aku tau kamu diet tapi aku gatau kalo ternyata seberhasil ini (karena gapernah buka ig) btw congrats ya rimaa aku juga mau ikutan diet - btw ini ava,2,0.94880700111389,Joy,0.6372238993644714
evashog0ki,setting my microsoft teams pfp to rei ayanami,0,0.8850445151329,Joy,0.38431891798973083
kumbanghamil,demi apa temen sekelas gua viral btw rima jadi makin cantik setelah diet wkwkwk kelas rima menyala rima,3,0.93169105052948,Neutral,0.35114505887031555
elenmelipiana1,@JurdilNdasMu @mosidik Lemes ngga pas hari pertama?? Kalo tidur kurang dari 8 jam apa masih OK diet beginian?,0,0.86562144756317,Anger,0.3842417597770691
sariebut,kemarin aku abis liat thread mba2 diet santuy dan keinginanku untuk meniru mbaknya makin motivasi utamanya ya karena aku ngerasa uda ga make sense kalo njajan di jogja tok. jd sekalian diet itu bonusnya (kebalik ya harusnya mulai healthy lifestyle nya yg jd motivasi utama),0,0.9659206867218,Joy,0.9721783399581909
yballets,@IsyaCub kenapaaa?? lagi diet??,4,0.59762597084045,Joy,0.3214752674102783
YaellahSa,@yearendsale_ Liat ginian pas diettt langsung menggiurkan banget nih si rainbow crunch saladnya bener bener enak bgtt ituuuu + sehat gitu kan makan sayur sayurann cocok banget buat tim yg lagi diet. #GrabUnlimited #HematnyaGrabUnlimited,2,0.85978198051453,Joy,0.7339734435081482
terserahhhhhaku,Klo udah pergi sma tante dewi makan mulu diet gagal terus,3,0.88368493318558,Joy,0.365585058927536
halfsat4n,@SweetSpringDay7 jgn over diet fir,4,0.59964638948441,Neutral,0.3601958155632019
Hikariolu,Updated Pepsi ranking: 1. Pepsi max 2. Pepsi max Cherry 3. Pepsi max Raspberry 4. Japanese Pepsi max 5. Pepsi max Lime 6. Pepsi max Mango 7. Pepsi zero Electric 8. Pepsi max Lemon 9. Diet Pepsi 10. Regular Pepsi 11. Decaf Pepsi,3,0.56103402376175,Anger,0.25163257122039795
Zultan420,@NathanJ04060931 Coke &gt; Pepsi Diet Pepsi &gt; Diet Coke,4,0.4400395154953,Anger,0.30245473980903625
wonjinaah,🇰🇷 FOOD DELIVERY! ‍ Special for @wdohwannn salah satu jeli-jeli yang aku sukaa Dotori-muk biasa kan jeli manis tapi jeli ni aku suka karena ada asin-asin (dari bumbu si) ini low calorie jugaa buat kalau masa diet yum. https://t.co/yZTchouEV9,1,0.59460765123367,Sad,0.29666668176651
striking_meet,@HypnoticEyess Hmari diet ki Mausi Ki Maa (***&lt;&lt;&lt; gyi Hai 2k24,0,0.63903123140335,Joy,0.26725277304649353
sisthoughts,@rimafebrr waaa alhamdulillah lewat jd motivasi diet sblm wisudaa doain ka bisa konsisten ngurangin minyak sama gula dlu karna klo ngurangin serentak takut salatrii,1,0.59775704145432,Fear,0.44414404034614563
redsflagg,@cokzzzzz123 pastii keliatannn kok walaupun sdikitt. Dlu aku jg gemuk dan pas proses diet ga berasa kurusan even udh turun bb. Tapi lama kelamaan keliatann aja gitu dri di foto orangg,0,0.86060643196106,Anger,0.32827097177505493
txtdaripetfood,@Sera9292 @azkiahrf Idealnya kalau diet turun 1-2% aja per minggu yaa. Turun terlalu cepat ga bagus karena bisa yg hilang massa otot malah gampang rebound. Atau khawatirnya malah ada penyakit lain yg bikin weight loss.,0,0.80321365594864,Sad,0.4582487940788269
winberuntun,kmren pernah coba diet 3 bulan dan nggak bisa konsumsi boba sampe 6 bulan karena eneg. sekarang udah mulai minum tp nggak pernah pesan large lg karena nggak pernah habis.,3,0.5330616235733,Neutral,0.6172778010368347
Sedang_DietOi,@B4msaja @dhemit_is_back Dapet jatah bulanan kali masa iya polisi takut sama orang sipil biasa mungkin juga bos besar disitu kasih upeti dah beres isipol perut kenyang plus setoran buat nambal dulu masuk kerja ngga ribet,1,0.65564370155334,Fear,0.36363980174064636
waaaawskyyyy,pengen matcha tp pengen diet aku kudu apa,4,0.59801143407822,Neutral,0.47419071197509766
bagiduitdonk,sialan gw diet ga konsisten mulu ah anjing,1,0.86406475305557,Anger,0.4734414517879486
alwitoyib,@mosidik Bukannya daging merah itu bagus buat diet? Protein right?,3,0.86583614349365,Joy,0.3878553807735443
ziabljr_,Enggak.... Respon mereka gak buat sakit mental Alhamdulillah. Malah ibu sengaja ngajak makan di luar berdua biar aku mau makan(padahal kalo gak makan gak papa bjir diet) kata nya masih banyak jalan menuju Mekkah (gak mau Roma bapak ku). I love u mai pemeli,0,0.85054153203964,Sad,0.9793072938919067
_nuzul__,tiber semangat diet tu lain mcm ,1,0.49565857648849,Joy,0.9601975083351135
bonnnhowever,mbak sophee ini supportive gf bgt ,1,0.63898569345474,Neutral,0.5078574419021606
moongalsh,@riskyyulianti13 @mosidik gapapa kakk asal sambel makan sambel nya dikira2 juga kalo mau lebih sehat bawang cabai dll direbus aja lalu diulekk aku selama diet masih makan sambel krn suka pedes tp klo sambel goreng dikira2 aja alhamdulillah turun 20kg,0,0.71087783575058,Joy,0.6820080876350403
dededetatata,@rimafebrr @sotyya Heehh mbaa aku nguakakk.. gold water dong Btw makasih aku jd ikut semangat untuk mulai diet (lagi) setelah terakhir diet serius thn 2018 :'),4,0.76776593923569,Joy,0.9672069549560547
cellouch,laper jir tp mw diet,2,0.49404692649841,Anger,0.28314244747161865
GodDammnnItt,@aadbitcoin @mosidik 5-10 % karbo cukup lah kalo mau diet keto,1,0.40004652738571,Joy,0.4821964204311371
dearziaaaa,@Racpsodi Gapapa masih ada hari esok untuk diet ,4,0.39916294813156,Joy,0.27557775378227234
aisyahMARS,Kelakornya Baby lepas ni kena makan makanan sihat no sugar jangan pedas ke makanan pelik-pelik Ini macam ayat suruh diet ,2,0.51334375143051,Joy,0.31062138080596924
ppodinnie,doi ngirim ini.. kirain dia makan beneran dan batalin diet gataunya https://t.co/ocb9fawZ7P,3,0.73091846704483,Neutral,0.3676183819770813
senyuminajbrayy,@jthvra g bisa lg diet..,2,0.59744811058044,Joy,0.3214752674102783
tobio_hun,@lightuplaluna Waktu diet makan angin minum angin ,1,0.49457991123199,Neutral,0.25801366567611694
wencod,Hebat bangeeet!! Dalam perjalanan diet gw paling susah untuk gak makan keripik/kerupuk ,0,0.70036154985428,Anger,0.4079412519931793
jiatulips,I teringin ayam gepuk. Tapi i tengah diet. I ada masa sampai september je. Sebab nak kasi diri sendiri hadiah Taraa jiaa!! Hadiah birthday you adalah diri you yang kurus!! Haaa cenggituuuuwww ,1,0.94165128469467,Love,0.9316009283065796
lalardhn,bsk gua akan beresin kamar dan diet super toxic,0,0.53148001432419,Anger,0.27823394536972046
LuthfiSenggani,@rimafebrr Aku tuh pengen diet lebih ke memperbaiki makananku sih. Karena meskipun sekarang BBku normal tp udah batas atas bgt kalau keterusan lama2 over juga. Tp orang2 kek kamu apa lagi yg didietin ,0,0.62437897920609,Joy,0.5005963444709778
TERATRAKTIF,@SWEETKjSSEU Apa itu diet? Cmere beef.. Cmere..,4,0.79962038993835,Neutral,0.6180059313774109
__bitsi__,bsok gue akan mulai diet dan olga udah bener2 merasa overweight bgt helppp,4,0.86419385671616,Neutral,0.3792668282985687
sugarlippie,@TERATRAKTIF Dem...otw gagal diet gue,3,0.73201835155487,Anger,0.3857332766056061
hwgeugene,@idextratime @aniesbaswedan eti mending fokus diet sama olahraganya ti eti,4,0.53593891859055,Anger,0.36497947573661804
lord_srayleigh,@griffinarks Susah tidur gampang lapar gak bisa diet gemuk total,0,0.88480091094971,Anger,0.3153807818889618
GTA__Civilian,@sick_fruits Re thoma ka diet ya dijo,3,0.83882749080658,Anger,0.2788732647895813
koojunhoebot,cuk nangis. kan bahas diet lagi. iya emang harusnya gw ga usah makan seminggu. jadi ga pengen pulang,0,0.47209313511848,Neutral,0.3106198012828827
starveedd,guys do u prefer diet coke coke zero pepsi max or diet pepsi,3,0.6853079199791,Anger,0.3424375653266907
lazystalker95,@ClownWorld_ Diet Pepsi https://t.co/ucd6CGD5lr,4,0.59999704360962,Joy,0.2690858244895935
sultanfrozen,@penyayaaaaaaang Lagi diet...,0,0.20000000298023,Joy,0.3214752674102783
sociallawd,YA ALLAH TOLONG LANCARKAN LAH DIET HAMBA INI,2,0.83793044090271,Anger,0.42997485399246216
bomoIotov,aku pernah diet sebulan selama puasa ramadhan sebulan ga makan nasi (cheating day pas bukber 3 - 5 suap nasi/only 3 times) turun 7 kg (57 to 50) biasanya ga sahur dan banyak makan pas buka (ngemil) and now i hate rice tapi kalo lagi bokek tetep makan &lt;100 gram/hari,0,0.71730935573578,Neutral,0.7500039339065552
odiceweeunseok_,Gajadi diet gas makan nguenggggg,0,0.59701973199844,Neutral,0.3964408338069916
for_everking19,Berat sudah menyentuh 70 kg lagi. Betul-betul harus diet lagi,0,0.44666138291359,Anger,0.31467267870903015
CooCarol,@ClownWorld_ Diet Pepsi,4,0.59999698400497,Joy,0.2690858542919159
sukaeskrimatcha,@lutfianggrn Alhamdulillah sebuah cara instan untuk diet wkwkwkwk,1,0.79903876781464,Anger,0.23415185511112213
dauliajae,@e_blouissante Jadi semangat diet ini mah ,1,0.59329545497894,Joy,0.9013761281967163
mosidik,@bayuidham @riskyyulianti13 Yg gue suka diet yg ini gak anti bumbu dan sambal.. Malah diencourage.,3,0.86573857069016,Anger,0.38664427399635315
tkdior,@jhobibangtan hindi haha diet akoh,3,0.79744797945023,Joy,0.28828614950180054
zulaikhaaina,Confirmed! Berat 64 NAK BUAT CRASH DIET,2,0.79811400175095,Anger,0.4034788906574249
tempodotco,7 Tanaman Herbal yang Bisa Mengoptimalkan Program Diet https://t.co/oimGyV30Yw #TempoCantika,4,0.68288725614548,Joy,0.30944982171058655
_veeeeda,Tp harus diet :' https://t.co/v3UuFHnDyu,0,0.20000000298023,Joy,0.3214752674102783
mango_on_diet,@weltshmrtz nisi :),0,0.59696280956268,Joy,0.38278284668922424
storlard,@yceyi Pas mau debut dia diet,1,0.46329227089882,Joy,0.27713704109191895
DJTooMass,@ClownWorld_ In Germany: Diet Pepsi In the US: Mountain Dew,0,0.69010215997696,Joy,0.6240187287330627
pcyyeochinz,@mosidik ok brarti bisa 2 bulan di bandung diet,4,0.79783862829208,Neutral,0.27501508593559265
odiceweeunseok_,Pengen makan tpi diet tpi laper tpi diet gimana sihh,3,0.51633322238922,Neutral,0.3733232021331787
jpesq_,@eyefortigers Coke &gt; Pepsi Diet Pepsi &gt; Diet Coke,4,0.4400395154953,Anger,0.30245473980903625
marsutina,@rimafebrr Kak plis jawab tolong jawab pliss maaf yaa tp tolong jawabbb Betis kakak ikut kecilan nggak?? Soalnya betisku tuh gedee bangett diet udah turun hmpir 10kg tetep aja betis ga mengecil samsek,4,0.76311200857162,Sad,0.3913472294807434
pejuangdiett,Bismillah menerapkan metode diet if 12.12!!! Semoga tidak ada setan yang mengajak aing makan berlebihan Berlaku untuk sesudah idul adha dikerenakan ibu sudah ada rencana bikin opor ayamm (tidak akan berhasil),1,0.83809244632721,Joy,0.6505372524261475
Msemakweli_M,Kwa ambao wamejaribu kupunguza Uzito na kitambi kwa kutumia Supplements Mazoezi Diet Tuambieni ipi ni haraka rahisi na salama kati ya njia izo,4,0.90535217523575,Joy,0.42456740140914917
feliciaaaaa99,@cursedkidd @rimafebrr dia lagi bikin motivasi org buat diet sehat ngape lu muncul nanya naget rebus ,3,0.59437143802643,Anger,0.34135231375694275
hhaechhanlee,kapan niat diet &amp; olahraga ini bakal muncul...,0,0.79514074325562,Anger,0.3259888291358948
heartspupils,orang orang diet jadi glowup gua udh krempeng ampe tulang rusuk jiplak aja begini bgt mukanya bjir https://t.co/jiT3FXVOx9,2,0.93290758132935,Anger,0.4449414312839508
Asyrafnizam_,Sedap &amp; murah dan berkhasiat. Amalkan makan epal hijau dalam diet seharian RT &amp; follow for more tips #nakfit2025 #naksihat https://t.co/eAY5Y01OcG,3,0.44803580641747,Joy,0.7272130250930786
t_yyrr_,Kebanyakan jajan nihh butuh diet ,1,0.51235491037369,Anger,0.42870140075683594
wityalaiya,Pls baru 1 bulan kita ba diet njirr masa so turun 7kg?! Kita rasa ini timbangan rusak am masalahnya mustahil skali anjirr bisa sampe segitunya,4,0.69610786437988,Anger,0.41466856002807617
