conversation_id_str,created_at,favorite_count,full_text,id_str,lang,location,probability,quote_count,reply_count,retweet_count,topic,tweet_url,user_id_str,username,in_reply_to_screen_name,image_url,context,emotion
1800559946280628573,Tue Jun 11 23:56:56 +0000 2024,120,@MafiaWasit Maka dari itu dihimbau untuk lebih sadar diri gak usah berekspektasi berlebihan dan cukup mendukung Timnas supaya memberikan yang terbaik aja,1800678636418408865,in,,0,0,2,0,1,https://x.com/abcdefitria/status/1800678636418408865,720968252210319360,abcdefitria,MafiaWasit,,Perjalanan timnas Indonesia di babak kualifikasi Piala Dunia dan Piala Asia menjadi topik yang sering dibahas. Banyak yang merasa bangga dengan pencapaian timnas dan membahas pertandingan-pertandingan yang akan datang.,Love
1800553018552992170,Tue Jun 11 23:56:54 +0000 2024,0,@SiaranBolaLive Setuju... sangat yakin timnas bisa main di luar GBK. 3 match terakhir jd bukti bahwa pengelola GBK sgt sgt tidak serius. Ayo pssi alternatif pasti ada.,1800678627174228045,in,,0,0,0,0,4,https://x.com/Franzy_Lin/status/1800678627174228045,551556169,Franzy_Lin,SiaranBolaLive,,Pertandingan melawan Filipina menjadi sorotan dengan banyak diskusi tentang performa pemain seperti Verdonk dan Haye. Kemenangan ini dianggap sebagai momen bersejarah dan menjadi topik hangat di media sosial.,Anger
1800575644449079430,Tue Jun 11 23:56:47 +0000 2024,10,@weyeschae @UpdateBolabola komentator sama analis semalem enak banget. banyak ilmu yg bisa diambil. BP ngasih banyak pengalaman dia di timnas dulu dan analisa pertandingan nya keren dibandingkan RCTI mah.,1800678597700857926,in,"Bandung, Indonesia",0,0,0,0,3,https://x.com/dimasirat/status/1800678597700857926,2242335529,dimasirat,weyeschae,,Anang sering disebut dalam konteks menyanyikan lagu 'Indonesia Pusaka' sebelum pertandingan timnas Indonesia. Momen ini menciptakan suasana emosional bagi para suporter dan menjadi bagian penting dari pengalaman menonton pertandingan.,Joy
1800551831506190385,Tue Jun 11 23:56:34 +0000 2024,0,@kegblgnunfaedh Gua mah semalam kesal saat pemain timnas Indonesia melingkar malah ada anang asanti nyanyi gak karuan bikin kesel,1800678545326506404,in,,0,0,0,0,3,https://x.com/khoirul7779/status/1800678545326506404,1766547116242194432,khoirul7779,kegblgnunfaedh,,Anang sering disebut dalam konteks menyanyikan lagu 'Indonesia Pusaka' sebelum pertandingan timnas Indonesia. Momen ini menciptakan suasana emosional bagi para suporter dan menjadi bagian penting dari pengalaman menonton pertandingan.,Anger
1800551119548269019,Tue Jun 11 23:56:13 +0000 2024,2,@mchlrs_ @Indostransfer Bener aff mainin tim cadangan dah kek dimas drajad egy kiper adi satryo ferari ricky sama yance sayuri. Ini di timnas sekarang kek lapis ketiga nya Karna lapis 2 itu minimal sekelas asnawi arhan dan witan,1800678456055009737,in,,0,0,1,0,3,https://x.com/ibnucssc19/status/1800678456055009737,736289749,ibnucssc19,mchlrs_,,Anang sering disebut dalam konteks menyanyikan lagu 'Indonesia Pusaka' sebelum pertandingan timnas Indonesia. Momen ini menciptakan suasana emosional bagi para suporter dan menjadi bagian penting dari pengalaman menonton pertandingan.,Neutral
1800678439051202916,Tue Jun 11 23:56:09 +0000 2024,1,Timnas menang Main futsal menang Obrolan semalam buta seru Bekal yang cukup untuk memulai pagi hari ini dengan senyuman semoga tetap ada sampai matahari tenggelam.,1800678439051202916,in,,0,0,0,0,3,https://x.com/lifeofsep/status/1800678439051202916,1171717404843331584,lifeofsep,,,Anang sering disebut dalam konteks menyanyikan lagu 'Indonesia Pusaka' sebelum pertandingan timnas Indonesia. Momen ini menciptakan suasana emosional bagi para suporter dan menjadi bagian penting dari pengalaman menonton pertandingan.,Joy
1800538399188844632,Tue Jun 11 23:56:04 +0000 2024,0,@GilangTV @ndha_mella @Indostransfer Udah pernah coba nonton V+ pakai perantara RCTI+? Di tempat gw kebetulan aman2 aja bahkan saat Timnas main home sekalipun (udah nyobain waktu lawan Irak lancar2 aja pas lagi perjalanan pulang),1800678418578837923,in,FX-Epicentrum-Pulogadung,0,0,1,0,2,https://x.com/idyllic48bola/status/1800678418578837923,1127564263,idyllic48bola,GilangTV,,Banyak pembicaraan tentang keberhasilan timnas Indonesia lolos ke putaran ketiga kualifikasi Piala Dunia 2026 dan Piala Asia. Penggemar merasa bangga dan membahas strategi serta persiapan untuk pertandingan selanjutnya.,Neutral
1800552772594741721,Tue Jun 11 23:56:02 +0000 2024,0,@mas_triadhianto Congrats Timnas... tinggal mas @mas_triadhianto berjuang jadi Walkot Bekasi...semangaat mass,1800678409963802718,in,,0,0,0,0,1,https://x.com/umardhan/status/1800678409963802718,312663075,umardhan,mas_triadhianto,,Perjalanan timnas Indonesia di babak kualifikasi Piala Dunia dan Piala Asia menjadi topik yang sering dibahas. Banyak yang merasa bangga dengan pencapaian timnas dan membahas pertandingan-pertandingan yang akan datang.,Joy
1800678374660321397,Tue Jun 11 23:55:54 +0000 2024,0,Teringat Timnas jamam Simon saat lakoni Kualifikasi PilDun satu grup dengan Malay Thai Vietnam UEA namun gagal total tidak pernah menang sama sekali pun dapat 1 poin saat dilatih STY. Waktu cepat berlalu STY mengubah segalanya kini berhasil lolos round 3 pertama kali rayakan! https://t.co/yPqdUfHMIm,1800678374660321397,in,"Yogyakarta, Indonesia",0,0,0,0,2,https://x.com/berdoasblmtidur/status/1800678374660321397,1226302514372333569,berdoasblmtidur,,https://pbs.twimg.com/media/GP1Lb-YbQAA834i.jpg,Banyak pembicaraan tentang keberhasilan timnas Indonesia lolos ke putaran ketiga kualifikasi Piala Dunia 2026 dan Piala Asia. Penggemar merasa bangga dan membahas strategi serta persiapan untuk pertandingan selanjutnya.,Joy
1800678373137809902,Tue Jun 11 23:55:53 +0000 2024,0,NOOO TEN HAG STAY DI EMYU. SOUTHGATE KEKNYA GAK BAKAL DIPECAT DARI TIMNAS INGGRIS,1800678373137809902,in,,0,0,0,0,3,https://x.com/udahpipis/status/1800678373137809902,985011008249905152,udahpipis,,,Anang sering disebut dalam konteks menyanyikan lagu 'Indonesia Pusaka' sebelum pertandingan timnas Indonesia. Momen ini menciptakan suasana emosional bagi para suporter dan menjadi bagian penting dari pengalaman menonton pertandingan.,Anger
1800670141853888881,Tue Jun 11 23:55:48 +0000 2024,0,@tempodotco Gapapa selagi mampu mengangkat performa Timnas Indonesia,1800678349939061033,in,"Kota Surabaya, Jawa Timur",0,0,0,0,3,https://x.com/Generasiosing/status/1800678349939061033,1017270635465043968,Generasiosing,tempodotco,,Anang sering disebut dalam konteks menyanyikan lagu 'Indonesia Pusaka' sebelum pertandingan timnas Indonesia. Momen ini menciptakan suasana emosional bagi para suporter dan menjadi bagian penting dari pengalaman menonton pertandingan.,Neutral
1800536395557294488,Tue Jun 11 23:55:20 +0000 2024,0,@indosupporter Semoga semua pecinta timnas diberi berkah panjang umur,1800678235019354323,in,"Bali, Indonesia",0,0,0,0,3,https://x.com/BrozovicAngga/status/1800678235019354323,1122024588148273152,BrozovicAngga,indosupporter,,Anang sering disebut dalam konteks menyanyikan lagu 'Indonesia Pusaka' sebelum pertandingan timnas Indonesia. Momen ini menciptakan suasana emosional bagi para suporter dan menjadi bagian penting dari pengalaman menonton pertandingan.,Joy
1800678230766371045,Tue Jun 11 23:55:19 +0000 2024,0,Ya kalau ga di keep bisa lah ke Timnas Indonesia ETH hehehe,1800678230766371045,in,Japan and Indonesia,0,0,1,0,3,https://x.com/LissaSakura/status/1800678230766371045,51488300,LissaSakura,,,Anang sering disebut dalam konteks menyanyikan lagu 'Indonesia Pusaka' sebelum pertandingan timnas Indonesia. Momen ini menciptakan suasana emosional bagi para suporter dan menjadi bagian penting dari pengalaman menonton pertandingan.,Joy
1800547301091672195,Tue Jun 11 23:55:10 +0000 2024,0,@MAYT_Media wkwkwkwk sabaar sabaar yang penting timnas akhirnya menang,1800678191360856521,in,,0,0,0,0,2,https://x.com/hengponjaduul/status/1800678191360856521,1800178104188764160,hengponjaduul,MAYT_Media,,Banyak pembicaraan tentang keberhasilan timnas Indonesia lolos ke putaran ketiga kualifikasi Piala Dunia 2026 dan Piala Asia. Penggemar merasa bangga dan membahas strategi serta persiapan untuk pertandingan selanjutnya.,Joy
1800575625436299477,Tue Jun 11 23:55:00 +0000 2024,0,@Indostransfer Bismillah nonton timnas bareng istri dan anak sekalian umroh. ,1800678150869029256,in,"Jawa Tengah, Indonesia",0,0,0,0,3,https://x.com/aadityaherdian/status/1800678150869029256,1023209106,aadityaherdian,Indostransfer,,Anang sering disebut dalam konteks menyanyikan lagu 'Indonesia Pusaka' sebelum pertandingan timnas Indonesia. Momen ini menciptakan suasana emosional bagi para suporter dan menjadi bagian penting dari pengalaman menonton pertandingan.,Joy
1800678090571653121,Tue Jun 11 23:54:46 +0000 2024,13,Lolos ke babak ketiga World Cup Qualifiers lawan-lawan Timnas Indonesia tentu bakal jauh lebih berat. Karena itu lima laga kandang saat Indonesia dapat dukungan penuh suporter harus bisa dimaksimalkan dengan baik. #TimnasDay,1800678090571653121,in,di kantin di samping stadion,0,0,0,1,2,https://x.com/putrategar2709/status/1800678090571653121,267020338,putrategar2709,,,Banyak pembicaraan tentang keberhasilan timnas Indonesia lolos ke putaran ketiga kualifikasi Piala Dunia 2026 dan Piala Asia. Penggemar merasa bangga dan membahas strategi serta persiapan untuk pertandingan selanjutnya.,Joy
1800556144307609720,Tue Jun 11 23:54:30 +0000 2024,29,@MaartenPaes30 6 Pemain Keturunan Grade A yang Berpotensi Gabung Setelah Timnas Indonesia Lolos ke Babak Ketiga Kualifikasi Piala Dunia 2026 https://t.co/epxgcwjpEg,1800678023345455114,in,Jakarta,0,0,0,1,2,https://x.com/okezonenews/status/1800678023345455114,47274731,okezonenews,MaartenPaes30,,Banyak pembicaraan tentang keberhasilan timnas Indonesia lolos ke putaran ketiga kualifikasi Piala Dunia 2026 dan Piala Asia. Penggemar merasa bangga dan membahas strategi serta persiapan untuk pertandingan selanjutnya.,Neutral
1800668387271643595,Tue Jun 11 23:48:14 +0000 2024,1,@iradiojogja Yeeyyyy congrat Timnas Indonesia!!! Pagi Kak Ari &amp; Kak Adel Alhamdulillah nyenyak mkspn ngga ikut nonton timnas berlaga tp ikut senang dg kemenangan Garuda Muda ️ Request lagu Boleh Juga dan Rumah dari Salma Salsabil yak?! Terima kasih selamat beraktivitas ,1800676445569835137,in,"Kalimantan Timur, Indonesia",0,0,0,0,3,https://x.com/AgustiniSukardi/status/1800676445569835137,1577778724358922240,AgustiniSukardi,iradiojogja,,Anang sering disebut dalam konteks menyanyikan lagu 'Indonesia Pusaka' sebelum pertandingan timnas Indonesia. Momen ini menciptakan suasana emosional bagi para suporter dan menjadi bagian penting dari pengalaman menonton pertandingan.,Joy
1800676432697496024,Tue Jun 11 23:48:11 +0000 2024,0,Ini federasi sama timnas nya tinggal nunggu kena azab aja,1800676432697496024,in,,0,0,0,0,3,https://x.com/garem_oren/status/1800676432697496024,1603659732241510400,garem_oren,,,Anang sering disebut dalam konteks menyanyikan lagu 'Indonesia Pusaka' sebelum pertandingan timnas Indonesia. Momen ini menciptakan suasana emosional bagi para suporter dan menjadi bagian penting dari pengalaman menonton pertandingan.,Fear
1800666488896196734,Tue Jun 11 23:48:05 +0000 2024,0,@muhfirda__ @idextratime @erickthohir Ian Maatsen bukannya dipanggil timnas Belanda ya? Gara gara De Jong dicoret,1800676410425856166,in,All Eyes On Rafah,0,0,0,0,9,https://x.com/akankulepas/status/1800676410425856166,1377216056855388167,akankulepas,muhfirda__,,Banyak penggemar yang berbagi pengalaman menonton pertandingan timnas Indonesia. Mereka membahas momen-momen penting pembelian tiket dan harapan untuk kemenangan timnas di masa depan. Rasa fomo (fear of missing out) juga sering dibicarakan.,Love
1800633025291837498,Tue Jun 11 23:48:00 +0000 2024,0,@idextratime Info2 sp aja yg mau gabung timnas gaes,1800676389252960415,in,Lelaki,0,0,0,0,1,https://x.com/qvgkly/status/1800676389252960415,1159819428982190080,qvgkly,idextratime,,Perjalanan timnas Indonesia di babak kualifikasi Piala Dunia dan Piala Asia menjadi topik yang sering dibahas. Banyak yang merasa bangga dengan pencapaian timnas dan membahas pertandingan-pertandingan yang akan datang.,Neutral
1800676356763844812,Tue Jun 11 23:47:53 +0000 2024,8,Oh gini rasanya punya timnas keren #TimnasDay https://t.co/O0iy69Yapk,1800676356763844812,in,,0,1,0,3,3,https://x.com/mhafidzn_/status/1800676356763844812,2451379514,mhafidzn_,,https://pbs.twimg.com/media/GP1Jg_sbwAA-577.jpg,Anang sering disebut dalam konteks menyanyikan lagu 'Indonesia Pusaka' sebelum pertandingan timnas Indonesia. Momen ini menciptakan suasana emosional bagi para suporter dan menjadi bagian penting dari pengalaman menonton pertandingan.,Joy
1800537127064940570,Tue Jun 11 23:47:51 +0000 2024,0,@erickthohir Aduh pak sekelas timnas tapi lapangan ancur gitu .,1800676350543725007,in,,0,0,0,0,4,https://x.com/dmx347/status/1800676350543725007,1670946685542092800,dmx347,erickthohir,,Pertandingan melawan Filipina menjadi sorotan dengan banyak diskusi tentang performa pemain seperti Verdonk dan Haye. Kemenangan ini dianggap sebagai momen bersejarah dan menjadi topik hangat di media sosial.,Sad
1800541621005742286,Tue Jun 11 23:47:42 +0000 2024,1,@mayaramadanty @00beinghuman Aku cogil nya idzes sejak dia debut timnas wkwkw bukan cegil tp,1800676311998095820,in,"Surakarta, Jawa Tengah",0,0,0,0,3,https://x.com/tbzueyon/status/1800676311998095820,1732408274790518785,tbzueyon,mayaramadanty,,Anang sering disebut dalam konteks menyanyikan lagu 'Indonesia Pusaka' sebelum pertandingan timnas Indonesia. Momen ini menciptakan suasana emosional bagi para suporter dan menjadi bagian penting dari pengalaman menonton pertandingan.,Neutral
1800663872615174627,Tue Jun 11 23:47:39 +0000 2024,13,@fahmiiiiii14 @idextratime Di stadion yang sama melawan timnas yang sama damn... ,1800676299008270433,in,République Démocratique Du Con,0,0,0,0,4,https://x.com/bungsulieurr/status/1800676299008270433,1592729789512953856,bungsulieurr,fahmiiiiii14,,Pertandingan melawan Filipina menjadi sorotan dengan banyak diskusi tentang performa pemain seperti Verdonk dan Haye. Kemenangan ini dianggap sebagai momen bersejarah dan menjadi topik hangat di media sosial.,Neutral
1800670885730542002,Tue Jun 11 23:47:37 +0000 2024,2,@Xenoverse98 @idextratime @bliblidotcom Timnas pusat: Bang Jago Belanda Timnas cabang: Kak Indo oke gas Timnas ranting: Dik Suriname cah bagos,1800676292523934122,in,"Denham, Western Australia",0,0,1,1,9,https://x.com/_the_blue_sea_/status/1800676292523934122,1247854802500907010,_the_blue_sea_,Xenoverse98,,Banyak penggemar yang berbagi pengalaman menonton pertandingan timnas Indonesia. Mereka membahas momen-momen penting pembelian tiket dan harapan untuk kemenangan timnas di masa depan. Rasa fomo (fear of missing out) juga sering dibicarakan.,Love
1800551119548269019,Tue Jun 11 23:47:34 +0000 2024,0,@Indostransfer yg ranking 100+ cuma Indonesia aja lho sementara ini.. tp tetep bangga dan apresiasi untuk Timnas kita menyala Garuda ku,1800676280347898182,in,Klepu,0,0,0,0,1,https://x.com/ariwibo80086283/status/1800676280347898182,992728444575268866,ariwibo80086283,Indostransfer,,Perjalanan timnas Indonesia di babak kualifikasi Piala Dunia dan Piala Asia menjadi topik yang sering dibahas. Banyak yang merasa bangga dengan pencapaian timnas dan membahas pertandingan-pertandingan yang akan datang.,Joy
