,tweet,label
12,"['pagi', 'pagi', 'dikerjain', 'orang', 'haha', 'dikira', 'saya', 'bodoh', 'ya', 'saya', 'ladenin', 'lahh', 'liat', 'sampai', 'manaa']",Anger
13,"['angka', 'covid', 'lagi', 'naik', 'kalau', 'masih', 'dilanjut', 'event', 'offlinenya', 'asli', 'bodoh', 'sih', 'ini', 'brand']",Anger
14,"['bukan', 'lebih', 'ke', 'sangar', 'sih', 'kalau', 'menurutku', 'goblokk', 'bin', 'tolol', 'di', 'ingatkan', 'untuk', 'kebaikan', 'malah', 'acuh']",Anger
15,"['mas', 'ngelonte', 'dulu', 'mas', 'biar', 'otaknya', 'jadi', 'seger', 'lagi', 'bagi', 'orang', 'kafir', 'seperti', 'kamu', 'ngewe', 'dengan', 'lonte', 'ibadah', 'yang', 'utama', 'punya', 'tolol', 'kok', 'kebangetan', 'sangat', 'sih']",Anger
16,"['marah', 'saya']",Anger
17,"['tolol', 'sekali', 'mana', 'ada', 'bercinta', 'yang', 'ada', 'mimpi', 'di', 'kejar', 'kejar', 'setan', 'semalam', 'asu', 'bocil', 'nih', 'yang', 'iya', 'iya', 'saja', 'kalau', 'bicara']",Anger
18,"['izinin', 'suami', 'poligami', 'buat', 'menghindari', 'zina', 'lol', 'sekali', 'heh', 'mmngnya', 'nabi', 'saya', 'poligami', 'gegara', 'mata', 'keranjang', 'terus', 'sangean', 'terus', 'ada', 'niatan', 'zina', 'tapi', 'biar', 'tidak', 'zina', 'jadi', 'dinikahin', 'ngelirik', 'cewek', 'sambil', 'nyebarin', 'ajaran', 'agama', 'begitu', 'tolol', 'belajar', 'agama', 'lagi', 'sana']",Anger
19,"['saya', 'nyerah', 'joki', 'saja', 'kali', 'ya', 'tugas', 'poem', 'ya', 'allah', 'kenapa', 'saya', 'bodoh', 'b', 'ing']",Anger
20,"['hah', 'kaya', 'dendam', 'bnaget', 'sama', 'ibu']",Anger
21,"['huahh', 'benci', 'covid', 'sangat', 'semoga', 'berhenti', 'di', 'jimin', 'tidak', 'ada', 'jungkook', 'dan', 'juga', 'taehyung', 'no', 'god', 'pliss']",Anger
22,"['benci', 'sekali', 'sama', 'diri', 'sendiri', 'gampang', 'nangis', 'kalau', 'bicara', 'sama', 'orang', 'tua']",Anger
23,"['ini', 'geng', 'lgbt', 'patutle', 'libtard', 'gay', 'bodoh', 'tahi']",Anger
24,"['iya', 'ini', 'tvn', 'kan', 'suka', 'memancing', 'emosi', 'penonton']",Anger
25,"['sei', 'ini', 'ya', 'saya', 'baru', 'bangun', 'tidur', 'sudah', 'bikin', 'emosi', 'saja']",Anger
26,"['mau', 'marah', 'bangeett', 'kenapa', 'orang', 'orang', 'jahat', 'sangat', 'si']",Anger
27,"['kadang', 'suka', 'emosi', 'baca', 'beginian', 'tapi', 'orang', 'goblog', 'memang', 'susah', 'kalau', 'diajak', 'bicara']",Anger
28,"['si', 'mutajir', 'mancing', 'emosi', 'sih', 'pagi']",Anger
29,"['sudah', 'saya', 'baca', 'panjang', 'panjang', 'kirain', 'analisisnya', 'bakal', 'boom', 'ternyta', 'hanya', 'hasil', 'pikiran', 'otak', 'pendek', 'tolol']",Anger
30,"['emosi', 'bung']",Anger
31,"['mvp', 'pun', 'kene', 'marah', 'tak', 'capai', 'kpi', 'ke']",Anger
32,"['opini', 'kamu', 'jelek', 'bro', 'menutup', 'keburukan', 'dengan', 'agama', 'kamu', 'benarkan', 'poligami', 'untuk', 'menghindari', 'zina', 'tolol', 'palkon', 'banyak', 'bacot', 'tentang', 'agama', 'ya', 'gini']",Anger
33,"['kapan', 'ya', 'manajemen', 'di', 'rs', 'diubah', 'biar', 'tidak', 'lempar', 'lemparan', 'gini', 'anjimm', 'orang', 'ke', 'rs', 'tuh', 'butuh', 'penanganan', 'cepat', 'bukan', 'bolak', 'balik', 'ribet', 'emosi', 'kan', 'saya', 'ajgg']",Anger
34,"['dari', 'turunkan', 'ayam', 'kupang', 'baik', 'buat', 'polisi', 'majukan', 'industri', 'sumber', 'makanan', 'negara', 'kita', 'negara', 'tropika', 'kot', 'apa', 'jadah', 'harap', 'makanan', 'ternakan', 'import', 'bodoh', 'sangat', 'ke', 'orang', 'malaysia', 'sampai', 'dedak', 'ayam', 'pun', 'tak', 'boleh', 'buat', 'sendiri']",Anger
35,"['unesco', 'orang', 'arab', 'hahaa', 'kata', 'yang', 'benci', 'anis']",Anger
36,"['satu', 'kata', 'jangan', 'mengundi', 'sebab', 'semua', 'bodoh']",Anger
37,"['diam', 'adalah', 'jawaban', 'terbaik', 'untuk', 'menghadapi', 'orang', 'bodoh']",Anger
38,"['sangat', 'tolol', 'bbm', 'langka', 'beras', 'mahal', 'cuma', 'sarapan', 'jagung', 'dan', 'ubi', 'sebelum', 'berangkat', 'sekolah', 'itu', 'sekitar', 'sampai']",Anger
39,"['bangsat', 'ini', 'akun', 'saya', 'di', 'hack', 'kah']",Anger
40,"['lah', 'kakak', 'saya', 'yang', 'umur', 'harus', 'panggil', 'saya', 'yang', 'umur', 'apaan', 'anjrit', 'kalau', 'bukan', 'adik', 'oh', 'saya', 'anak', 'tunggal', 'ada', 'anak', 'perempuan', 'satu', 'lagi', 'punya', 'ayah', 'ibu', 'saya', 'begitu', 'tolol', 'ih']",Anger
41,"['ini', 'betul', 'punya', 'marah']",Anger
42,"['ternyata', 'ada', 'yang', 'lebih', 'bodoh', 'dari', 'saya', 'jauh', 'malah']",Anger
43,"['harus', 'nya', 'dihukum', 'mati', 'itu', 'bangsat', 'rusak', 'nama', 'sumut', 'karena', 'dia']",Anger
44,"['hmm', 'siapa', 'lagi', 'yang', 'harus', 'saya', 'benci']",Anger
45,"['tyhan', 'saya', 'tidak', 'kuat', 'sekali', 'bangsat']",Anger
46,"['sumpah', 'saya', 'emosi', 'sekali', 'yoo']",Anger
47,"['yang', 'dinamakan', 'orang', 'prik', 'bin', 'tolol']",Anger
48,"['ini', 'faisal', 'basri', 'tidak', 'lagi', 'kena', 'stroke', 'kan', 'atau', 'tiba', 'mental', 'retarded', 'ciri', 'khas', 'jokowi', 'ketukar', 'sama', 'sby', 'pak', 'faisal', 'jangan', 'bangsat', 'drun']",Anger
49,"['dipta', 'kamu', 'jangan', 'bodoh', 'bisa', 'tidak']",Anger
50,"['iya', 'anjrott', 'jangan', 'jangan', 'dia', 'punya', 'dendam', 'sama', 'saya', 'ya']",Anger
51,"['apa', 'bedanya', 'coba', 'awal', 'chat', 'huruf', 'kapital', 'apa', 'tidak', 'sahabat', 'kamu', 'kok', 'tolol']",Anger
52,"['bangsat', 'mang', 'kamu', 'sudah']",Anger
53,"['saya', 'bisa', 'masak', 'saya', 'ini', 'sudah', 'ada', 'bekal', 'untuk', 'main', 'benda', 'tajam', 'dan', 'minyak', 'panas', 'jadi', 'tolong', 'hargai', 'saya', 'dan', 'jangan', 'bikin', 'saya', 'marah']",Anger
54,"['bodoh', 'ya', 'begi', 'diba', 'astaga']",Anger
55,"['saya', 'baik', 'tapi', 'saya', 'tidak', 'tolol', 'semoga', 'orang', 'tua', 'saya', 'sehat', 'terus', 'lancar', 'rejeki', 'biar', 'tidak', 'usah', 'saya', 'ngandelin', 'saudara', 'kaya', 'anjing']",Anger
56,['bangsat'],Anger
57,"['eh', 'kamu', 'tidak', 'pernah', 'merancang', 'kejatuhan', 'orang', 'kamu', 'benci', 'dengan', 'perempuan', 'lain', 'kah']",Anger
58,"['hah', 'bodoh', 'kali', 'kamu', 'pantek']",Anger
59,"['emosi', 'mlu', 'nanti', 'jadi', 'burag', 'loh']",Anger
60,"['yaa', 'kann', 'tidak', 'merasa', 'capai', 'hanya', 'larinya', 'jadi', 'lemot', 'sangat', 'emosi', 'saya']",Anger
61,"['shipper', 'sebelah', 'kalau', 'tidak', 'suka', 'sama', 'noren', 'tidak', 'ush', 'mampir', 'sudah', 'tahu', 'benci', 'sama', 'noren', 'malah', 'baca', 'au', 'nya', 'kocak', 'sangat', 'kamu']",Anger
62,"['tak', 'sempat', 'la', 'ini', 'anak', 'balas', 'dendam', 'minggu', 'depan', 'mesti', 'sakit', 'sudah', 'hilang', 'time', 'itu']",Anger
63,"['islamofobis', 'buzzerp', 'yaitu', 'para', 'njing', 'sepilis', 'dan', 'komunis', 'pelaku', 'maksiat', 'yang', 'ingin', 'mencari', 'pembenaran', 'atas', 'kelakuannya', 'para', 'b', 'bi', 'kafir', 'pecundang', 'debat', 'teologis', 'secara', 'akademis', 'yang', 'ingin', 'melampiaskan', 'dendam', 'kekalahannya']",Anger
64,"['iya', 'juwi', 'emosi', 'nih', 'saya', 'pagi']",Anger
65,"['saya', 'benci', 'kata', 'jenuh']",Anger
66,"['saya', 'benci', 'sekolah']",Anger
67,"['bacoot', 'kadrun', 'memang', 'bangsat']",Anger
68,"['bangsat', 'masih', 'berani', 'main', 'sosmed']",Anger
69,"['ajarkan', 'kepada', 'anak', 'lelaki', 'tolong', 'opininya', 'jangan', 'kelewat', 'tolol']",Anger
70,"['kamu', 'nyinyirn', 'saya', 'sma', 'antek', 'nya', 'berharap', 'saya', 'marah', 'tenang', 'saya', 'punya', 'jurus', 'jitu', 'saya', 'balas', 'pakai', 'solawatan', 'dzolim', 'kesal', 'sendiri', 'kan', 'hahaha']",Anger
71,"['tidak usah', 'kaget', 'kalau', 'tiba', 'saya', 'jadi', 'benci', 'sama', 'saudara', 'saya', 'dasar', 'orang', 'tidak tahu', 'diri', 'benalu', 'kacang', 'lupa', 'kulit', 'bajingan', 'sama', 'saudara', 'sendiri']",Anger
72,"['hahah', 'bangsat']",Anger
73,"['ha', 'tuh', 'kamu', 'saja', 'tahu', 'definisi', 'adik', 'tidak', 'sih', 'kamu', 'ilah', 'bikin', 'emosi']",Anger
74,"['nonton', 'sis', 'masih', 'on', 'going', 'emosi', 'terus', 'yah', 'sekarang', 'nntonnya', 'udahlah', 'ikutin', 'saja']",Anger
75,"['kenapa', 'agama', 'yang', 'lurus', 'dari', 'tuhan', 'yme', 'bisa', 'menjadi', 'bengkok', 'hingga', 'bermacam', 'sebabnya', 'karena', 'ada', 'orang', 'bodoh', 'dan', 'sesat', 'seperti', 'itu', 'sudah', 'banyak', 'dari', 'zaman', 'dulu', 'namun', 'motifnya', 'tetap', 'sama', 'yaitu', 'untuk', 'kepentingan', 'perut', 'dan', 'sekitarnya']",Anger
76,"['dapat', 'mimpi', 'kok', 'mendukung', 'keparnoan', 'bangun', 'bangsat', 'sangat', 'sebal', 'au', 'ah', 'mending', 'tidak', 'usah', 'tidur', 'apa', 'ya']",Anger
77,"['haah', 'belajar', 'chargeman', 'a', 'sekali', 'kerja', 'amik', 'former', 'kat', 'kilang', 'jadi', 'worker', 'dengan', 'orang', 'atas', 'yang', 'kejap', 'okay', 'kejap', 'tak', 'okay', 'anak', 'ikut', 'cakap', 'dia', 'macam', 'kerja', 'tak', 'pernah', 'siap', 'kimak', 'semua', 'kerja', 'siap', 'tapi', 'bodoh', 'anak', 'memekak', 'jugak', 'baruah']",Anger
78,"['woii', 'bodok', 'kalau', 'semua', 'komplain', 'beropini', 'berargumen', 'berpendapat', 'dkk', 'mngenai', 'kbijakan', 'pemerintah', 'buat', 'apa', 'pileg', 'dlakukn', 'goblok', 'di', 'pelihara', 'kamu', 'lakukan', 'itu', 'malah', 'buat', 'anggota', 'legislatif', 'terhormat', 'itu', 'makan', 'gaji', 'buta', 'tolol', 'pendapatan', 'aggota', 'dewan', 'itu', 'x', 'gaji', 'umr', 'tiap', 'bulan']",Anger
79,"['terserah', 'dan', 'masa', 'bodoh', 'jika', 'kamu', 'tidak', 'suka', 'atau', 'bahkan', 'membenciku', 'rasa', 'kesalku', 'belum', 'juga', 'hilang']",Anger
80,"['jangan', 'sampai', 'rakyatâ', 'benci']",Anger
81,"['saya', 'kira', 'di', 'menfess', 'sblmnya', 'kamu', 'mau', 'ngejokes', 'ternyata', 'bodoh', 'benar', 'wkwk', 'kamu', 'tidak', 'tahu', 'definisi', 'adik', 'atau', 'gimana', 'semua', 'orang', 'nyebut', 'saudara', 'kandang', 'yang', 'lebih', 'mudanya', 'ya', 'adik', 'tidak', 'usah', 'suruh', 'orang', 'buat', 'ngaku', 'deh', 'kamu', 'saja', 'yang', 'mikir', 'begitu', 'bodoh', 'tidak', 'jelas', 'kamu']",Anger
82,"['marah', 'btol', 'bang']",Anger
83,"['auto', 'belit', 'apa', 'memang', 'ah', 'dia', 'orang', 'marah', 'bila', 'kena', 'kencing', 'oleh', 'gov', 'india', 'indira', 'gandhi', 'gunakan', 'perkara', 'ini', 'sebagai', 'peluang', 'untuk', 'politikus', 'dia', 'itu', 'yang', 'menyebabkan', 'ltte', 'bunuh', 'indira', 'gandhi', 'ko', 'pergi', 'baca', 'sejarah', 'kenapa', 'ltte', 'itu', 'diwujudkan', 'tak', 'sama', 'langsung', 'macam', 'taliban']",Anger
84,"['cok', 'pagi', 'pagi', 'dibuat', 'emosi']",Anger
85,"['bersabar', 'dengan', 'emosi', 'yang', 'ada', 'di', 'dalam', 'diri', 'ini']",Anger
86,"['benci', 'tasik', 'benci', 'jakarta']",Anger
87,"['sepertinya', 'opung', 'masih', 'dendam', 'bu']",Anger
88,"['aduh', 'bangsat', 'ganteng', 'sekali', 'lagi', 'ini', 'orang']",Anger
89,"['paling', 'benci', 'kalau', 'lagi', 'diam', 'terus', 'panik', 'sendiri', 'tidak tahu', 'bingung', 'kenapa']",Anger
90,"['kalau', 'cerita', 'kat', 'laki', 'saya', 'pasal', 'mimpi', 'malam', 'tadu', 'mesti', 'kena', 'marah']",Anger
91,"['bangsat', 'ntarnta', 'pasti', 'nangis', 'haha', 'pengecut', 'nada', 'tolol', 'mati', 'saja', 'kamu']",Anger
92,"['bodoh', 'punya', 'statement', 'baik', 'lagi', 'minum', 'arak', 'melacur', 'main', 'judi', 'baru', 'betul', 'thrill']",Anger
93,"['ngaku', 'saja', 'lah', 'bodoh', 'mengajak', 'tidak', 'nder', 'yang', 'nganggep', 'adik', 'cuma', 'anak', 'kecil', 'kamu', 'saja']",Anger
94,"['tidak jadi', 'soft', 'malah', 'emosi']",Anger
95,"['elu', 'jangan', 'bikin', 'saya', 'marah']",Anger
96,"['jarina', 'hasebe', 'hobi', 'ngomel', 'dan', 'marah', 'marah']",Anger
97,"['capee', 'lagi', 'puasa', 'ada', 'saja', 'yang', 'dibikin', 'marah', 'nya', 'itu']",Anger
98,"['anjinglah', 'brengsek', 'bangsat']",Anger
99,"['emosi', 'yaa']",Anger
100,"['tahulah', 'anak', 'luah', 'kat', 'siapa', 'terasa', 'bodoh', 'gila']",Anger
101,"['benci', 'juga', 'karakternya', 'cheol', 'kek', 'itu', 'sudah', 'kelihatan', 'han', 'sakit', 'hati', 'kenapa', 'harus', 'ditegesin', 'dulu', 'baru', 'peka', 'tidak', 'mempermasalahkan', 'his', 'feeling', 'towards', 'nu', 'tapi', 'the', 'way', 'he', 'treated', 'han', 'that', 'i', 'hate', 'the', 'most', 'dipermainin', 'sangat', 'haha', 'jerk']",Anger
102,"['poin', 'okelah', 'poin', 'selanjutnya', 'itu', 'lho', 'saya', 'cowok', 'saja', 'marah', 'bacanya']",Anger
103,"['kenapa', 'kamu', 'yang', 'emosi']",Anger
104,"['ya', 'kalau', 'mau', 'poligami', 'ikuti', 'sunah', 'rosul', 'tunggu', 'istri', 'pertama', 'meninggal', 'dulu', 'dan', 'kamu', 'nikah', 'ma', 'nene', 'yang', 'sudah', 'tua', 'dan', 'miskin', 'buat', 'diurus', 'bukan', 'mau', 'enak', 'nya', 'saja', 'tolol']",Anger
105,"['betul', 'orang', 'cakap', 'kalau', 'tak', 'bodoh', 'bukan', 'bn', 'namanya']",Anger
106,"['kalau', 'bad', 'day', 'sangat', 'pun', 'takde', 'hak', 'anak', 'emosi', 'kat', 'orang', 'lain', 'tak', 'professional']",Anger
107,"['pagi', 'pagi', 'bangun', 'sudah', 'fucked', 'up', 'bodoh']",Anger
108,"['percaya', 'tapi', 'benci', 'saya', 'kalau', 'suka', 'diam', 'saja', 'kaga', 'bicara', 'langsung', 'kek', 'saya', 'kaga', 'gigit', 'elah', 'dan', 'kamu', 'cowok', 'yang', 'gentle', 'dong', 'masa', 'kalah', 'sama', 'gentle', 'jen']",Anger
109,"['akhirnya', 'bangun', 'siang', 'tapi', 'si', 'bodoh', 'ini', 'kaga', 'solat', 'subuh']",Anger
110,"['saya', 'pura', 'pura', 'tidak', 'tahu', 'saja', 'kebohonganmu', 'yang', 'terhakiki', 'entahlah', 'saya', 'pura', 'pura', 'bodoh', 'saja', 'nanti', 'juga', 'akan', 'ketahuan', 'sendiri', 'biar', 'waktu', 'yang', 'menunjukkannya']",Anger
111,"['tetap', 'saja', 'namanya', 'selingkuh', 'kok', 'ya', 'tolol', 'sekali', 'kakean', 'alasan']",Anger
112,"['nah', 'ini', 'yang', 'saya', 'ksl', 'saya', 'si', 'b', 'saja', 'lah', 'liat', 'si', 'bright', 'sama', 'itu', 'soalnya', 'kek', 'phinong', 'bet', 'tapi', 'yang', 'saya', 'benci', 'kalau', 'kek', 'begitu', 'suka', 'ngelunjak', 'anjr', 'fans', 'nya', 'mana', 'ngejelek', 'in', 'iwin', 'lagi', 'terus', 'pasti', 'sudah', 'kek', 'berasa', 'real', 'bet', 'padahal', 'hanya', 'fanservice']",Anger
113,"['saya', 'dendam', 'sama', 'itu', 'dua', 'orang', 'itu']",Anger
114,"['sange', 'sama', 'perempuan', 'lain', 'puasa', 'tahan', 'diri', 'jaga', 'pandangan', 'bukan', 'poligami', 'bangsat', 'kamu', 'miskin', 'tapi', 'gegayaan', 'poligami', 'tuh', 'gimana', 'ceritanya', 'nanti', 'istri', 'jelek', 'tidak', 'keurus', 'karena', 'kamu', 'tidak', 'kasi', 'duit', 'langsung', 'ditinggalin', 'heran', 'saya', 'kenapa', 'laki', 'laki', 'punya', 'otak', 'tidak', 'dipakai', 'sudah']",Anger
115,"['dulu', 'waktu', 'smp', 'saya', 'jengkel', 'sekali', 'sama', 'ibu', 'saya', 'mau', 'pergi', 'naik', 'bus', 'dari', 'jombang', 'ke', 'bojonegoro', 'jawa', 'timur', 'pakai', 'dianterin', 'ke', 'terminal', 'bus', 'padahal', 'pinginnya', 'naik', 'angkot', 'saja']",Anger
116,"['eh', 'bukan', 'jadi', 'mangsa', 'maki', 'atau', 'kena', 'marah', 'but', 'concerned', 'pasal', 'tak', 'bercakap', 'tetiba']",Anger
117,"['tolong', 'jangan', 'benci', 'fany', 'fany', 'baik', 'baik', 'kok', 'tidak', 'makan', 'orang', 'kok']",Anger
118,"['gabole', 'marah', 'nanti', 'cepett', 'tua']",Anger
119,"['si', 'gwinam', 'kayaknya', 'dia', 'punya', 'keinginan', 'hidup', 'yang', 'tinggi', 'kan', 'ada', 'dendam', 'sama', 'chongsan']",Anger
120,"['permulaan', 'yang', 'bangsat', 'untuk', 'febuari']",Anger
121,"['baca', 'komenannya', 'sungguh', 'menguras', 'emosi', 'asu']",Anger
122,"['lagi', 'sih', 'kemarin', 'siapa', 'sih', 'yang', 'pilih', 'ini', 'gubernurr', 'wong', 'dudul', 'koyok', 'ngene']",Anger
123,"['kata', 'mama', 'harus', 'baik', 'samaa', 'orang', 'lain', 'tapi', 'kalau', 'orang', 'itu', 'ngelunjak', 'yaudah', 'diemin', 'saja', 'tapi', 'saya', 'orangnya', 'tidak', 'tega', 'an', 'jadi', 'ya', 'begitu', 'jatohnya', 'malah', 'tolol', 'ngebantuin', 'orang', 'yang', 'tidak', 'bisa', 'usaha', 'sendiri']",Anger
124,"['bahkan', 'ada', 'dari', 'tweet', 'yang', 'maksudnya', 'supportive', 'parahnya', 'tuh', 'tidak', 'dibarengi', 'dengan', 'tanya', 'baik', 'baik', 'atau', 'diskusi', 'tapi', 'langsung', 'ngegas', 'benar', 'benar', 'jadi', 'ruang', 'marah', 'marah', 'saja']",Anger
125,"['iya', 'itu', 'benci', 'sangat', 'makin', 'hari', 'ada', 'saja', 'peraturan', 'tidak', 'jelas', 'kek', 'gini', 'huhu']",Anger
126,"['jangan', 'la', 'marah', 'dia', 'lesen', 'l', 'pun', 'dia', 'takde', 'lagi', 'itu']",Anger
127,"['mak', 'yang', 'darah', 'tinggi', 'andin', 'makk', 'kenapa', 'mamak', 'yang', 'marah', 'marah', 'lanjutkan', 'makk']",Anger
128,"['tolol', 'namanya', 'adik', 'tidak', 'harus', 'anak', 'kecil', 'adik', 'ya', 'yang', 'posisi', 'lahirnya', 'setelah', 'kakak', 'mau', 'jecil', 'atau', 'gede', 'tidak', 'ada', 'urusan', 'dongo']",Anger
129,"['bangsat', 'benar', 'karena', 'pelakunya', 'adalah', 'guru', 'yang', 'seharusnya', 'mengayomi']",Anger
130,"['diorang', 'ini', 'semua', 'sudah', 'lama', 'anak', 'borak', 'dengan', 'kamu', 'tak', 'fun', 'kata', 'diorang', 'kalau', 'tak', 'dengar', 'kamu', 'buat', 'lawak', 'bodoh', 'satu', 'hari', 'itu', 'dulu', 'la', 'jepp', 'haha', 'kitorang', 'dengar', 'kamu', 'tengah', 'on', 'satu', 'projek', 'big', 'project', 'semua', 'bercakap', 'pasal', 'kamu', 'jo', 'takde', 'la', 'benda', 'takde', 'pape', 'lagi']",Anger
131,"['tiati', 'bodoh', 'benar']",Anger
132,"['yhh', 'marah', 'terus', 'kamu', 'cepat', 'tua', 'mampus']",Anger
133,"['bloon', 'mana', 'ada', 'yang', 'mau', 'kalah', 'mang', 'bodoh', 'anjing', 'kntl']",Anger
134,"['mun', 'sepatah', 'ku', 'becakap', 'kamu', 'utuk', 'baik', 'tah', 'ku', 'diam', 'pastu', 'kamu', 'marah', 'pulang', 'saya', 'diam', 'tidak', 'paham']",Anger
135,"['saya', 'benci', 'kamu']",Anger
136,"['contoh', 'orang', 'tolol', 'bin', 'dongok']",Anger
137,"['selama', 'perintah', 'suami', 'tidak', 'melanggar', 'syariat', 'hormat', 'tapi', 'tidak', 'tolol', 'makanya', 'islam', 'buat', 'orang', 'yang', 'mau', 'berfikir']",Anger
138,"['ahaha', 'khas', 'buzzerp', 'jokowi', 'nuduh', 'orang', 'mau', 'dituduh', 'marah']",Anger
139,"['lah', 'bodoh', 'itu', 'all', 'of', 'us', 'are', 'dead', 'kali', 'gwinam']",Anger
140,"['aing', 'macan', 'marah']",Anger
141,"['bangsat', 'sekali']",Anger
142,"['padahal', 'saya', 'stay', 'di', 'lokasi', 'juga', 'dianggurin', 'lol', 'buat', 'apa', 'kamu', 'nge', 'hire', 'orang', 'luar', 'kalau', 'kayak', 'gini', 'ceritanya', 'tolol', 'jadi', 'tidak', 'ingin', 'saya', 'duitnya', 'mereka', 'tidak jelas', 'sangat', 'bikin', 'stress', 'saja', 'padahal', 'mah', 'ya', 'tinggal', 'beresin', 'saja', 'si', 'proyek', 'sudah', 'selesai', 'juga', 'dibikin', 'pusing', 'amat']",Anger
143,"['tolong', 'leon', 'jangan', 'sampai', 'terbawa', 'emosi', 'ya']",Anger
144,"['benci', 'sekali', 'saya', 'sama', 'ini', 'orang']",Anger
145,"['makanya', 'pada', 'ngaji', 'yang', 'benar', 'biar', 'tidak', 'bodoh']",Anger
146,"['ledik', 'jancuukk', 'tahi', 'anjingg', 'setann', 'tolol', 'babi', 'monyett']",Anger
147,"['supaya', 'generasi', 'yang', 'sekarang', 'jadi', 'bodoh', 'kan', 'mudah', 'di', 'begoin']",Anger
148,"['atheis', 'punya', 'rasa', 'benci', 'kirain', 'umat', 'beragama', 'saja', 'lalu', 'apa', 'bedanya']",Anger
149,"['terus', 'hubungane', 'opo', 'bangsat']",Anger
150,"['bangsat', 'ngagetin', 'saja']",Anger
151,"['emosi', 'terus', 'kek', 'ahok']",Anger
152,"['pebenda', 'lah', 'orang', 'penuh', 'dengan', 'emosi', 'last', 'episode', 'time', 'itu', 'jugak', 'dia', 'anak', 'sumbat', 'ppl']",Anger
153,"['saya', 'benci', 'hari', 'sabtu']",Anger
154,"['tidak tahu', 'saya', 'benci', 'sekali']",Anger
155,"['suka', 'nih', 'yang', 'bikin', 'emosi', 'gini', 'jadi', 'tag', 'saya', 'dong', 'kack']",Anger
156,"['aneh', 'sekali', 'bodoh', 'kamu']",Anger
157,"['jujur', 'shock', 'di', 'bagian', 'bangsatnya', 'sih', 'biasanya', 'kayaknya', 'drake', 'saja', 'tidak', 'ampe', 'bangsat']",Anger
158,"['we', 'ustzh', 'marah', 'sbb', 'takde', 'orang', 'masuk', 'kelas', 'pai', 'lepastu', 'rupanya', 'dia', 'yang', 'salah', 'masuk', 'link']",Anger
159,"['buat', 'dan', 'kalau', 'mau', 'nyerang', 'pemerintah', 'itu', 'janjian', 'dulu', 'begitu', 'kelihatan', 'pada', 'bodoh', 'nya', 'kalau', 'begini']",Anger
160,"['saya', 'bukan', 'paling', 'mulia', 'tapi', 'saya', 'manusia', 'normal', 'yang', 'jijik', 'liat', 'kaum', 'homo', 'lagipula', 'di', 'agama', 'di', 'larang', 'tolol', 'masih', 'saja', 'kamu', 'ngeyel', 'kalau', 'kamu', 'masih', 'belum', 'benar', 'jangan', 'sangat', 'kata', 'kamu', 'kaya', 'kamu', 'sudah', 'benar', 'saja', 'homo']",Anger
161,"['ya', 'allah', 'marah', 'betul', 'tengok', 'video', 'ini']",Anger
162,"['semangatt', 'walaupun', 'dalam', 'hati', 'berkata', 'bangsat']",Anger
