,full_text,emotion
23,menjagokan pilihanya coba cari sumber bagus ganjar anies prabowo menyampaikan visi misinya apa sanalah bisa menetukan pilihan bijak jangan melihat hanya sisi ini bt kepentingan semua umat bukan bt segelintir orang,Neutral
24,apa-apa halu sebelumnya noh manusia uban datang medan seramai anies datang medan samperin sono kasihan ada massanya sosmed massanya buzzer bayaran,Neutral
25,insyaallah keluarga besar mendukung anies baswedan menjadi presiden ri amin keren,Joy
26,semakin sering banteng buat drama suaranya lari anies semua,Joy
27,peta elektabilitas terkini prabowo gibran unggul anies ganjar terlibat persaingan ketat,Neutral
28,anies prabowo capres jalur independen iya,Neutral
29,anies untung tingkat kepuasan jokowi turun,Anger
30,peta elektabilitas terkini prabowo gibran unggul anies ganjar terlibat persaingan ketat,Neutral
31,berbeda hasil lembaga survei lokal hasil sigi lembaga survei internasional sebut kubu anies baswedan muhaimin sangat kompetitif,Neutral
32,anies salah manusia seutuh nya cara berfikir amp kerja salah nya serius jakarta buat amburadul ingat jakarta rusak ko ngiler mau jadi ri,Anger
33,adu gagasan capres mnurt penilaian ekonom ui ibu ninasapti triaswati prabowo ganjar ada program hasil nyata sdangkan pak anies lebih realistis program jelas amp pencapaian hasil akhirnya lebih nyata why not the best,Neutral
34,justru pendukung amin sebelumnya percaya hasil survei sudah tahu pesanan kriminalisasi hukum dilakukan anies menyogok lembaga survei hehe,Anger
35,siapa sudah bercerita personaliti bagus anies baswedan ke anak cucunya kemarin kalau bisa dimulai hari ilmu jariyah,Joy
36,buzzer anies memang mentok otaknya pantas mengerti program anies bahasanya ketinggian gibran diterima peraturan kpu baru mkmk melaksanakan tugasnya keputusan adalah final ada putusan baru,Anger
37,terus anies berpasangan siapa ahy disini pt,Anger
38,sabar seperti pak anies cak imin selalu sabar padahal selali fitnah,Neutral
39,ada paksaan memilih pemimpin ingin jadi orang miskin dimiskinkan sila pilih ganjar pranowo gibran ingin jadi orang kaya dikayakan sila pilih anies,Neutral
40,kita dukung prabowo jangan lupa februari coblos anies,Neutral
41,jni pertanyaan jebakan kalau berpengalam jadi capres prabowo x tahun kalau patut pantas jadi presiden iya anies,Love
42,ada paksaan memilih pemimpin ingin jadi orang miskin dimiskinkan sila pilih ganjar pranowo gibran ingin jadi orang kaya dikayakan sila pilih anies baswedan,Neutral
43,ada lah perubahan penting komposisinya lihat konsistensi gagasan nya lihat waktu sesi debat pilih anies cukup poin keadilan selalu sebut correct me if i'm wrong,Neutral
44,sakit hatinya prabowo nyerangnya anies cucu kakek tololnya luar binasa,Anger
45,profesor gadungan tukang sebar hoax ngapain kamu bicara bicara survey kemarin kamu bilang survey bayaran sekarang bilang dijadikan pemicu tahu yaa si anies tuh kalah dongo dongo kamu dibully sama pendukungnya aniies sendiri mus malu mus,Anger
46,goblok dungu kamu tolol anies menjawab pertanyaan apa solusinya politik luar negeri doblok dasar otak tolol mampu memahami minim literasi modal bacot tolol goblok dungu,Anger
47,fitnah memang kejam makanya selalu salut sama pak anies di fitnah tetap sabar,Love
48,terusin fitnah pak anies mah tak gentar ocehan orang tidak kerjaan intinya beliau tetap semangat pantang mundur,Joy
49,survei populi elektabilitas pks salip nasdem usai daftarkan anies,Neutral
50,contoh pak anies capai capai nyebarin fitnah rakyat tetap ngedukung pak anies,Joy
51,pak anies baswedan mengajarkan arti sejati semangat keberanian pantang menyerah,Joy
52,siapa capres cawapres paling peduli perempuan tirto telusuri visi misi ketiga paslon kata kunci perempuan anies muhaimin menyebut kata perempuan kali prabowo gibran menyebut sebanyak kali ganjar mahfud kali cek detail programnya bawah menarik,Neutral
53,pak anies baswedan pemimpin pantang menyerah,Joy
54,orang ini kalau mendukung pak anies langsung tindak dan pasti karena hukum negaraku genggaman bajingan,Anger
55,tergantung pendukung nya anies kehambat gara gara pendukung nya gagasan baiklah visi keren niat tulus,Joy
56,optimisme semangat pak anies baswedan benar benar memotivasi tekadnya terus memberikan terbaik sangat inspiratif,Joy
57,selalu mengagumi semangat pak anies baswedan tidak goyah meskipun amin meraih hasil survei terendah,Joy
58,banyak sebar fitnah sama pak anies beliau tetap kuat pantang menyerah selalu menebar kebaikan,Joy
59,siapa mau percaya manusia cerdas memiliki akal sehat akan memilih anies karena tidak prestasi yang patut dibanggakan,Anger
60,kedewasaan semangat positif pak anies baswedan sangat membanggakan,Joy
61,pak anies baswedan menunjukkan hasil survei amin terendah bukanlah akhir segalanya,Neutral
62,prabowo doong abis disantet deni çiregar sakit diganti gibran gibran merasa kurang pengalaman ditunjuklah anies setara perdana menteri memang cakap begitulah kira kira ramalan mbh hari heuheu,Anger
63,aslinya pan jujur n islami sekarang dikudeta penguasa jadi ketum manut ato bui barisan ring sd bawah yakin dukung amanah n satunya iya anies baswedan,Anger
64,paslon hanya diwakilkan team pak anies langsung datang perwakilan acara rakernas apersi nov pak anies membawa idiologi nilai dibalik kebijakan setiap pengambilan kebijakan menghadirkan keadilan sosial rumusan membesarkan,Joy
65,survei poltracking elektabilitas prabowo terus naik ungguli ganjar anies,Neutral
66,amin mungkin meraih hasil survei terendah semangat pak anies baswedan terus bekerja keras berkontribusi positif sungguh luar biasa salut,Joy
67,usah sebutin konstituen pan muhamadiyah muhamadiyah dukung anies pasti dukung prabowo elitenya,Anger
68,kayaknya swing voter arah telunjuk jokowi memilih sebesar lembaga survey diuji benar or artinya kalau benar artinya prabowo menang telak putaran kalau putaran tumpahan suara anies masuk prabowo,Fear
69,all in anies bismillah menang kita semua yaa pak putaran amin,Joy
70,barakallah fiik pak anies siapkan kemenangan bapak,Love
71,pak anies cak imin lebih berjuang kamu ngapain mas hidup semua fasilitas ko sebut berjuang,Anger
72,percaya membaca survei selalu ganjar prabowo anies tidak percaya surva survei fokus kerja lapangan,Sad
73,at the end penentu kemenangan lagi di tangan surya paloh cak imin anies terjadi putaran arah suara lah akhirnya menentukan,Neutral
74,makin yakin dukung pak anies cak imin kalau ngeliat kaya gini,Joy
75,mantap makin yakin dukung pak anies cakmin,Joy
76,malah makin yakin dukung pak anies hatinya baik sekali nih,Love
77,tenang pak anies,Neutral
78,memang paling benar pak anies,Neutral
79,pak anies difitnah terus iya alhamdulillah beliau selalu sabar mengahadapi loh,Joy
80,pak anies cak min sehat selalu orang baikk,Joy
81,sayembara masih berlaku silahkan senang hati buktikan kalau si anies memang syiah laknatullah enggan berhaji baitullah mekah menang pilgub dki th usah banyak bacod buktikan foto berita media resmi bukan abalx iya berani,Anger
82,semangat terus pak anies cak min,Joy
83,usul nama anies baswedan diganti abdul shomad,Neutral
84,pak anies memang beda,Joy
85,setuju kalau anies memang kesandera kontrak politik seandai a kemarin ambil ahy baiklah sangat opini sih ps gibran or gp mpud cuma ambil tongkat estafet jokowi so so yesterday lah out of date,Anger
86,apa ada gagasan bawa anak palestina indonesia kang anies baswedan selalu mimpi siang hari bolong,Joy
87,pak anies terbaiklaahh visi misi indonesia jelas ter rencana baik,Joy
88,menyongsong indonesia emas bersama pak anies,Joy
89,penekanan anies baswedan edukasi kesehatan mcontribusikan pencegahan penyakit kesejahteraan umum,Neutral
90,pak anies pemimpin terbaik selalu sabar banyak tidak suka,Joy
91,capres paling tenang anti masalah iya pak anies nih,Joy
92,mulai saling serang nie ye anies makin solid,Anger
93,anies gagal meningkatkan kesejahteraan rakyat jateng rakyat jateng berbondong bondong jakarta cari duit buat kehidupan jadi gubernur skala kecil gagal terus apa mau diharapkan petugas partai pdip gubernur gagal,Anger
94,pilkada jakarta anies sengaja membiarkan pendukungnya bermain politik identitas agama mendegradasi lawan amp mendapat keuntungan suara pribadi sebagai pendukung anies perlu denial atas dosa anies akuilah amp ikhlas menerima konsekuensi kalah pilpres,Fear
95,wah mantap sekali pak anies pak cak min semoga program dapat terlaksana baik yah,Joy
96,amin pilpres tahun depan anies cak imin menang,Joy
97,bersama pak anies kerja nyata masa depan cerah,Love
98,pilih jelas ayo keberlangsungan hidup pak anies contohnya,Love
99,pokoknya capres ku idolaku pak anies deh,Love
100,pendekatan anies baswedan pengurangan kemiskinan melibatkan penciptaan peluang berkelanjutan komunitas terpinggirkan,Neutral
101,beliau cocok waktu jajaran kabinet anies muhaimin,Joy
102,komitmen anies baswedan energi terbarukan sejalan upaya global mengatasi perubahan iklim,Neutral
103,masyaallah pak anies pemimpin baik,Love
104,nyerang berlebihan akhirnya malah jadi bumerang bahkan elektabilitas anies ikuti naik,Anger
105,dukungan anies baswedan umkm mendorong pertumbuhan ekonomi tingkat masyarakat,Neutral
106,anies cocok memimpin bangsa indonesia,Love
107,sejak sebelumnya aturan memang pada jis berdiri megah buzzerp org² kampung pembenci pak anies itu pada kepanasan bahkan pejabat tidak paham standar fifa ngoceh kebencian bukan orang kaleng² lho orang diutus pak anies study banding jis,Anger
108,pendekatan anies baswedan kesiapsiagaan bencana menunjukkan pendekatan proaktif melindungi bangsa,Neutral
109,sudirman said pastikan orang buta ogah akui keberhasilan anies dki jakarta,Anger
110,hla memang jokowi pilih anies jadi menterinya jokowi dipecat maafkanlah jka salah baca itu,Neutral
111,anies muhaimin pemimpin amanah,Joy
112,anies kalau punya power tidak segininya kehed memang sekeluarga,Anger
113,anies muhaimin menang,Joy
114,bisa bang rakyt suka sama bagi anies terlalu bagus segi semuanya,Love
115,kata presiden di ganti jadi penguasa negara kerjanya si anies kocak,Anger
116,sialan mau repost malah delete gimana sayembara kok ada berani ngebuktiin susah iya memang ada kok jadi si anies memang syiah menang pilgub dki,Anger
117,halah baru survey tidak akurat yakin rakyat banyak sekali dukung pak anies,Joy
118,anies bicara pemerataan pembangunan tegaskan lanjutkan hilirisasi,Neutral
119,padahal aslinya banyak sekali iya dukung pak anies,Neutral
120,pengamat kemarin taruhan alpard pencalonan anies iya diselesaikan sebelumnya taruhannya kalah baru komen,Joy
121,lohh banyak kena fitnah pak anies beliau sabarnya luar biasa,Joy
122,berbeda hasil lembaga survei lokal hasil sigi lembaga survei internasional sebut kubu anies baswedan muhaimin sangat kompetitif,Neutral
123,lah kocak sangat salut sih sama pak anies beliau walaupun fitnah tetap sabar berjuang,Joy
124,anies muhaimin menang satu putaran,Neutral
125,rekam jejak anies jakarta,Neutral
126,semua lokasi rusak bro kalau kamu orang jakarta tahu gih sinopati cinere bagus bagus tuh suruh gubernur idola kamu tanam kabel gorong gorongnya disiapkan anies sinopati santa cibulan cikini gih cinta goblok jangan,Anger
127,rakyat ajak dialog kalau bansos diberi pemerintah uang negara iya diterima namun memilih capres dicawe cawe jokowi ajaklah rakyat memilih memenangkan anies korupsi diberantas rakyat insyaallah lebih sejahtera ada kesempatan bekerja,Neutral
128,mendiamkan perbuatan buruk kita punya peluang mengoreksi perbuatan buruk tersebut sama kita ikuti terlibat perbuatan buruk tersebut tidak langsung dosa anies mendiamkan perbuatan buruk para pendukungnya anies punya peluang mengoreksi,Sad
129,maju pak anies pak anies bisa membawa indonesia maju,Joy
130,saran harus lebih banyak melihat pidato ceramah kebangsaan semua kandidat anies gp ricek karya dibidang transportasi perumahan bidang kesehatan pendidikan dki jateng menjadi miniatur konsep visi kepemimpinan,Neutral
131,pilihanku tetap anies cak min,Neutral
132,anies muhaimin pantas menjadi pemimpin indonesia,Love
133,lucunya gubernur mau lanjutkan tanam kabel padahal anies siapkan coba lihat sekitar sinopati santa cikini kabel bergelantungan kalau yang bela bela fix otaknya eror,Anger
134,nunggangin agama pendukung bukan kandidatnya namanya politik jadi siasat politik bagaimana menang daerah mayoritas agama islam gunakan siasat agamanya nah kalau anies orang nasionalis murni agamanya bagus yang butuh,Neutral
135,mantap semua mendukung anies cak min sehat orang baik,Joy
136,justru prabowo apa buktinya pelanggaran ham memang diinvestigasi memang diadili sebelumnya kali sebelumnya prabowo bos saya fair pakai akal sehat cawapres nya hasil pelanggaran apa tidak malu punya moral etic dari semua iya mending anies lah,Anger
137,suka semangatnya pak anies maju terus pak,Joy
138,sehat selalu dipanjangkan umur menyaksikan anies lantik jadi ri,Joy
139,pak anies presiden ri tahun,Neutral
140,lah anies ambil rujukan th deh film kamu sebut jaman sby orang masih pane friendster bukan facebook paham nih,Anger
141,heran bilang anies politik identitas buktinya apa sih imb gereja paling banyak christmas charol hibah kremasi hindu tamil banyak kamu pernah liat berita bagaimana saja kemakan hoax susah kalau jadi orang bisa objektif,Anger
142,suka sekali sama semangat positif dibawa pak anies cak imin,Love
143,sekarang belajar ilmu buzzer kolab sama abu janda wakakak tidak apa-apa sih untung diserang anies bukan ganjar wakakaka bangke,Anger
144,polmark eep hahahaha konsultan politik anies mah memang juga bias di sini kampanye this whole thread is rubbish,Anger
145,kalau dibanding thailand yo kalah telak sih mksud anies makanya thailand lebih ramah buat sineas hollywood,Sad
146,yaudah usah pikriinn penting besok anies menang pilpres amin yra,Joy
147,kemenangan anies baswedan,Neutral
148,bismillah anies baswedan menang,Joy
149,percaya pak anies baswedan menuntaskan persoalan setelah terpilih presiden ri pemilu mendatang,Joy
150,ahh benar baliho banyak sangat loh pak anies di fitnah tetap sabar sekali beliau,Love
151,harap anies pemilu ikutan,Neutral
152,inshaalloh anies tetap terbaik,Love
153,debat sama bem ui masih ketar ketir nanti debat presiden bareng anies amp ganjar,Fear
154,pak anies paling sering difitnah tetap sabar memperjuangkan ummat,Love
155,anies awal good jadi amin inimah setengah jokowi perubahan fyuuh coba amati ps lah malah gandeng gibran pft total melanjutkan lirik gp mahfud gerbong pesakitan merasa layak itu sebelum sebelumnya,Anger
156,setuju sekali pak anies semoga nyinyir palestina segera hidayah,Joy
157,fix tetap pak anies sangat menguasai teori teori pembangunan negara,Neutral
158,sudirman said pastikan orang buta ogah akui keberhasilan anies dki jakarta,Fear
159,makin kesini makin manis mantap pak anies,Joy
160,serangan keluarga jokowi media sosial ternyata tak cukup mendongkrak suara ganjar justru tjd pendukung jokowi semula mendukung ganjar ambrol besar besaran prabowo gibran amp sebagian anies sekali memukul berakibat terpukul,Anger
161,janji bukan sekedar janji janji sebuah hutang wajib diselesaikan lunasi insha allah anies menepati semua janji nya terbukti bagaimana di dki semoga rakyat cerdas cermat menentukan pilihannya tergoda terkecoh iming hampa,Love
162,iya begitu kali partai kecil uangnya darimana pak anies apa apa difitnah beliau sabarnya tetap berjuang,Sad
163,padahal pak anies always kena fitnah semangat terus iya pak semoga selalu dilindungi tuhan setiap langkah perjuangan rakyat indonesia,Sad
164,setuju seribu kali diangkat pahlawan bangsa beliau presiden paket komplit masa pemerintahan beliau masyarakat merasa hidup senang tenang kalau ini mungkin mudahan pada pemerintahan anies,Love
165,kemarin kaesang disindir sama surya tjandra mantan psi sekarang jadi pro anies terlepas sakit hati or kaga benernya kaesang ketum sih apa-apa turun gunung besarin partai kalau memang dia mau besarin partai maju nyaleg psi biar kebukti saktinya,Sad
166,anies presiden tak terbatas waktu lain singkirkan abaikan,Anger
167,pemimpin diharapkan pak anies sangat menguasai teori teori pembangunan,Neutral
168,pengakuan jujur prabowo ganjar mahfud md gibran jokowi anies sosok cerdas anies memang capres paling layak jadi presiden memimpin negeri,Love
169,pak anies sering difitnah tetap sabar berjuang ummat,Love
170,anies cak imin in syaa allah menang,Joy
171,keren pak anies mengakui dia tahu segalanya dari diperlukan kolaborasi mencapai tujuan setelah tercapai narasinya bukan hasil karya sendiri hasil kerja sama semua baru pemimpin,Joy
172,the best lah pokoknya anies muhaimin amin rakyat indonesia siap menang bersama anies presiden republik indonesia insya allah suara rakyat suara anies muhaimin,Joy
173,anies memang pernah mengakui dosa menunggangi agama meraih kekuasaan pilkada jakarta silam sikap anies hari yang pernah sangat sedikit menggunakan identitas agama sudah merupakan bentuk pengakuan dosa amp penyesalan tidak langsung,Anger
174,anies memang pernah mengakui dosa menunggangi agama meraih kekuasaan pilkada jakarta silam sikap anies hari yang pernah sangat sedikit menggunakan identitas agama sudah merupakan bentuk pengakuan dosa amp penyesalan tidak langsung,Sad
175,top news suspensi emiten cuan bren suara prabowo anies naik,Neutral
176,ribut terus mending pilih pak anies baswedan cak imin,Neutral
177,memang deh pak anies sabar sekali di fitnah,Love
178,jangan pilih barisan deh koalisi kue merusak demokrasi pilih anies dong,Anger
179,the best program benar pro rakyat anies muhaimin kehidupan berumah tangga konsepnya tempat tinggal rumah bahagia rakyat indonesia presiden seyum bahagia,Joy
180,harus sirik pak anies difitnah sabar sekali beliau berjuang,Love
181,dki jakarta dikelola gubernus anies surplus rp t nkri dikelola presiden jokowi minus hutang rp t jadi kalau masa depan indonesia mau bagus surplus tidak punya hutang pilih siapa,Neutral
182,partai bersih perindo sama psi belum kesempatan kalau mau asumsi iya saja gibran buat jagain bapak nya tidur nyenyak menjabat kalau anies jadi pasti audit tuh semua proyek bau amis mana tidur nyenyak,Joy
183,paham yo era pdip iku pindah anies wae,Anger
184,menyongsong indonesia emas bersama pak anies baswedan cak imin,Neutral
185,anies otak kesabaran ahlak the best,Joy
186,tadinya berharap anies selalu menjaga diri ikutan sindir menyindir putusan atas diloloskan nya gibran maju pilpres itu membedakan kepribadian anies calon tapi makin memdekati pilpres kok bicaranya terkesan terus mengktitiki pemerintah,Anger
187,semua grass root partai pilih anies,Neutral
188,luar biasa pak anies,Joy
189,selamat hari pahlawan kita semua mohon maaf saya pilihnya pak anies,Joy
190,alhamdulillah semua tersadar kekuatan tersihir harapan bangsa indonesia pada mahfud ganjar muhaimin anies,Neutral
191,ayy punya orang ponakan semuanya gen x pada bilang kalau si anies terlalu akademisi cocok jadi presiden,Neutral
192,pooling ilc anies pendukung anies kemari,Joy
193,perolehannya persen prabowo gibran persen anies muhaimin undecided belum memilih nya persen ujar hanta pernyataan aneh anies muhaimin dapart berapa presen putaran pertama sehingg lolos putaran,Neutral
194,hati² pendukung mas ganjar cara mencela anies sama ketika pendukung ahok kebencian subtansi hasil nya apa anies semakin pendapat simpatik masyarakat monggo kalau inginkan anies menang teruskan caci maki olok²,Anger
195,pak anies fitnah beliau sabarnya luar biasa,Joy
196,semangat iya capresku pak anies,Joy
197,kebayang kalau si anies jadi presiden bagaimana negara akan dikuasai manusia saatnya sadar jangan biarkan dikuasai manusia pengancam keamanan ini,Fear
198,kalau prabowo ganjar iya yakin kalahkan anies cak imin malah ambil gibran haduh berat jendral pak masih paman tapi nasi jadi tahi susah kalau begini,Anger
199,amin bersaing survei prancis australia jubir anies hasil lebih kredibel,Neutral
200,anies sebelumnya suka sekali sama istilah istilah,Anger
201,om feeling nih putaran ke prabowo anies menang anies semua kesalahan kalian cawapresin gibran mulai komunikasi ma pks pkb biar masuk kabinet,Anger
202,pak anies orangnya sabar sekali,Joy
203,konten anies nonton pertandingan bola anaknya is so fucking my dream anjing kelihatan cemara benrr cara kameramen ngeshoot diam kek tahi bro kasih kesan natural ur content was really work to me,Joy
204,pak anies lah punya semangat daya juang tinggi,Joy
205,template sepertinya ketemu teman kkn lagi kegiatan tidak meniru pak anies,Neutral
206,ah anies anies kamu buat tabel sebanyak mungkin kamu buat sebanyak mungkin tabel ilegal sekehendak mu percaya pemujamu minoritas akibatnya kamu kalah satu putaran mayoritas percaya spa yang kamu obrolan,Anger
207,tolol kamu jadi anies kamu salahin,Anger
208,saya prabowo ganjar ataupun anies tidak penting bagi indonesia besar segala persoalan negeri krusial tantangan dunia global indonesia membutuhkan seorang pemimpin tangguh berkelas internasional prabowo subianto,Love
209,pak anies beliau paket lengkap paling tepat menjabat presiden ri aspek manapun beliau terbaik dari yang baik diantara paslon makin komplit gus muhaimin wakil beliau keduanya dwi tunggal yang solid memimpin indonesia insyallah,Joy
210,faktanya seorang anies membuat perubahn,Joy
211,perubahan indonesia arah lebih baik saya percayanya sama pak anies,Joy
212,insyaallah anies muhaimin menang telak satu putaran pilpres amin amin amin amin,Joy
213,elektabiltas anies naik signifilan kamu gp turun lumayan besar kd malabada peluang amin buat geser posisi gopud tim anis kabar baik bisa jadi pelecut fans tak berakal sepeti yang hanya denial,Anger
214,hanya estimasi ribu kamu lebihin jadi ribu wkakakak sama mirip anies suka kelebihan bayar,Anger
215,pak anies monmaap nih kayaknya bapak jangan kampanye soal deh pilih isue,Joy
216,cak imin anies memiliki visi kuat indonesia,Joy
217,anies baswedan berkomitmen memajukan pendidikan seluruh negeri,Neutral
218,kebijakan anies memberi prioritas transportasi publik lebih baik,Neutral
219,tertawa kualitas pendukung anies pantes maju maju data cuma disuruh baca judul terbahak-bahak tololnya over load,Anger
220,anies baswedan permudah akses kpr seluruh masyarakat indonesia jadi arahnya kita kpr semua yang luncurkan hari dan harapannya akan menjadi solusi kebutuhan perumahan masyarakat,Neutral
221,relawan kakak anies the president center gelar lomba mirip amin program sekaligus mensosialisasikan pasangan capres cawapres amin masyarakat pemilih khususnya kaum millenial,Joy
222,sederet hasil survei capres anies vs prabowo vs ganjar cnbc indonesia,Joy
223,persen kader pan yogyakarta pilih anies baswedan mayoritas grassroot pan yogyakarta memilih anies baswedan pilpres banyak kader simpatisan partai pimpinan zulhas menjadi relawan pemenangan pasangan amin,Neutral
224,orang waras pilih anies imin bokep umat islam melarang keras calon pemimpin ada gila gilanya hobby dangdutan hobby bokep hobby bersepeda cengengesan tua lompat lompat cengengesan jangan dipilih,Anger
225,bagus pa anies membantu masyarakat di wujudkan jangan retorika mirip petahana rezim sekarang menguntungkankeluarga kelompoknya,Anger
226,timnas pemenangan amin juga diumumkan petinggi pks tinggal tunggu sinyal anies,Neutral
227,catatan anies baswedan tahun lalu hari keberangkatan pengajar muda,Neutral
228,anies reformasi kpr pekerja informal independen punya rumah,Neutral
229,berita anies bayar mata warga dki waras bisa anies bayar fakta anies bisa kerja,Anger
230,anies baswedan doakan orang punya rumah semoga orang punya rumah amin amin sebelumnya iya semoga orang punya rumah amin semoga kpr makin banyak amin,Love
231,anies cak imin paket lengkap,Joy
232,anies rakyat berhak atas hunian layak warga negara memiliki hak dapat hidup sejahtera lahir batin bertempat tinggal mendapatkan lingkungan hidup baik sehat,Neutral
233,anies tegaskan semua pihak bisa akses kpr harga terjangkau juga program kpr pekerja informal dijamin negara potensi skemanya dijamin melalui lembaga penjamin kpr mereformasi jamkrindo,Neutral
234,saran waktu putaran kedua kubu kalah baik ganjar anies bergabung toh kemarin jokowi ajak probowo gabung masak iya tidak bisa,Neutral
235,bahagiamu deritaku lagu bahagiamu deritaku anies redjeki nyanyikan mantap ayo dengerin wesing karaoke gratis online,Joy
236,mahasiswa pascasarjana universitas ciputra surabaya bantu generasi muda miliki rumah berharap bacapres anies kendalikan spekulan tanah properti,Neutral
237,wahh adalah bantuan sangat membantu nantinya anies cak imin capres cawapres next generation,Joy
238,anies baswedan politik luar negeri wajib meletakkan indonesia referensi dunia berdasarkan paradigma nilai smart power anies mengingatkan kita arah diplomasi luar negeri indonesia kehilangan ruh atas spirit bandung,Neutral
239,cacat moral kamu mirip anies baswedan wajar kamu pemujanya,Anger
240,anies baswedan kali ngabalin,Anger
241,semangati anak muda terjun politik anies jangan urun angan harus turun tangan usia gerakan turun tangan kini mendekati satu dekade ternyata tersebar kabupaten kota ribuan anggota,Joy
242,aneh sih kalau prabowo atas pendukung prabowo sebelumnya sebagian pindah anies prabowo ambil kaesang maksud ambil simpatisan jokowi sdngkan simpatisan jokowi ke pecah ganjar swbagian apa th si yang sengaja di menangkan,Neutral
243,terbentuk komite palestina muhaimin iskandar pertimbangkan berangkatkan tim bantu warga gaza komite palestina untuk bicarakan tokoh nasional komite palestina bisa menjembatani,Neutral
244,anies baswedan grassroot p berjuang bersama hanya orang orang beriman memilih pemimpin beraklhakul karimah p jalan wates dukung amin,Neutral
245,peringati hari pahlawan anies baswedan ajak masyarakat semangat pejuang pahlawan menghibahkan semua hibah tenaga hibah pikiran hibah air mata hibah darah bahkan hibah nyawa hibahnya negeri tak dipandang pengorbanan kehormatan,Joy
246,massive media bukan komparasi gagasan amp rekam jejak prestasi dua terlihat kabur padahal kalau ini yang jadi headline media terlihat jelas mana yang terbaik versiku sih anies yang terbaik,Love
247,aktivis konsolidasi perubahan terjadi kalau anies baswedan muhaimin iskandar menang pasca reformasi keterbukaan politik liberalisasi demokrasi kita memiliki satu musuh bersama semua bergerak sektornya masing masing,Neutral
248,insha alloh anies jadi presiden indonesia bang steven amin amin,Joy
249,ekonom merasa dapat kuliah welfare economics sks anies baswedan selama national direction tidak maka seluruh daerah berjalan sendiri sendiri urusan welfare,Neutral
250,pak anies baswedan smart pemilih mayoritas gimana bro memilih suku golongan kelompok tertentu fanatik buta,Anger
251,paket lengkap inshaa alloh anies menang amin aamin iya rabb,Joy
252,katanya lsm survei posisinya teratas gp kedua anies buncit kalau pasang baliho tandanya produknya laku,Anger
253,ojo bokepers lah kasihan anak perempuanmu kasihan cucu perempuanmu sih ogah sama den okep m satunya paling layak baik ilmu akhlak pak anies lain penuh kekurangan kurang ajar kurang cerdas kurang gesit,Anger
254,jalan terus pak anies usaha mengkhianati hasil,Joy
255,gila benar gila anies nunjukin kalau pantas n jadi leader indonesia iya alloh kabulkan iya rabb anies presiden indonesia amin amin,Joy
256,juru bicara jubir anies baswedan sudirman said menyebut koalisi perubahan selaku pengusung duet anies baswedan muhaimin iskandar amin siap memba,Neutral
257,jangan terlalu banyak klarifikasi kamu rakyat butuh aksi jangan sedikit bilang fitnah blabla coba contoh anies sudah sering fitnah tidak banyak bicara dibuktikan aksi,Anger
258,bang kalau nyerang gibran melalui medsos ternyata ngefek blass survei terakhir malah semakin tinggi prabowo sama anies ganjar malah mlorot saran bang modal glontorkan langsung turun bawah dijamin beres,Neutral
259,justru serangan masiv jokowi keluarga menaikkan elektabilitas prabowo gibran anies imin terus ganjar mahfud semaput akibat ulah busuk licik menzolimi henti,Anger
260,memberikan dukungan perjuangan pak anies semoga keberlanjutan tindakan positifnya indonesia,Joy
261,hebatnya pak anies mau mengusut ijasah palsu di pecat menteri,Anger
