"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username","topic","topic_probability"
"1.7990675365434E+18","Fri Jun 14 23:21:27 +0000 2024","0","@jrdsty @Adliinnn27 @sugakasep @taqdirkun @kegblgnunfaedh denial nya gegara dia diet gegara dia kurus skrg makanya mukanya beda muak banget alasan kek gitu. Dikira yg diet cuma celeb korea aha trus cuma celeb korea aja yg diet bentuk mukanya berubah? Billie eilish adele itu diet jg tpi bentuk mukanya ttep sama","1.80175687168E+18","","jrdsty","in","","0","1","0","https://x.com/dhharu8610/status/1801756871679983872","242186361","dhharu8610","4","0.61841660737991"
"1.801756627303E+18","Fri Jun 14 23:20:30 +0000 2024","0","Soalnya katanya ngide bgt pengen diet segala (adalah benar wkwk)","1.8017566296602E+18","","olioleoo","in","She/her | legal","0","0","0","https://x.com/olioleoo/status/1801756629660221882","1.3723743710257E+18","olioleoo","4","0.79749286174774"
"1.8017543474263E+18","Fri Jun 14 23:11:26 +0000 2024","0","Gagal diet untuk malang kali ini","1.8017543474263E+18","","","in","","0","0","0","https://x.com/itsyouublue/status/1801754347426254966","1.3789230652628E+18","itsyouublue","2","0.50924628973007"
"1.801753008596E+18","Fri Jun 14 23:06:06 +0000 2024","0","5 Manfaat Sarapan Buah di Pagi Hari Salah Satunya untuk Diet https://t.co/Q66FpH6YFo","1.801753008596E+18","","","in","ÜT: -6.277003,106.807351","0","0","1","https://x.com/detikfood/status/1801753008595996939","100182925","detikfood","3","0.73472332954407"
"1.8016040506535E+18","Fri Jun 14 23:06:02 +0000 2024","0","@mosidik Ajakkin si paling bali diet juga dong bang","1.8017529921334E+18","","mosidik","in","Sheffield, England","0","0","0","https://x.com/kentomiyauraaa/status/1801752992133353901","1.4293610111784E+18","kentomiyauraaa","3","0.79862284660339"
"1.8017522746557E+18","Fri Jun 14 23:03:11 +0000 2024","0","Sekarang aku diet tapi dh kalau hari² ada je hulur benda manis x jadi ye diet aku aku tak makan kena paksa bila dah makan menyesalllll","1.8017522746557E+18","","","in","","0","0","0","https://x.com/caramelatte_h/status/1801752274655711598","1.2202190752442E+18","caramelatte_h","1","0.74667656421661"
"1.8017519951263E+18","Fri Jun 14 23:02:05 +0000 2024","0","Temukan dan dapatkan SVELTE Kapsul Pelangsing Herbal Slimming Capsule Extra High Dose 9xTURUN BB LEBIH CEPAT-DIET TERAMPUH hanya Rp290.000 - Rp560.000 di Shopee sekarang juga! https://t.co/lKePr9Pz4S #ShopeeID https://t.co/MkVkKrUNPj","1.8017519951263E+18","https://pbs.twimg.com/media/GQEb44ma8AAk0WW.jpg","","in","Bengkalis Riau","0","0","0","https://x.com/febriinspirit/status/1801751995126268101","547464587","febriinspirit","1","0.64537101984024"
"1.7987080305924E+18","Fri Jun 14 23:01:12 +0000 2024","0","6/15 63.6kg (-0.1 total-1.4)","1.801751775651E+18","","nyu_diet","in","","0","0","0","https://x.com/nyu_diet/status/1801751775650963574","1.5379909435629E+18","nyu_diet","0","0.73326408863068"
"1.8017511767715E+18","Fri Jun 14 22:58:50 +0000 2024","0","Go healthy from inside with this klik the link Cek Dari Bumi Sari Lemon Halal Minuman Diet Alami Premium Pure Original dengan harga Rp46.400. Dapatkan di Shopee sekarang! https://t.co/Z8I4o1DsFg https://t.co/MTG5f9zOh2","1.8017511767715E+18","https://pbs.twimg.com/media/GQEbJUpaQAEItij.jpg","","in","","0","0","0","https://x.com/FaqihFaried/status/1801751176771473488","3375265273","FaqihFaried","1","0.95973455905914"
"1.8017501195175E+18","Fri Jun 14 22:54:38 +0000 2024","0","Bkn colleague tp pernah ada kawan yg marah aku yg underweight teruk ni post pasal Dr marah aku suruh naikkan berat sbb dia tgh diet..aku mcm aku ada suruh ko jangan diet ke aku ni sampai kena bebel dgn Dr tiba2 dia xpuas hati aku nak naikkan berat..aneh2 manusia ni..","1.8017501195175E+18","","","in","","0","1","0","https://x.com/fadhrainbow/status/1801750119517458752","283577275","fadhrainbow","3","0.47964477539062"
"1.8017494563519E+18","Fri Jun 14 22:51:59 +0000 2024","0","Mw diet aj sulit https://t.co/VIaqwP4pd5","1.8017494563519E+18","https://pbs.twimg.com/media/GQEZkzLbEAAdsM3.jpg","","in","Kalimantan Timur, Indonesia","0","0","0","https://x.com/asmiranda_bunga/status/1801749456351859156","1.4337834253333E+18","asmiranda_bunga","2","0.40001833438873"
"1.8012011098325E+18","Fri Jun 14 22:44:31 +0000 2024","0","@rimafebrr Izin tanya. Cara di bikin enak makannya gimana? Serius pernah coba kek begini tapi gagal diet.","1.8017475742586E+18","","rimafebrr","in","United Kingdom","0","0","0","https://x.com/NotASugarDady/status/1801747574258602475","1.6079379360159E+18","NotASugarDady","3","0.6830962896347"
"1.8017329641514E+18","Fri Jun 14 22:39:15 +0000 2024","0","@TamseIIicsonIII Nah diet","1.8017462497184E+18","","TamseIIicsonIII","in","","0","0","0","https://x.com/Topbhoyspliffer/status/1801746249718370381","801123236","Topbhoyspliffer","0","0.20000000298023"
"1.8017456842423E+18","Fri Jun 14 22:37:00 +0000 2024","0","bau bau comeback nih kalo pake diet gini kayaknya","1.8017456842423E+18","","","in","","0","0","0","https://x.com/ibaenong/status/1801745684242305134","2199162806","ibaenong","4","0.86591160297394"
"1.8012011098325E+18","Fri Jun 14 22:34:53 +0000 2024","0","@rimafebrr Dah masuk bookmark siap diet:&gt;","1.8017451526142E+18","","rimafebrr","in","hati mu, jiakhh","0","0","0","https://x.com/luvvmarkkiee/status/1801745152614216152","1.6376468367681E+18","luvvmarkkiee","1","0.79824727773666"
"1.8017435729639E+18","Fri Jun 14 22:28:37 +0000 2024","0","Dari kemarin liat tweet org diet berhasil tanpa tepung dan lainnya. KOK BISA??? KELEN MAM APA??? Direbus doangkah? Gue mau ikutan polanya badan ini mulai gak sehat ","1.8017435729639E+18","","","in","INA","0","0","0","https://x.com/baerchive/status/1801743572963889266","8.2997012709324E+17","baerchive","2","0.69155764579773"
"1.8016288174353E+18","Fri Jun 14 22:28:28 +0000 2024","0","@blackshark7890 Bule ne jebul mmg pekok hahaha Bule Itil Indonesia Italia","1.8017435344308E+18","","blackshark7890","in","","0","0","0","https://x.com/bamb_oe/status/1801743534430818648","558225148","bamb_oe","4","0.67611235380173"
"1.8017432852053E+18","Fri Jun 14 22:27:28 +0000 2024","0","sore-bengibramaem niat e itung2 diet tp isuk e huek huek bakno lali due aslam","1.8017432852053E+18","","","in","","0","0","0","https://x.com/crmeelcookie/status/1801743285205275012","1.470160600152E+18","crmeelcookie","4","0.93772846460342"
"1.8017431276253E+18","Fri Jun 14 22:26:51 +0000 2024","0","jd termotivasi setelah liat banyak postingan orang tentang diet dan hidup sehat langsung set target bulan ini harus turun 6kg. lalu sadar ternyata ini udah pertengahan bulan jdnya akan start bulan depan sajaaa ( ͡ ͜ʖ ͡ )","1.8017431276253E+18","","","in","","0","0","0","https://x.com/zaobengs/status/1801743127625273517","97846348","zaobengs","2","0.48475968837738"
"1.8016040506535E+18","Fri Jun 14 22:21:57 +0000 2024","0","@mosidik Udah coba diet karnivora bang?? Bisa sembuhin penyakit fisik dan penyakit mental..","1.8017418955653E+18","","mosidik","in","","0","0","0","https://x.com/benaya_mgs/status/1801741895565254665","1868067510","benaya_mgs","2","0.91047996282578"
"1.8017309637746E+18","Fri Jun 14 22:18:39 +0000 2024","0","@rxeveur puasa bareng. klo gua puasa tarwiyah ningning puasa diet ","1.8017410655251E+18","","rxeveur","in","rant.","0","0","0","https://x.com/egkusahkepoo/status/1801741065525072000","1.357183942257E+18","egkusahkepoo","4","0.88505500555038"
"1.8016040506535E+18","Fri Jun 14 22:06:30 +0000 2024","0","@mosidik Prinsip diet nomor 1 adalah sustainable nomor 2 adalah tepat gizi.","1.8017380077055E+18","","mosidik","in","Indonesia","0","0","0","https://x.com/rizahariati/status/1801738007705489549","91758662","rizahariati","0","0.86487007141113"
"1.8016040506535E+18","Fri Jun 14 22:03:41 +0000 2024","0","@mosidik Gilak keren Hal terberat dari diet adalah ngatur makanan dan ini yang dihindari adalah yang jadi kebiasaan dan paling susah","1.8017373008562E+18","","mosidik","in","Semarang Tengah, Indonesia","0","0","0","https://x.com/heyrum4/status/1801737300856213676","3024843398","heyrum4","0","0.57443702220917"
"1.8016040506535E+18","Fri Jun 14 22:02:24 +0000 2024","4","@mosidik Yup diet itu bukan mengurangi porsi makan tapi mengatur dan memilih makanan yang masuk ke dalam tubuh secara gizi seimbang. Konsepnya sbnernya simpel makan apa yang tubuh perlu bukan pengen. Kadang masih laper mata Makasih sudah diingatkan","1.8017369769008E+18","","mosidik","in","","0","1","2","https://x.com/eyelibooaboy/status/1801736976900763921","1.7374222409654E+18","eyelibooaboy","0","0.87696492671967"
"1.8016168408099E+18","Fri Jun 14 22:01:28 +0000 2024","0","@BRICSinfo Di tunggu keseriusan ancaman Rusia. Mana yang paling hebat antara NATO dengan Rusia?","1.801736741529E+18","","BRICSinfo","in","indonesia","0","0","0","https://x.com/sidik_sah/status/1801736741528998076","144829208","sidik_sah","0","0.89961165189743"
"1.8017357502136E+18","Fri Jun 14 21:57:32 +0000 2024","0","Setelah diet 2 5 tahun kek gitu terus ada yg traktir aku holycow di sabang hahahahha ambyar udah lah sekali makan larangan satu eh keterusan terus yaudah aja gitu skrg balik lagi ke bb awal wkwkkwk awal mula diet karena dulu gerd sering kambuh sampe inject di er wkskeewksk","1.8017357529441E+18","","bunnybabydoy","in","","0","0","0","https://x.com/bunnybabydoy/status/1801735752944075214","1.6093384241207E+18","bunnybabydoy","1","0.71766942739487"
"1.8017357502136E+18","Fri Jun 14 21:57:32 +0000 2024","0","Aku pernah diet kayak gini turun 13 kg dalam kurun waktu kurang dari setahun. No red meat santan gorengan tepung susu dan turunannya kopi cokelat. Diet kayak gini gak bikin jerawatan jg tapi somehow bikin anemic di aku ","1.8017357502136E+18","","","in","","0","1","0","https://x.com/bunnybabydoy/status/1801735750213636241","1.6093384241207E+18","bunnybabydoy","3","0.75111943483353"
"1.8015209815651E+18","Fri Jun 14 21:56:13 +0000 2024","0","@kureijiollie Momen dimana gw bayangin itulah momen dimana diet gw langsung loncat keluar jendela ","1.8017354215102E+18","","kureijiollie","in","In your screen","0","0","0","https://x.com/thesingingchild/status/1801735421510205709","1.1890755352902E+18","thesingingchild","0","0.91073203086853"
"1.8017346473088E+18","Fri Jun 14 21:53:09 +0000 2024","0","tips diet adalah puasa seminggu","1.8017346473088E+18","","","in","🇵🇸","0","2","0","https://x.com/nailywonbin/status/1801734647308816732","1.7215525542981E+18","nailywonbin","3","0.79581195116043"
"1.8015826490076E+18","Fri Jun 14 21:48:51 +0000 2024","0","@tempodotco Alhamdulillah. Semoga peraturannya cepat di selesaikan agar cepat di berangkatkan.","1.8017335666505E+18","","tempodotco","in","indonesia","0","0","0","https://x.com/sidik_sah/status/1801733566650532304","144829208","sidik_sah","1","0.66338753700256"
"1.8015896836523E+18","Fri Jun 14 21:47:04 +0000 2024","0","@e100ss Selama masih ada sinyal internet apa yang tidak bisa? Kalau memang niat banyak cara. Yang penting ada sinyal.","1.8017331194036E+18","","e100ss","in","indonesia","0","1","0","https://x.com/sidik_sah/status/1801733119403561044","144829208","sidik_sah","2","0.83873254060745"
"1.8017328097255E+18","Fri Jun 14 21:46:22 +0000 2024","0"," DETOX TEA &amp; SLIMMING TEA / TEH DIET REMPAH | : https://t.co/qRR9scQvpF https://t.co/QIxKlJMDqn","1.8017329411708E+18","https://pbs.twimg.com/media/GQEKj5JaQAAsnNb.jpg","ReihanTaine","in","Jakarta","0","0","0","https://x.com/ReihanTaine/status/1801732941170807043","1.5983106940256E+18","ReihanTaine","2","0.8855192065239"
"1.8017328097255E+18","Fri Jun 14 21:46:20 +0000 2024","0"," ️P5️[TERMURAH][BARCODE UTUH]TEH HERBALIFE/TEH NRG HERBALIFE/HERBAL CONCENTRAT/GREEN TEA/TEH DIET/HERBALIFE NUTRISI/MINUMAN NUTRISI/MINUMAN : https://t.co/QTGn4d1GE7 https://t.co/SfsHa0jU5V","1.8017329333527E+18","https://pbs.twimg.com/media/GQEKiTEbEAEVR2_.jpg","ReihanTaine","in","Jakarta","0","1","0","https://x.com/ReihanTaine/status/1801732933352673604","1.5983106940256E+18","ReihanTaine","4","0.93324077129364"
"1.8017328097255E+18","Fri Jun 14 21:46:10 +0000 2024","0"," Extra Strong OBAT DIET! Turun 4-10kg dalam 1 bulan 15capsule : https://t.co/zJDVqYzrcd https://t.co/zEtbbjpvhu","1.8017328904952E+18","https://pbs.twimg.com/media/GQEKghNaQAAXmX1.jpg","ReihanTaine","in","Jakarta","0","1","0","https://x.com/ReihanTaine/status/1801732890495156664","1.5983106940256E+18","ReihanTaine","3","0.46368819475174"
"1.7993610423232E+18","Fri Jun 14 21:18:59 +0000 2024","0","@katahatimakemak @cakeolattea @josoominm Yang penting semua tercukupi. Ingat ya diit itu mengurangi jatah makan yg berlebihan diimbangi olahraga. Kalau makan banyak asal kebutuhan segitu ya aman aja ga perlu diet.","1.8017260509318E+18","","katahatimakemak","in","Purworejo - Magelang ","0","1","0","https://x.com/niasuh797001/status/1801726050931773529","1021458666","niasuh797001","4","0.55133479833603"
"1.8017221660122E+18","Fri Jun 14 21:03:33 +0000 2024","0","Ini adalah dietku dulu sama dokter joko 3 bulan tiba2 hilang aja 20 kilo (yang menurutku) tanpa effort berlebih krn makan semua di jadwal. Aku suka bgt diet kyk gini karena tinggal ngikutin penuh dengan prep dan schedule jadi gak bingung ngitung kalori ini itu","1.8017221660122E+18","","","in","","0","0","0","https://x.com/haneul222__/status/1801722166012166642","1.4091526931893E+18","haneul222__","4","0.77373975515366"
"1.8016248917642E+18","Fri Jun 14 21:00:30 +0000 2024","0","@PapaSuboNako Ok lang yan....healthy kapa naman. Or dahan dahan lang pag diet","1.8017213976241E+18","","PapaSuboNako","tl","Biñan Laguna and Batangas City","0","0","0","https://x.com/comte_de_sade/status/1801721397624062332","8.6931556234559E+17","comte_de_sade","4","0.91964560747147"
"1.8017154480374E+18","Fri Jun 14 20:36:51 +0000 2024","0","suruh diet aja pak anakmu","1.8017154480374E+18","","","in","rawr🐯","0","0","0","https://x.com/hamtorihoshi/status/1801715448037445911","1.6160326326133E+18","hamtorihoshi","2","0.72990280389786"
"1.801714364573E+18","Fri Jun 14 20:32:33 +0000 2024","0","7 Cara Diet Khloe Kardashian Bunda 2 Anak Body-nya Fit Banget! https://t.co/ZBgXsMUPwS","1.801714364573E+18","","","in","Indonesia","0","0","0","https://x.com/MSNindonesia/status/1801714364572983784","262026799","MSNindonesia","0","0.89895522594452"
"1.8012011098325E+18","Fri Jun 14 20:32:26 +0000 2024","0","@rimafebrr kak kamu berapa lama diet nya? dan klo lewat di bulan puasa biasa nya buka nya apa","1.8017143370627E+18","","rimafebrr","in","Indonesia","0","0","0","https://x.com/zkonzzz/status/1801714337062731904","1.460492083614E+18","zkonzzz","2","0.72551292181015"
"1.8016055398033E+18","Fri Jun 14 20:31:37 +0000 2024","0","@VindaAzizah Diet ketat nih kok tirusan mba ","1.8017141299229E+18","","VindaAzizah","in","Karawang Timur, Indonesia","0","0","0","https://x.com/nurainiindah65/status/1801714129922887763","4891029171","nurainiindah65","0","0.45488780736923"
"1.8016522323935E+18","Fri Jun 14 20:24:00 +0000 2024","0","@Cutamine badmood emang kadang bisa jadi sebuah pelarian diet orang stress pelariannya makan ada tapi ratarata yg banyak pikiran gak nafsu makan dan akhirnya badan ngedrop kyknya gpp nangis yg penting gk dehidrasi (saran sesat)","1.8017122131889E+18","","Cutamine","in","Bogoria, Polska","0","1","0","https://x.com/Bawangnyaputih/status/1801712213188874739","519215252","Bawangnyaputih","3","0.60364174842834"
"1.801711702826E+18","Fri Jun 14 20:21:58 +0000 2024","4","Dr Zaidul Akbar sama Ade Rai pernah bahas ini di YouTube nya intinya kalo mau diet itu kurangi 4 hal : - nasi - tepung - minyak - gula Sesederhana itu. Lakukan yg gampang dulu dari kurangin gorengan Sederhana tapi gak semua orang bisa ","1.801711702826E+18","","","in","Nasi Uduk Sambel Kacang","0","1","0","https://x.com/sonsonice/status/1801711702826004633","108499264","sonsonice","2","0.59399008750916"
"1.8014973304176E+18","Fri Jun 14 20:12:37 +0000 2024","1","@aditiraaaj Kya krna h diet jankar","1.8017093504002E+18","","aditiraaaj","in","भारत","0","0","0","https://x.com/Mr_singh1888/status/1801709350400180419","1.0866944694104E+18","Mr_singh1888","4","0.63821870088577"
"1.8011129696E+18","Fri Jun 14 20:08:42 +0000 2024","0","@Dakochan555 @maknae_taja Nope sebutan huruf bahasa Inggeris standardised except Z US English and British English. A is A B is B C is C Diet is diet not di-yet WI-FI sebutannya why-fi bukan wifi","1.8017083643529E+18","","Dakochan555","in","MY 🇲🇾","1","2","0","https://x.com/iwaaaaannn/status/1801708364352917930","977771460","iwaaaaannn","0","0.96348088979721"
"1.8017076252662E+18","Fri Jun 14 20:05:46 +0000 2024","0","7 Cara Diet Khloe Kardashian Bunda 2 Anak Body-nya Fit Banget! https://t.co/vLNRJq67JN","1.8017076252662E+18","","","in","Indonesia","0","0","0","https://x.com/haibundacom/status/1801707625266168142","8.6433458586098E+17","haibundacom","0","0.8989560008049"
"1.8017021710517E+18","Fri Jun 14 19:44:06 +0000 2024","0","APA INIII AK LAGI DIET MALAH MUNCUL RAMEN RAMENAN","1.8017021710517E+18","","","in","galaksi andromeda🪐","0","0","0","https://x.com/obsessedwithits/status/1801702171051688318","1.7026372377402E+18","obsessedwithits","1","0.64429128170013"
"1.8017003453176E+18","Fri Jun 14 19:36:50 +0000 2024","0","Bahaya crash diet ‼️ 1. Berat turun dgn cpt tp bukan dgn cara yg sihat 2. Cepat letih 3. Sistem imunisasi bdn lemah 4. Metabolisma badan makin rendah 5. Risiko utk penyakit jantung RT &amp; follow for more tips #nakfit2025 #naksihat","1.8017003453176E+18","","","in","Malaysia 🇲🇾","0","0","0","https://x.com/Asyrafnizam_/status/1801700345317572915","585411967","Asyrafnizam_","3","0.31174898147583"
"1.8012011098325E+18","Fri Jun 14 19:33:31 +0000 2024","0","@rimafebrr aaaaa proud of youuuu kak! aku juga lagi dieeeet dari 72.80kg skrg 57.40kg dan ini makananku selama diet! masi ngejar ke 55kg sehat sehat yaaaaa https://t.co/GrgqGKzX2t","1.8016995072328E+18","https://pbs.twimg.com/media/GQDsJTRaQAI8tPS.jpg","rimafebrr","in","","0","0","0","https://x.com/beneryaya/status/1801699507232772172","1.2342531660168E+18","beneryaya","0","0.94249045848846"
"1.8016989589701E+18","Fri Jun 14 19:31:20 +0000 2024","0","Kenapa ada Greek Yogurt dalam diet? - Kandungan protein yg tinggi berbanding yogurt biasa - Karbohidrat rendah - Bantu kawal rasa lapar - As pre workout meal ‍️ - Tingkatkan metabolisme badan RT &amp; follow for more tips #nakfit2025 #naksihat https://t.co/78vPOIKuew","1.8016989589701E+18","https://pbs.twimg.com/media/GQDrpnfagAApcV2.jpg","","in","Malaysia 🇲🇾","0","0","0","https://x.com/Asyrafnizam_/status/1801698958970130893","585411967","Asyrafnizam_","3","0.72555893659592"
"1.8016974588144E+18","Fri Jun 14 19:25:22 +0000 2024","0","Bingung msh kenyang bgt enakan mkn roti apa nasi? Apa roti+ ayam asek kek makan org diet mkn ayam ajaa","1.8016974588144E+18","","","in","","0","0","0","https://x.com/naaaarsf08/status/1801697458814390702","1.6016090088967E+18","naaaarsf08","3","0.65372151136398"
"1.8016951695591E+18","Fri Jun 14 19:16:16 +0000 2024","0","Korang prefer berapa minit rebus telur? Time diet coach ajar makan telur separuh masak. Awal-awal dulu tekak tak boleh terima sekarang dah power siap makan dengan rolled oat RT &amp; follow for more tips #nakfit2025 #naksihat https://t.co/ftIOvoNbnH","1.8016951695591E+18","https://pbs.twimg.com/media/GQDoM_lbEAAePtH.jpg","","in","Malaysia 🇲🇾","0","0","0","https://x.com/Asyrafnizam_/status/1801695169559073055","585411967","Asyrafnizam_","3","0.57382279634476"
"1.8016890027368E+18","Fri Jun 14 19:02:00 +0000 2024","0","@Ayammgeprekk_ diet mulai besok (yg ke-99999++++)","1.8016915774271E+18","","Ayammgeprekk_","in","Bandung, Indonesia","0","1","0","https://x.com/Sundae_Mcd/status/1801691577427103768","2547527121","Sundae_Mcd","1","0.59999686479568"
"1.8016393878073E+18","Fri Jun 14 19:00:03 +0000 2024","0","@ClownWorld_ diet pepsi","1.801691086509E+18","","ClownWorld_","in","","0","0","0","https://x.com/muckraker1975/status/1801691086508986727","1.5298483938618E+18","muckraker1975","4","0.59999704360962"
"1.8016887959282E+18","Fri Jun 14 18:50:57 +0000 2024","1","akutu pengen kurus terus katanya kalo mau kurus tanpa diet antara dengan pusing skripsian atau punya utang. nah dari kemarin-kemarin skripsian gada ovt-ovt nyaa. baru kemarin bgt aku ovt malemnya sama temenku diajak keluar. hahaha auto ilang ovt-nyaa","1.8016887959282E+18","","","in","","0","1","0","https://x.com/_d0opamine/status/1801688795928207558","1.1212268613196E+18","_d0opamine","1","0.60418766736984"
"1.8016828252819E+18","Fri Jun 14 18:49:01 +0000 2024","0","@pppuzzlepieces iya dia makin cantik banget mana keliatan natural gitu aku kira dia diet ekstrim gitu ternyata oplas jg ya tp asli cantik bgt","1.8016883095526E+18","","pppuzzlepieces","in","","0","1","0","https://x.com/andrometheda/status/1801688309552583100","1.6010467499129E+18","andrometheda","0","0.90947496891022"
