conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,cleaned_tweet,topic_cluster
1800575644449079430,Tue Jun 11 23:56:47 +0000 2024,10,@weyeschae @UpdateBolabola komentator sama analis semalem enak banget. banyak ilmu yg bisa diambil. BP ngasih banyak pengalaman dia di timnas dulu dan analisa pertandingan nya keren dibandingkan RCTI mah.,1800678597700857926,,weyeschae,in,"Bandung, Indonesia",0,0,0,https://x.com/dimasirat/status/1800678597700857926,2242335529,dimasirat,komentator analis semalem enak banget banyak ilmu diambil bp ngasih banyak pengalaman timnas dulu analisa pertandingan nya keren dibandingkan rcti mah,3
1800551831506190385,Tue Jun 11 23:56:34 +0000 2024,0,@kegblgnunfaedh Gua mah semalam kesal saat pemain timnas Indonesia melingkar malah ada anang asanti nyanyi gak karuan bikin kesel,1800678545326506404,,kegblgnunfaedh,in,,0,0,0,https://x.com/khoirul7779/status/1800678545326506404,1766547116242194432,khoirul7779,gua mah semalam kesal pemain timnas indonesia melingkar malah anang asanti nyanyi gak karuan bikin kesel,8
1800551119548269019,Tue Jun 11 23:56:13 +0000 2024,2,@mchlrs_ @Indostransfer Bener aff mainin tim cadangan dah kek dimas drajad egy kiper adi satryo ferari ricky sama yance sayuri. Ini di timnas sekarang kek lapis ketiga nya Karna lapis 2 itu minimal sekelas asnawi arhan dan witan,1800678456055009737,,mchlrs_,in,,0,1,0,https://x.com/ibnucssc19/status/1800678456055009737,736289749,ibnucssc19,bener aff mainin tim cadangan dah kek dimas drajad egy kiper adi satryo ferari ricky yance sayuri timnas sekarang kek lapis ketiga nya karna lapis minimal sekelas asnawi arhan witan,0
1800678439051202916,Tue Jun 11 23:56:09 +0000 2024,1,Timnas menang Main futsal menang Obrolan semalam buta seru Bekal yang cukup untuk memulai pagi hari ini dengan senyuman semoga tetap ada sampai matahari tenggelam.,1800678439051202916,,,in,,0,0,0,https://x.com/lifeofsep/status/1800678439051202916,1171717404843331584,lifeofsep,timnas menang main futsal menang obrolan semalam buta seru bekal cukup memulai pagi hari senyuman semoga tetap matahari tenggelam,2
1800538399188844632,Tue Jun 11 23:56:04 +0000 2024,0,@GilangTV @ndha_mella @Indostransfer Udah pernah coba nonton V+ pakai perantara RCTI+? Di tempat gw kebetulan aman2 aja bahkan saat Timnas main home sekalipun (udah nyobain waktu lawan Irak lancar2 aja pas lagi perjalanan pulang),1800678418578837923,,GilangTV,in,FX-Epicentrum-Pulogadung,0,1,0,https://x.com/idyllic48bola/status/1800678418578837923,1127564263,idyllic48bola,udah pernah coba nonton v pakai perantara rcti tempat gw kebetulan aman aja bahkan timnas main home sekalipun udah nyobain waktu lawan irak lancar aja pas perjalanan pulang,4
1800552772594741721,Tue Jun 11 23:56:02 +0000 2024,0,@mas_triadhianto Congrats Timnas... tinggal mas @mas_triadhianto berjuang jadi Walkot Bekasi...semangaat mass,1800678409963802718,,mas_triadhianto,in,,0,0,0,https://x.com/umardhan/status/1800678409963802718,312663075,umardhan,congrats timnas tinggal mas berjuang jadi walkot bekasisemangaat mass,9
1800678374660321397,Tue Jun 11 23:55:54 +0000 2024,0,Teringat Timnas jamam Simon saat lakoni Kualifikasi PilDun satu grup dengan Malay Thai Vietnam UEA namun gagal total tidak pernah menang sama sekali pun dapat 1 poin saat dilatih STY. Waktu cepat berlalu STY mengubah segalanya kini berhasil lolos round 3 pertama kali rayakan! https://t.co/yPqdUfHMIm,1800678374660321397,https://pbs.twimg.com/media/GP1Lb-YbQAA834i.jpg,,in,"Yogyakarta, Indonesia",0,0,0,https://x.com/berdoasblmtidur/status/1800678374660321397,1226302514372333569,berdoasblmtidur,teringat timnas jamam simon lakoni kualifikasi pildun satu grup malay thai vietnam uea gagal total pernah menang sekali poin dilatih sty waktu cepat berlalu sty mengubah segalanya kini berhasil lolos round pertama kali rayakan,1
1800678373137809902,Tue Jun 11 23:55:53 +0000 2024,0,NOOO TEN HAG STAY DI EMYU. SOUTHGATE KEKNYA GAK BAKAL DIPECAT DARI TIMNAS INGGRIS,1800678373137809902,,,in,,0,0,0,https://x.com/udahpipis/status/1800678373137809902,985011008249905152,udahpipis,nooo ten hag stay emyu southgate keknya gak bakal dipecat timnas inggris,6
1800670141853888881,Tue Jun 11 23:55:48 +0000 2024,0,@tempodotco Gapapa selagi mampu mengangkat performa Timnas Indonesia,1800678349939061033,,tempodotco,in,"Kota Surabaya, Jawa Timur",0,0,0,https://x.com/Generasiosing/status/1800678349939061033,1017270635465043968,Generasiosing,gapapa mampu mengangkat performa timnas indonesia,2
1800536395557294488,Tue Jun 11 23:55:20 +0000 2024,0,@indosupporter Semoga semua pecinta timnas diberi berkah panjang umur,1800678235019354323,,indosupporter,in,"Bali, Indonesia",0,0,0,https://x.com/BrozovicAngga/status/1800678235019354323,1122024588148273152,BrozovicAngga,semoga semua pecinta timnas diberi berkah panjang umur,2
1800678230766371045,Tue Jun 11 23:55:19 +0000 2024,0,Ya kalau ga di keep bisa lah ke Timnas Indonesia ETH hehehe,1800678230766371045,,,in,Japan and Indonesia,0,1,0,https://x.com/LissaSakura/status/1800678230766371045,51488300,LissaSakura,kalau ga keep lah timnas indonesia eth hehehe,4
1800547301091672195,Tue Jun 11 23:55:10 +0000 2024,0,@MAYT_Media wkwkwkwk sabaar sabaar yang penting timnas akhirnya menang,1800678191360856521,,MAYT_Media,in,,0,0,0,https://x.com/hengponjaduul/status/1800678191360856521,1800178104188764160,hengponjaduul,wkwkwkwk sabaar sabaar penting timnas akhirnya menang,7
1800575625436299477,Tue Jun 11 23:55:00 +0000 2024,0,@Indostransfer Bismillah nonton timnas bareng istri dan anak sekalian umroh. ,1800678150869029256,,Indostransfer,in,"Jawa Tengah, Indonesia",0,0,0,https://x.com/aadityaherdian/status/1800678150869029256,1023209106,aadityaherdian,bismillah nonton timnas bareng istri anak sekalian umroh,5
1800678090571653121,Tue Jun 11 23:54:46 +0000 2024,13,Lolos ke babak ketiga World Cup Qualifiers lawan-lawan Timnas Indonesia tentu bakal jauh lebih berat. Karena itu lima laga kandang saat Indonesia dapat dukungan penuh suporter harus bisa dimaksimalkan dengan baik. #TimnasDay,1800678090571653121,,,in,di kantin di samping stadion,0,0,1,https://x.com/putrategar2709/status/1800678090571653121,267020338,putrategar2709,lolos babak ketiga world cup qualifiers lawanlawan timnas indonesia bakal jauh lebih berat lima laga kandang indonesia dukungan penuh suporter dimaksimalkan baik,7
1800666488896196734,Tue Jun 11 23:54:38 +0000 2024,0,@Aku84480283 @DeadlyDazzle @fauzisetiaw @idextratime @erickthohir belom diajuin malah antrian kasus disana banyak bang wkwk makanya agak pesimis paes bisa cepet main buat timnas,1800678058736992305,,Aku84480283,in,,0,1,0,https://x.com/ziwchan/status/1800678058736992305,1083654375233355776,ziwchan,belom diajuin malah antrian kasus disana banyak bang wkwk makanya pesimis paes cepet main buat timnas,3
1800556144307609720,Tue Jun 11 23:54:30 +0000 2024,29,@MaartenPaes30 6 Pemain Keturunan Grade A yang Berpotensi Gabung Setelah Timnas Indonesia Lolos ke Babak Ketiga Kualifikasi Piala Dunia 2026 https://t.co/epxgcwjpEg,1800678023345455114,,MaartenPaes30,in,Jakarta,0,0,1,https://x.com/okezonenews/status/1800678023345455114,47274731,okezonenews,pemain keturunan grade a berpotensi gabung timnas indonesia lolos babak ketiga kualifikasi piala dunia,1
1800668387271643595,Tue Jun 11 23:48:14 +0000 2024,1,@iradiojogja Yeeyyyy congrat Timnas Indonesia!!! Pagi Kak Ari &amp; Kak Adel Alhamdulillah nyenyak mkspn ngga ikut nonton timnas berlaga tp ikut senang dg kemenangan Garuda Muda ️ Request lagu Boleh Juga dan Rumah dari Salma Salsabil yak?! Terima kasih selamat beraktivitas ,1800676445569835137,,iradiojogja,in,"Kalimantan Timur, Indonesia",0,0,0,https://x.com/AgustiniSukardi/status/1800676445569835137,1577778724358922240,AgustiniSukardi,yeeyyyy congrat timnas indonesia pagi kak ari amp kak adel alhamdulillah nyenyak mkspn ngga ikut nonton timnas berlaga tp ikut senang dg kemenangan garuda muda request lagu rumah salma salsabil yak terima kasih selamat beraktivitas,1
1800676432697496024,Tue Jun 11 23:48:11 +0000 2024,0,Ini federasi sama timnas nya tinggal nunggu kena azab aja,1800676432697496024,,,in,,0,0,0,https://x.com/garem_oren/status/1800676432697496024,1603659732241510400,garem_oren,federasi timnas nya tinggal nunggu kena azab aja,9
1800666488896196734,Tue Jun 11 23:48:05 +0000 2024,0,@muhfirda__ @idextratime @erickthohir Ian Maatsen bukannya dipanggil timnas Belanda ya? Gara gara De Jong dicoret,1800676410425856166,,muhfirda__,in,All Eyes On Rafah,0,0,0,https://x.com/akankulepas/status/1800676410425856166,1377216056855388167,akankulepas,ian maatsen bukannya dipanggil timnas belanda gara gara de jong dicoret,4
1800633025291837498,Tue Jun 11 23:48:00 +0000 2024,0,@idextratime Info2 sp aja yg mau gabung timnas gaes,1800676389252960415,,idextratime,in,Lelaki,0,0,0,https://x.com/qvgkly/status/1800676389252960415,1159819428982190080,qvgkly,info sp aja mau gabung timnas gaes,5
1800676356763844812,Tue Jun 11 23:47:53 +0000 2024,8,Oh gini rasanya punya timnas keren #TimnasDay https://t.co/O0iy69Yapk,1800676356763844812,https://pbs.twimg.com/media/GP1Jg_sbwAA-577.jpg,,in,,1,0,3,https://x.com/mhafidzn_/status/1800676356763844812,2451379514,mhafidzn_,rasanya punya timnas keren,0
1800537127064940570,Tue Jun 11 23:47:51 +0000 2024,0,@erickthohir Aduh pak sekelas timnas tapi lapangan ancur gitu .,1800676350543725007,,erickthohir,in,,0,0,0,https://x.com/dmx347/status/1800676350543725007,1670946685542092800,dmx347,aduh pak sekelas timnas lapangan ancur gitu,3
1800541621005742286,Tue Jun 11 23:47:42 +0000 2024,1,@mayaramadanty @00beinghuman Aku cogil nya idzes sejak dia debut timnas wkwkw bukan cegil tp,1800676311998095820,,mayaramadanty,in,"Surakarta, Jawa Tengah",0,0,0,https://x.com/tbzueyon/status/1800676311998095820,1732408274790518785,tbzueyon,aku cogil nya idzes sejak debut timnas wkwkw bukan cegil tp,8
1800663872615174627,Tue Jun 11 23:47:39 +0000 2024,13,@fahmiiiiii14 @idextratime Di stadion yang sama melawan timnas yang sama damn... ,1800676299008270433,,fahmiiiiii14,in,République Démocratique Du Con,0,0,0,https://x.com/bungsulieurr/status/1800676299008270433,1592729789512953856,bungsulieurr,stadion melawan timnas damn,1
1800670885730542002,Tue Jun 11 23:47:37 +0000 2024,2,@Xenoverse98 @idextratime @bliblidotcom Timnas pusat: Bang Jago Belanda Timnas cabang: Kak Indo oke gas Timnas ranting: Dik Suriname cah bagos,1800676292523934122,,Xenoverse98,in,"Denham, Western Australia",0,1,1,https://x.com/_the_blue_sea_/status/1800676292523934122,1247854802500907010,_the_blue_sea_,timnas pusat bang jago belanda timnas cabang kak indo oke gas timnas ranting dik suriname cah bagos,4
1800551119548269019,Tue Jun 11 23:47:34 +0000 2024,0,@Indostransfer yg ranking 100+ cuma Indonesia aja lho sementara ini.. tp tetep bangga dan apresiasi untuk Timnas kita menyala Garuda ku,1800676280347898182,,Indostransfer,in,Klepu,0,0,0,https://x.com/ariwibo80086283/status/1800676280347898182,992728444575268866,ariwibo80086283,ranking cuma indonesia aja lho tp tetep bangga apresiasi timnas menyala garuda ku,7
1800676269266538813,Tue Jun 11 23:47:32 +0000 2024,0,Euro terakhir dan kompetisi internasional terakhir buat Oliver Giroud sebelum pensiun dari timnas. Dia udh menangin hampir semua level internasional: - juara World Cup + runner-up cmn lwt adu penalty - juara Nations League - juara UCL - juara UEL Juara Euro sbg penutup??,1800676269266538813,,,in,"South Jakarta , DKI Jakarta",0,0,0,https://x.com/SamFerkyFers10/status/1800676269266538813,994471470,SamFerkyFers10,euro terakhir kompetisi internasional terakhir buat oliver giroud pensiun timnas udh menangin hampir semua level internasional juara world cup runnerup cmn lwt adu penalty juara nations league juara ucl juara uel juara euro sbg penutup,6
1800676227809992957,Tue Jun 11 23:47:22 +0000 2024,0,seruu banget bacain berita dan komen tentang timnas kalo pas menang ,1800676227809992957,,,in,,0,0,0,https://x.com/bocilgajelas/status/1800676227809992957,1556401946549899264,bocilgajelas,seruu banget bacain berita komen timnas kalo pas menang,9
1800675927317463485,Tue Jun 11 23:47:12 +0000 2024,0,Kita lihat semalam bagaimana kebanggan thd Timnas kita menggema di media sosial Nasionalisme tdk pakai Buzzing Pancasila hrusnya bisa masuk pd ruang2 sprti itu kebanggaan kecintaan pd Pancasila. Susah? Iya tp tdk dng smpai membayar anak2nya sndri utk mencintai Ibunya.,1800676186563154247,,gagal_hijrah,in,"Rottach-Egern, Deutschland",0,0,0,https://x.com/gagal_hijrah/status/1800676186563154247,1403707522595180553,gagal_hijrah,lihat semalam bagaimana kebanggan thd timnas menggema media sosial nasionalisme tdk pakai buzzing pancasila hrusnya masuk pd ruang sprti kebanggaan kecintaan pd pancasila susah iya tp tdk dng smpai membayar anaknya sndri utk mencintai ibunya,8
1800676124403634655,Tue Jun 11 23:46:57 +0000 2024,0,Well deserved... Maju terus timnas!!!,1800676124403634655,,,in,,0,0,0,https://x.com/rayobet/status/1800676124403634655,238052498,rayobet,well deserved maju terus timnas,9
1800630594092847346,Tue Jun 11 23:46:49 +0000 2024,0,@duertenoppert @vkwmflf @pra_dypta @Indostransfer Bahkan FMD pun lebih tepatnya kalo main home R2 Kualifikasi Pildun 2026 pun kalo Timnas Indo away harus beli hak siar terpisah dari kontrak dgn PSSI (itu sebabnya MNC juga siarkan laga Vietnam vs Filipina walaupun cuma di channel TV berbayar),1800676089511264710,,duertenoppert,in,FX-Epicentrum-Pulogadung,0,1,0,https://x.com/idyllic48bola/status/1800676089511264710,1127564263,idyllic48bola,bahkan fmd lebih tepatnya kalo main home r kualifikasi pildun kalo timnas indo away beli hak siar terpisah kontrak dgn pssi sebabnya mnc siarkan laga vietnam vs filipina cuma channel tv berbayar,2
1800676021949374932,Tue Jun 11 23:46:33 +0000 2024,0,Update Ranking FIFA Hari Ini Rabu 12 Juni 2024: Timnas Indonesia Melonjak Vietnam Melorot dan Thailand Tembus 99 Dunia! https://t.co/hyAWMR3NXb,1800676021949374932,,,in,Jakarta,0,0,0,https://x.com/okezonenews/status/1800676021949374932,47274731,okezonenews,update ranking fifa hari rabu juni timnas indonesia melonjak vietnam melorot thailand tembus dunia,1
1800553245590643197,Tue Jun 11 23:46:26 +0000 2024,0,@caraguruh_ Itu baju kuning2 timnas Malaysia ya? Wkwowkwok,1800675993851757024,,caraguruh_,in,,0,1,0,https://x.com/BigBoss26858156/status/1800675993851757024,1717496023420149760,BigBoss26858156,baju kuning timnas malaysia wkwowkwok,4
1800675940986651110,Tue Jun 11 23:46:13 +0000 2024,0,bisa ga timnas tanding tiap hari biar gw ada tontonan,1800675940986651110,,,in,struick,0,0,0,https://x.com/curatedbyaku/status/1800675940986651110,1711333021222363136,curatedbyaku,ga timnas tanding tiap hari biar gw tontonan,3
1800675819465118067,Tue Jun 11 23:45:44 +0000 2024,1,Yg terhormat pak @erickthohir kalau nanti di match Timnas Indonesia mau ngundang artis after fulltime boleh saja pak. Tapi lagu wajib nyanyi itu #Indonesiapusaka bukan Rindu ini terasa indahnyaa yah pak,1800675819465118067,,,in,Jakarta - Indonesia,0,0,0,https://x.com/anton_chandz/status/1800675819465118067,369593369,anton_chandz,terhormat pak kalau match timnas indonesia mau ngundang artis after fulltime pak lagu wajib nyanyi bukan rindu terasa indahnyaa yah pak,8
1800544038367760870,Tue Jun 11 23:45:44 +0000 2024,0,@ainurohman Udah mah ga pake jersey timnas nyanyinya ganggu sok asik pula malah nambah 2 lagu untung tau diri pas disorakin turun ,1800675815560220872,,ainurohman,in,"Jakarta Capital Region, Indone",0,0,0,https://x.com/rianandrianargo/status/1800675815560220872,181951692,rianandrianargo,udah mah ga pake jersey timnas nyanyinya ganggu sok asik malah nambah lagu untung tau diri pas disorakin turun,9
1800537183797035392,Tue Jun 11 23:45:39 +0000 2024,0,@ainurohman Disaat 2 federasi sibuk bikin sejarah Mas. Cuma satu positif satu negatif. Federasi yang mana you know lah Mas. Hehe. Salut utk Semua jajaran @PSSI staf kepelatihan timnas dan para pemain timnas. Tantangan lebih berat ada di depan semoga kita benar2 cetak sejarah lolos Pildun.,1800675795704365139,,ainurohman,in,"Malang, East Java, Indonesia",0,0,0,https://x.com/adityaditama/status/1800675795704365139,97849539,adityaditama,disaat federasi sibuk bikin sejarah mas cuma satu positif satu negatif federasi mana you know lah mas hehe salut utk semua jajaran staf kepelatihan timnas pemain timnas tantangan lebih berat depan semoga benar cetak sejarah lolos pildun,9
1800675653643341855,Tue Jun 11 23:45:05 +0000 2024,0,Hujan dari sejak siang hari sampai malam mengiringi kemenangan timnas Indonesia lolos ke round 3 penyisihan piala dunia 2026. Tapi tolong @DKIJakarta dan Dinas terkait renovasi terminal tanjung priok yang kebanjiran #dishubdki #banjir https://t.co/gvT842xpkZ,1800675653643341855,https://pbs.twimg.com/media/GP1I8jPa4AAKBx4.jpg,,in,Jakarta,0,1,0,https://x.com/ddnanul/status/1800675653643341855,104503209,ddnanul,hujan sejak siang hari malam mengiringi kemenangan timnas indonesia lolos round penyisihan piala dunia dinas terkait renovasi terminal tanjung priok kebanjiran,1
