_id,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,in_reply_to_screen_name,__v,emotion
663fa4248a91151dd2fa3cbf,Sun Apr 21 17:51:27 +0000 2024,1.782104879491605e+18,@upen9999 @PahlaviReza Thank you I really wish for the best relations between 3 old and awesome nations of Iran India and Israel,0,1,0,1,en,1113772880410619904,1781943424884838400,KMDDTI,https://twitter.com/KMDDTI/status/1782104879491604930,,در کنار پارک ,upen9999,,Joy
663fa4248a91151dd2fa3cc0,Sun Apr 21 17:51:25 +0000 2024,1.782104868125086e+18,RIP: JO COX MP: What was it that Jo Cox knew that got her killed? #politics #netzero #london #news #ULEZ #climate #israel #ukraine #syria #iran #gaza #russia #uk #USA #yemen #trump @beverleyturner @soniapoulton @tntradiolive,0,0,0,0,en,1558574000,1782104868125085952,MaxWolfeUK,https://twitter.com/MaxWolfeUK/status/1782104868125086036,,"Exeter, England,UK",,,Fear
663fa4248a91151dd2fa3cc1,Sun Apr 21 17:51:16 +0000 2024,1.7821048309048486e+18,@ShiblMosul I just saw US-Iranian invasion lmao. Literally a video of Khamenae condemning the US invasion. But wallah Iran is causing you so much heartache huh. It beat ur asses in the 80s war your hero Saddam was found in a hole and now Israel and the whole region is shook of iran loool,0,2,0,0,en,1313219253592616960,1781937709834977792,HalalStonk,https://twitter.com/HalalStonk/status/1782104830904848557,,,ShiblMosul,,Anger
663fa4248a91151dd2fa3cc2,Sun Apr 21 17:51:13 +0000 2024,1.782104819836056e+18,@democracynow English When you destroy #America; #Israel will also be destroyed. Behind all these demonstrations are globalists of the global left. The Shah of Iran said 50 years ago to be afraid of the red (communist) and black (radical Muslim) union and you understood that. https://t.co/1NZWO3YOdz,0,0,0,0,en,241327904,1780301477048689152,shooshodanial,https://twitter.com/shooshodanial/status/1782104819836056026,https://pbs.twimg.com/media/GLtOv-FWAAAKEqW.jpg,toronto - canada,democracynow,,Anger
663fa4248a91151dd2fa3cc3,Sun Apr 21 17:51:09 +0000 2024,1.7821048028074312e+18,The US has shown unwavering support for Israel on Gaza. Not letting the Iran missile attacks escalate into a full-fledged conflict may be a return of favour Washington demanded and not requested from Israel:@KabirTaneja https://t.co/tn4ODwC96e,0,0,0,0,en,832847181837017088,1782104802807431168,PranayChatter11,https://twitter.com/PranayChatter11/status/1782104802807431273,,"New Delhi, India",,,Neutral
663fa4248a91151dd2fa3cc4,Sun Apr 21 17:51:08 +0000 2024,1.7821047998418168e+18,Rus Brushes Off $61B Ukr Package; Intensifies Advance 2 Villages Captured; Israel Attack Iran Base https://t.co/JF5qpi5uxk via @YouTube,0,3,9,29,en,3373146857,1782104799841816832,GeromanAT,https://twitter.com/GeromanAT/status/1782104799841816805,,Milky Way,,,Fear
663fa4248a91151dd2fa3cc5,Sun Apr 21 17:46:02 +0000 2024,1.782103514828698e+18,Big Breaking Israel Tried To Nuclear On Iran Russia Air Force Saved W... https://t.co/EKOTQrtVby via @YouTube,0,0,0,0,en,1550598750711824384,1782103514828698112,sportscar590,https://twitter.com/sportscar590/status/1782103514828698068,,,,,Fear
663fa4248a91151dd2fa3cc6,Sun Apr 21 17:45:49 +0000 2024,1.7821034615274499e+18,@davidcaryhart @ShabbosK @DrEliDavid @BillAckman @EYakoby @etanadeeIL @EFischberger @EdWorkforceCmte @IsraelWarRoom @AvivaKlompas @ShaiDavidai @KassyDillon @bariweiss I remember Trump moving the embassy to Jerusalem defeating ISIS in a few months and the Abraham accords ending the Iran nuclear deal and Hamas and Israel weren t killing each other.,0,5,0,41,en,1592676885045157888,1782085741431922944,dwane_mann,https://twitter.com/dwane_mann/status/1782103461527449897,,"Atlanta, GA",davidcaryhart,,Joy
663fa4248a91151dd2fa3cc7,Sun Apr 21 17:45:32 +0000 2024,1.7821033872421276e+18,Wow. Eat your heart out Israel. Hasht Behesht Palace Iran ️ Art Architecture. The Ceiling of Hasht Behesht Palace ( meaning Eight Heavens) in Isfahan Iran which was built in Safavid Emie during the reign of Suleiman I (1666- 1694) https://t.co/J7znegoSgK,0,0,0,0,en,797125641023979520,1782103387242127616,ARTESOSCURASBOO,https://twitter.com/ARTESOSCURASBOO/status/1782103387242127617,https://pbs.twimg.com/media/GLtNlj2XcAA9Fdy.jpg,,,,Joy
663fa4248a91151dd2fa3cc8,Sun Apr 21 17:45:25 +0000 2024,1.782103361241977e+18,@UnkleTwisted @PierrePoilievre Gaza death toll passes 34 000 as Israel and Iran missile strikes grab global attention. https://t.co/zMBPtPY4kh,0,1,0,0,en,1419393504023703552,1782099116668891392,HabererHelle,https://twitter.com/HabererHelle/status/1782103361241977007,,,UnkleTwisted,,Fear
663fa4248a91151dd2fa3cc9,Sun Apr 21 17:45:25 +0000 2024,1.7821033596061696e+18,Chaos in the ME which involves attacks on Iran and Israel and the foldable involvement of America shows that from Iran to Israel the center of decision-making in Washington The Iran- Israel cold war has reached a new level and I will call it in 3 words: Failure of Deterrence,0,0,0,0,en,1218950300750376960,1782103359606169600,SuchetKapoor,https://twitter.com/SuchetKapoor/status/1782103359606169687,,australia,,,Fear
663fa4248a91151dd2fa3cca,Sun Apr 21 17:45:24 +0000 2024,1.7821033552312118e+18,In a meeting with Iranian military commanders on Sunday Khamenei praised the armed forces for their success in recent events a week after the country s first-ever direct attack on #Israel from its own territory. https://t.co/cXgf7ji2y4 #Iran,0,0,0,1,en,46780776,1782103355231211776,rezahakbari,https://twitter.com/rezahakbari/status/1782103355231211687,,"Washington, DC",,,Fear
663fa4248a91151dd2fa3ccb,Sun Apr 21 17:45:23 +0000 2024,1.7821033533564152e+18,What if Friday was one of the biggest bear traps of the year we got an entire weekend with zero war escalations. The primary reason for the sell off was fears that Israel attacking Iran would continue over the weekend it hasn t. We also have ZERO Fed speakers this week and if,1,0,0,0,en,950103347499028480,1782103353356415232,Cmoney365247,https://twitter.com/Cmoney365247/status/1782103353356415282,,In The Market ,,,Neutral
663fa4248a91151dd2fa3ccc,Sun Apr 21 17:45:11 +0000 2024,1.7821033009946422e+18,16 June 2019 I made a video talking about the unprecedented 50m people without power in South America. It barely received any media coverage. I had a feeling some entity was testing out a toy. Fast forward till today both #Iran &amp; #Israel are speaking about using never before,0,0,0,0,en,1096885225353809920,1782103300994642176,RealNotFiction,https://twitter.com/RealNotFiction/status/1782103300994642226,,USofA ,,,Neutral
663fa4248a91151dd2fa3ccd,Sun Apr 21 17:45:00 +0000 2024,1.7821032535739436e+18,The US has shown unwavering support for Israel on Gaza. Not letting the Iran missile attacks escalate into a full-fledged conflict may be a return of favour Washington demanded and not requested from Israel:@KabirTaneja https://t.co/rKEA7xQ17K,0,0,0,0,en,1481200147950637056,1782103253573943552,ORFKolkata,https://twitter.com/ORFKolkata/status/1782103253573943551,,"Kolkata, India",,,Neutral
663fa4248a91151dd2fa3cce,Sun Apr 21 17:44:59 +0000 2024,1.7821032495473298e+18,@lm050106 @M3MO10 @Jactan1776 @mehdirhasan Ofcourse who doesn t want to see Israel and USA nuked? Go Iran and Russia!,1,1,0,2,en,1742177459678613504,1782063926013821440,iV33EqKOij57452,https://twitter.com/iV33EqKOij57452/status/1782103249547329685,,Area 51,lm050106,,Anger
663fa4248a91151dd2fa3ccf,Sun Apr 21 17:44:32 +0000 2024,1.7821031381257219e+18,A young student in #Iran removes the photo of Ruhollah Khomeini (founder of the Islamic Republic regime) from her school textbook and replaces it with an image of His Imperial Majesty Mohammad Reza Shah Pahlavi the late Shahanshah of Iran.,1,0,1,4,en,1508889793098391552,1782103138125721856,JerusalemDiary,https://twitter.com/JerusalemDiary/status/1782103138125721808,,Haifa Israel,,,Love
663fa4248a91151dd2fa3cd0,Sun Apr 21 17:44:32 +0000 2024,1.782103137219756e+18,@ZOA_National don't be fooled Jews Obama and his Marxist disciples are running the Whitehouse and they hate Israel and love to appease HAMAS and the mullahs of Iran!,0,0,0,0,en,1601600147036815360,1782103137219756032,JoelSchulner1,https://twitter.com/JoelSchulner1/status/1782103137219756127,,,ZOA_National,,Anger
663fa4248a91151dd2fa3cd1,Sun Apr 21 17:44:15 +0000 2024,1.7821030664030495e+18,@Khamenei_m Iran declared a war upon #Israel and its responsible for what's going to happen next,0,0,0,0,en,1614367061232287744,1782084113765150720,ArjunP2023,https://twitter.com/ArjunP2023/status/1782103066403049529,,,Khamenei_m,,Anger
663fa4248a91151dd2fa3cd2,Sun Apr 21 17:44:01 +0000 2024,1.7821030079347756e+18,@justthatfiat02 @Worldwar_3_ They sent a door knocker. Now that the mullahs know that Israel can strike deep inside Iran with precision unmatched by anything in Iran's arsenal hopefully they'll follow the smart path and hold back further efforts in destroying the Jewish state.,0,1,0,0,en,1674135462,1781401470392516608,Craig_Tolliver,https://twitter.com/Craig_Tolliver/status/1782103007934775438,,"Los Angeles, CA",justthatfiat02,,Fear
663fa4248a91151dd2fa3cd3,Sun Apr 21 17:43:58 +0000 2024,1.782102995456373e+18,@republic @PahlaviReza English When you destroy America; Israel will also be destroyed. Behind all these demonstrations are globalists of the global left. The Shah of Iran said 50 years ago to be afraid of the red (communist) and black (radical Muslim) union and you understood that. https://t.co/8RY5r8ND5Q,0,0,0,0,en,241327904,1781740197127782912,shooshodanial,https://twitter.com/shooshodanial/status/1782102995456373041,https://pbs.twimg.com/media/GLtNOH3WkAAcilz.jpg,toronto - canada,republic,,Fear
663fa4248a91151dd2fa3cd4,Sun Apr 21 17:43:55 +0000 2024,1.7821029831461724e+18,@aviabelow Israel has succeeded to avoid a Palestinian state since the Oslo Accords but now that Iran and US are allies and the Hamas proxies are going to turn Israel into a Lebanon/Iraq/Syria Israel needs to ignore the US and fight to the death to avoid this fate,0,1,0,0,en,1351255203648049152,1782069154972905472,SaraAron5,https://twitter.com/SaraAron5/status/1782102983146172541,,,aviabelow,,Fear
663fa4248a91151dd2fa3cd5,Sun Apr 21 17:43:46 +0000 2024,1.78210294478506e+18,Israel shows Iran it can strike deep in its nuclear heartland,0,0,0,1,en,1246608958095265792,1782102944785060096,GreyWol08482159,https://twitter.com/GreyWol08482159/status/1782102944785060144,,,,,Fear
663fa4248a91151dd2fa3cd6,Sun Apr 21 17:43:39 +0000 2024,1.7821029158359823e+18,@AV8intheblue So you fully support the military industrial complex and American on American wars via brox like the Israel vs Iran and Gaza wars that cost millions of life s around the world? You don t think those American jobs could be used on Border security and American infrastructure?,0,0,0,0,en,443148472,1781748744104431872,stk2mln,https://twitter.com/stk2mln/status/1782102915835982245,,"Arlington, VA",AV8intheblue,,Anger
663fa4248a91151dd2fa3cd7,Sun Apr 21 17:43:38 +0000 2024,1.7821029091166456e+18,Video: Iran demonstrated power against Israel Khamenei says | REUTERS https://t.co/MKmf1mp5fW #LiveTube,0,0,0,0,en,931574332408651776,1782102909116645632,livetubealerts,https://twitter.com/livetubealerts/status/1782102909116645755,,"London, UK",,,Fear
663fa4248a91151dd2fa3cd8,Sun Apr 21 17:43:37 +0000 2024,1.7821029050356247e+18,@BBC is this a joke. After weeks of tension Israel sent a missile to Iran? Iran attacked Israel the week before with hundreds of missiles including ballistic missiles and unmanned planes. They all hit Israel at the same time. Your bias is horrendous https://t.co/lSs3Ya4jpB,0,0,0,0,en,1695750703312949248,1782102905035624704,GutmansNat73349,https://twitter.com/GutmansNat73349/status/1782102905035624783,,,BBC,,Anger
663fa4248a91151dd2fa3cd9,Sun Apr 21 17:43:34 +0000 2024,1.7821028949569536e+18,#GlennBeck REACTS to Israel s Retaliatory Strikes against Iran https://t.co/fkzUAr0SAp,0,0,0,0,en,482525817,1782102894956953600,Glenn_Times,https://twitter.com/Glenn_Times/status/1782102894956953648,,,,,Neutral
663fa4248a91151dd2fa3cda,Sun Apr 21 17:43:30 +0000 2024,1.7821028789051108e+18,@KenRoth @MarkSeddon1962 Israel attacked Iran as you well know.,0,0,0,0,en,550188352,1781936397177213184,Sea__Solitude,https://twitter.com/Sea__Solitude/status/1782102878905110795,,Ireland ,KenRoth,,Fear
663fa4248a91151dd2fa3cdb,Sun Apr 21 17:43:22 +0000 2024,1.7821028439246362e+18,They say 🇮🇷 retaliated only for attack on its consulate well ok then why Israel spares consulates of all Muslim countries &amp; only targeted Iran s bcz even Israel is not that mad in Shia hatred to not know that behind every bullet fired by Hamas is 🇮🇷. Sayyid Jawad Naqvi (h),0,0,4,14,en,1496921395565105152,1782102843924636160,SayedAmirJafri,https://twitter.com/SayedAmirJafri/status/1782102843924636068,,"Islamabad, Pakistan",,,Anger
663fa4248a91151dd2fa3cdc,Sun Apr 21 17:43:07 +0000 2024,1.782102781874029e+18,@RealScottRitter Yeahhhhh on Jimmy Dore you said there were only 2 options in Israel s response to Iran look how that worked out.,0,0,0,0,en,1587554477674008576,1782093838238019840,TimothyRoot11,https://twitter.com/TimothyRoot11/status/1782102781874028998,,,RealScottRitter,,Anger
663fa4248a91151dd2fa3cdd,Sun Apr 21 17:42:55 +0000 2024,1.7821027307248067e+18,It s been over 7 months 32 000+ dead(mostly children) aid workers being killed Israel starting a war with Iran civilians being snipped trying to retrieve aid carpet bombing hospitals no longer functioning &amp; they gave Israel 26 BILLION DOLLARS IN EMERGENCY AID ?! 1/2,0,1,0,0,en,1204014514603089920,1782102730724806656,IzzyThee_Dragon,https://twitter.com/IzzyThee_Dragon/status/1782102730724806704,,,,,Sad
663fa4248a91151dd2fa3cde,Sun Apr 21 17:42:51 +0000 2024,1.7821027122488812e+18,Also Israel is behind this war against Russia with Jew Ukrainian mafia Ihor Kolomoisky put JewBoy Zelensky in power nd ZioJews power inUSA/EU blackmailed the gov.(Epstein)all to punish Russia for saving Syria and alliance with Iran that brought Iranian soldiers to Israel borders.,0,0,0,2,en,1514182942209105920,1782102712248881152,AAronBushnellll,https://twitter.com/AAronBushnellll/status/1782102712248881258,,,,,Skipped due to content policy
663fa4248a91151dd2fa3cdf,Sun Apr 21 17:42:45 +0000 2024,1.782102690325025e+18, By all appearances both Israel and Iran have concluded their back and forth. @gbrew24 joins @mcgrathmag on Forbes Newsroom to discuss the Israeli attack on Iran. https://t.co/KrR6Epg8HB,0,6,7,26,en,91478624,1782102690325025024,Forbes,https://twitter.com/Forbes/status/1782102690325025067,https://pbs.twimg.com/media/GLtTy98XUAA6CDi.jpg,"New York, NY",,,Neutral
663fa4248a91151dd2fa3ce0,Sun Apr 21 17:42:43 +0000 2024,1.7821026803383014e+18,6- There are now claims that Israel has destroyed Iran s S-300 radar system installed at the 8th Tactical Airbase in Isfahan during the suspected strike on April 19. The system is used to defend Natanz nuclear facility. (Images and the claim need further verification) https://t.co/25J0reizpj,0,0,0,6,en,30444566,1782102502709604352,fresh_sadegh,https://twitter.com/fresh_sadegh/status/1782102680338301399,https://pbs.twimg.com/media/GLtM6THXIAAAilW.jpg,Tehran.Iran,fresh_sadegh,,Fear
663fa4248a91151dd2fa3ce1,Sun Apr 21 17:42:42 +0000 2024,1.782102675108029e+18,Iran s Supreme Leader Ayatollah Ali Khamenei has praised the country s armed forces for their success after Tehran launched a retaliatory attack on Israel last week https://t.co/21tANUYybh https://t.co/jpy5gLFBSX,0,0,0,0,en,1196778723430879232,1782102675108028928,EngrShahid_,https://twitter.com/EngrShahid_/status/1782102675108028877,https://pbs.twimg.com/media/GLtM7ljWIAA73xC.jpg,"الرياض, المملكة العربية السعود",,,Fear
663fa4248a91151dd2fa3ce2,Sun Apr 21 17:42:39 +0000 2024,1.7821026641570327e+18,@ManeezaPredicts ma'am predicts Iran Israel war won't stop infact it will continue till 2030 and beyond and India will have to take side in 2030 https://t.co/FiU77y6Tls,0,0,0,0,en,1366127473,1782102664157032704,14Mercury,https://twitter.com/14Mercury/status/1782102664157032699,,India,ManeezaPredicts,,Fear
663fa4248a91151dd2fa3ce3,Sun Apr 21 17:42:31 +0000 2024,1.7821026313950003e+18,4- A piece of article published by Iran s Strategic Council for Foreign Relations reveals the number of Iranian weapons used in April 13 strike on Israel was 290: - 110 ballistic missiles - 150 drones - 30 cruise missiles,0,1,1,7,en,30444566,1782102502709604352,fresh_sadegh,https://twitter.com/fresh_sadegh/status/1782102631395000433,,Tehran.Iran,fresh_sadegh,,Neutral
663fa4248a91151dd2fa3ce4,Sun Apr 21 17:42:31 +0000 2024,1.782102630128288e+18,Biden has abandoned Israel. While Iran announces Death To America and is building a new nuclear facility. God is judging America that is why we are falling thanks to OBiden. We are seeing Prophecy fulfilled. https://t.co/qcyszrDXjA,0,0,0,0,en,1585981540307292160,1782102630128288000,jlbourque0713,https://twitter.com/jlbourque0713/status/1782102630128287983,,,,,Anger
663fa4248a91151dd2fa3ce5,Sun Apr 21 17:42:18 +0000 2024,1.7821025758582787e+18,@ToedragReleas3 @Samfrancisco70 @Awrajaa @jetmarine99 They don't want to let facts get in the way of a good story though. It's OK though. They can continue to pretend they won &amp; it was a terrible blow to Israel &amp; that Israel's response was just pathetic &amp; Iran is simply amazing (&amp; not beating up women for showing a bit of hair),0,1,0,0,en,1726598659364540416,1781871283430404352,mmnnentcn,https://twitter.com/mmnnentcn/status/1782102575858278718,,,ToedragReleas3,,Anger
663fa4248a91151dd2fa3ce6,Sun Apr 21 17:42:02 +0000 2024,1.7821025081370668e+18,Borrowed a clip from @ThirdRailify for this segment. For a different perspective on what's going on between Israel and Iran/Palestine check this episode out... https://t.co/bEVRTmhd04,0,0,0,1,en,1367900403728347136,1782102508137066752,mayhem_morning,https://twitter.com/mayhem_morning/status/1782102508137066835,,United States,,,Neutral
663fa4248a91151dd2fa3ce7,Sun Apr 21 17:41:41 +0000 2024,1.782102422166311e+18,@RealCandaceO @BrightInsight6 @JeremyDBoreing Candace Owens you take that flag down RIGHT NOW!!! If you're going to post a flag it has to be Israeli or Ukrainian ️🇮🇱 #Israel Tucker Carlson Alex Jones Ben Shapiro Trump Biden MTG Massey Weiss Joe Rogan Iran Russia Ukraine Israel Gaza Yemen Houthis FBI CIA,0,0,0,0,en,1748649672338534400,1782080634099257344,open_woken,https://twitter.com/open_woken/status/1782102422166310947,,"Jekyll Island, GA",RealCandaceO,,Anger
663fa4248a91151dd2fa3ce8,Sun Apr 21 17:41:29 +0000 2024,1.7821023683450598e+18,@Nadira_ali12 Since 44 years...anybody told you that Iran bought weapons from Israel in 1980-82 as Iran was under weapons embargo but not Saddam?,0,0,0,0,en,1900053601,1781751183755075840,HedAlexander,https://twitter.com/HedAlexander/status/1782102368345059823,,Athens Greece,Nadira_ali12,,Neutral
663fa4248a91151dd2fa3ce9,Sun Apr 21 17:41:20 +0000 2024,1.782102332961948e+18,Just picture it: What if an Israeli toy drone managed to infiltrate an Iranian air defense station near nuclear facilities in the middle of Iran? Now consider the potential outcome if the IDF wasn't deploying mere toys. #Israel #Iran #IDF #war https://t.co/i8Gsn3We40,0,0,0,0,en,94908371,1782102332961947904,docsignX,https://twitter.com/docsignX/status/1782102332961947853,https://pbs.twimg.com/media/GLtMGNtWQAAt3w8.png,From the river to the sea,,,Fear
663fa4248a91151dd2fa3cea,Sun Apr 21 17:41:14 +0000 2024,1.7821023086181256e+18,@AvivaKlompas @RashidaTlaib @CoriBush @RepRashida @CoriBush @POTUS @SecBlinken WTF?! This IDIOCRACY is what our taxpayer money pays for? You want to AID HAMAS~terrorist death cult &amp; insure that they hold on to HOSTAGES longer? AND PUNISH ISRAEL instead? This reeks of bribes from Qatar/IRAN/MUSLIM nations.,0,0,0,0,en,1364526714915815424,1781425136450580736,gogo_thewolf,https://twitter.com/gogo_thewolf/status/1782102308618125508,,,AvivaKlompas,,Anger
663fa4248a91151dd2fa3ceb,Sun Apr 21 17:41:01 +0000 2024,1.7821022536517798e+18,Israel's use of the 'Rampage' missile in targeting Iranian air defenses near the Natanz nuclear site underscores the escalating tensions in the region. Read more on https://t.co/uR9r1A2nhB #Israel #Iran #RampageMissile #IranIsraelConflict #SupersonicMissile https://t.co/EiNsAnqSxA,0,0,0,0,en,1667134652899786752,1782102253651779840,shorts_91,https://twitter.com/shorts_91/status/1782102253651779852,https://pbs.twimg.com/media/GLtMaM6WcAAbFqj.jpg,"London, United Kingdom",,,Fear
663fa4248a91151dd2fa3cec,Sun Apr 21 17:40:49 +0000 2024,1.782102203177591e+18,@shishito6ix @trishathafisha @PierrePoilievre If you read the post the protesters are celebrating October 7. They also celebrated when Iran attacked Israel. Learn to read Shitty Shishito,0,1,0,2,en,1686956413438849024,1782099116668891392,quadeyy,https://twitter.com/quadeyy/status/1782102203177590937,,,shishito6ix,,Anger
663fa4248a91151dd2fa3ced,Sun Apr 21 17:40:45 +0000 2024,1.7821021851003126e+18,@jacksonhinklle I hate Iran hope Iran destroy soon Israel,0,0,0,0,en,1769610026329821184,1782097100211159296,BonaventeJ21419,https://twitter.com/BonaventeJ21419/status/1782102185100312689,,,jacksonhinklle,,Anger
663fa4248a91151dd2fa3cee,Sun Apr 21 17:40:40 +0000 2024,1.782102164271231e+18,@Terezinha86 @MosabHasanYOSEF Israel committed the difficult job for the benefits of the world by destroying the nuclear facility of Iraq (Saddam Hussein) and Syria. Iran with nuclear weapons is very dangerous for the world.,0,0,0,1,en,1618228054043541504,1782034780017565952,DanielQuartler,https://twitter.com/DanielQuartler/status/1782102164271231020,,,Terezinha86,,Fear
663fa4248a91151dd2fa3cef,Sun Apr 21 17:40:38 +0000 2024,1.7821021571914796e+18,Fuhrer Ursula von der Leyen but! Germans protesting in German for Palestinians will never be forgotten (censorship and crackdown commenced shortly afterwards China India Canada Iran France US UK Israel) ,0,0,0,0,en,1694181068684079104,1782102157191479552,Amanda024534800,https://twitter.com/Amanda024534800/status/1782102157191479561,,wanderlust,,,Fear
663fa4248a91151dd2fa3cf0,Sun Apr 21 17:40:26 +0000 2024,1.7821021069057068e+18,THE GREAT AWAKENING WORLDWIDE. War brings peace. Israel is completely controlled. Iran s government must cease to exist. TEAM 17 VS CLOWNS IN AMERICA. Patriotism serves well. Treason doesn t pay well in the end. Prayers produce righteousness. Military Force produces PAIN. MAKE https://t.co/RM8l2xYrfH,0,0,0,0,en,912449415306108928,1782102106905706752,Sbros1984,https://twitter.com/Sbros1984/status/1782102106905706839,https://pbs.twimg.com/media/GLtMa9ZXcAAqg9x.jpg,,,,Anger
663fa4248a91151dd2fa3cf1,Sun Apr 21 17:40:23 +0000 2024,1.7821020934335777e+18,@MillennialOther Israel is the one that's going to get bent next time they try something with Iran LOL,0,0,0,0,en,278323894,1782100577838645248,deepgreenphilly,https://twitter.com/deepgreenphilly/status/1782102093433577689,,"Philadelphia, PA",MillennialOther,,Anger
663fa4248a91151dd2fa3cf2,Sun Apr 21 17:40:22 +0000 2024,1.782102090585674e+18,Israel committed the difficult job for the benefits of the world by destroying the nuclear facility of Iraq (Saddam Hussein) and Syria. Iran with nuclear weapons is very dangerous for the world.,0,0,0,0,en,1618228054043541504,1782102090585673984,DanielQuartler,https://twitter.com/DanielQuartler/status/1782102090585673902,,,,,Fear
663fa4248a91151dd2fa3cf3,Sun Apr 21 17:40:12 +0000 2024,1.7821020479844355e+18,@sentdefender @FardadFarahzad I guess it is Israel's way of telling the Iranians they can destroy Irans' nuclear facilities if they decide to and the next time Iran hits Israel directly Israel will strip those facilities of their defenses and then destroy them.,0,0,0,0,en,1497712398030938112,1781970360696451584,Nonniey05,https://twitter.com/Nonniey05/status/1782102047984435545,,,sentdefender,,Fear
