_id,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,in_reply_to_screen_name,__v,emotion
663fa41f8a91151dd2fa293f,Wed Nov 29 14:28:08 +0000 2023,1729869857565581312,Ayat itu tidak ada hubungan dengan konflik Hamas - Israel. Jangan mengaitkan dengan politik.  Liat  konteksnya.,0,0,0,0,in,118343568,1729869857565581312,baang_fer,https://twitter.com/baang_fer/status/1729869857565581325,,,,,Neutral
663fa41f8a91151dd2fa2940,Wed Nov 29 14:27:32 +0000 2023,1729869706163884288,@Gus_Raharjo Di larang menyebut dinasti politik jga,0,0,0,0,in,1718123268245467136,1729798099034579456,5saksi,https://twitter.com/5saksi/status/1729869706163884403,,,,,Anger
663fa41f8a91151dd2fa2941,Wed Nov 29 14:27:08 +0000 2023,1729869607950033152,"@VIVAcoid Ini lagi... Udah cocok ditempat itu , la kok pindah urusan ke politik, gak nyambung Gus....",0,0,0,1,in,2601042542,1729777612720079360,afifudin3011,https://twitter.com/afifudin3011/status/1729869607950033089,,,,,Anger
663fa41f8a91151dd2fa2942,Wed Nov 29 14:26:54 +0000 2023,1729869547522711552,Aku setiap kali ngomong capres yang nyalon nggak ada yang bagus selalu berakhir ribut sama ibuku🤣🤣🤣 makanya males ngomongin politik sama beliau karna pasti nyangkutnya sama agama jadi mending diem sadja daripada perang dunia😂,0,0,0,0,in,816917042,1729869547522711552,TsalisDhia,https://twitter.com/TsalisDhia/status/1729869547522711584,,,,,Sad
663fa41f8a91151dd2fa2943,Wed Nov 29 14:26:49 +0000 2023,1729869528023408896,"@PDemokrat @OssyDermawan apapun yg mas AHY bilang dari sudut pandang “benar” bisa diterima..dari segi ramuan,narasi politik itu kan nggak ada yg baku, bervariasi, tidak menganut resep tunggal dan standar..tinggal nanti dilihat efektifitasnya njih.. sebab rakyat ada diruang pendidikan partisipasi politik",0,0,0,2,in,1559386508171169792,1729772492414406656,RAMDANAzhariNur,https://twitter.com/RAMDANAzhariNur/status/1729869528023408980,,,,,Neutral
663fa41f8a91151dd2fa2944,Wed Nov 29 14:26:42 +0000 2023,1729869497639866880,"Aku sedih denger ini karena emg irl banyak yg begini. Aku harap sendernya ga terlalu kepikiran dan make up sm keluarganya.  As for my fams, kami emg sepakat buat ga bilang2 soal pilihan politik. Tiap ditanya sm ortu milih siapa di pilpres, aku suka jawab gocap dulu""😂😂""",0,1,0,0,in,1214179141425041408,1729869497639866880,exuv1a,https://twitter.com/exuv1a/status/1729869497639866876,,,,,Sad
663fa41f8a91151dd2fa2945,Wed Nov 29 14:25:54 +0000 2023,1729869295180759040,"@MalaysiaGazette Wahai org tua..dprd org hormat dkt dia ni..terus org naik meluat tgk dia ni..mane anak,cucu2,cicit2 dia ni ehh??? Please lah jaga si tua ni..selagi dia masuk politik selagi tula org menyampah sampai hujung umur dia",0,0,0,10,in,495596292,1729856097614533120,ewanpolariez,https://twitter.com/ewanpolariez/status/1729869295180759110,,,,,Anger
663fa41f8a91151dd2fa2946,Wed Nov 29 14:25:53 +0000 2023,1729869293092028416,@bengkeldodo Hasil survei abal2 dibuat rujukan!! LSI Denny JA dibiayai oleh kelompok Prabowo!! Sudah menjadi konsultan politik dan bagian tim pemenangan Prabowo-Gibran!! Alangkah otakmu gak jalan membuat rujukan survei itu!!! Memalukan kau!!!,0,0,0,0,in,1716136366843822080,1729341900744991232,SabaruddinS64,https://twitter.com/SabaruddinS64/status/1729869293092028449,,,,,Anger
663fa41f8a91151dd2fa2947,Wed Nov 29 14:25:38 +0000 2023,1729869228642320384,Pakar Politik Sebut Prabowo Harus Tinggalkan Gimik Gemoy: Kembalilah ke Jati Diri https://t.co/GtKpgTFXyX,0,2,0,1,in,71436318,1729869228642320384,KompasTV,https://twitter.com/KompasTV/status/1729869228642320394,,,,,Neutral
663fa41f8a91151dd2fa2948,Wed Nov 29 14:25:22 +0000 2023,1729869161441202432,"@pedagang_kritik @PartaiSocmed Demokrasi ala Indonesia ya dinasti atau keluarga politik. Indonesia hanya mengenal kerajaan, wangsa, dan lingkup paling kecil musyawarah (desa).  Setiap politisi kita berbicara merumuskan konsep selalu bicara demokrasi amerika.",0,1,0,0,in,1716438871834263552,1729828317539254784,fuyioooh80357,https://twitter.com/fuyioooh80357/status/1729869161441202554,,,,,Neutral
663fa41f8a91151dd2fa2949,Wed Nov 29 14:25:16 +0000 2023,1729869137378521600,@DedynurPalakka TERIMAKASIH BU SRI MULYANI TELAH MENGUNGKAPKAN BERTAMBAHNYA HUTANG LUAR NEGERI INDONESIA DIGUNAKAN SIAPA.  GENERASI MUDA CERDAS PASTINYA MEMBACA BERITA FAKTA DIBANDINGKAN POLITIK AMBISI CALEG Nol komah https://t.co/FWyU9HBD1i,0,0,0,0,in,1686685188624125952,1729668734997111040,WibowoSuli6068,https://twitter.com/WibowoSuli6068/status/1729869137378521574,,,,,Neutral
663fa41f8a91151dd2fa294a,Wed Nov 29 14:25:15 +0000 2023,1729869133712666880,kesel nemen ngetutna politik suka ngetutna karepmu bae arep kepiwe genaeh,0,1,0,0,in,1146707610130796544,1729869133712666880,askwzjk,https://twitter.com/askwzjk/status/1729869133712666998,,,,,Anger
663fa41f8a91151dd2fa294b,Wed Nov 29 14:24:59 +0000 2023,1729869066712867328,Pikir-pikir lah pepo... Utk seorang yg cerdas seperti pak SBY harusnya memutuskan tidak hanya karena kepentingan politik semata tetapi tetap gunakan hati nurani dan logika..,0,0,0,0,in,1718547334240604160,1729869066712867328,ummu_hanaubay,https://twitter.com/ummu_hanaubay/status/1729869066712867286,,,,,Sad
663fa41f8a91151dd2fa294c,Wed Nov 29 14:24:43 +0000 2023,1729868999440441600,"Politik itu penuh intrik dan gak asyik  Penuh kerakusan akan sifat ingin berkuasa dan memperkaya diri.  Tak perlu membela capres dan cawapres, sehingga menimbulkan bentrok antar Rakyat.  Jadi.tetap saja angsuran kita tanggung sendiri2..",0,0,0,0,in,1498172729731674112,1729868999440441600,WahyudionoYudi3,https://twitter.com/WahyudionoYudi3/status/1729868999440441578,,,,,Anger
663fa41f8a91151dd2fa294d,Wed Nov 29 14:24:42 +0000 2023,1729868997083189248,"@ShenoWirang Ada benar dan juga ad salahnya, di lain sisi menyalakan penguasa yg lain tapi lupa diri pas menjadi penguasa it di dapat dgn cara yg tidak terhormat, itulah politik ad hukum sebab akibatnya, ap yg kamu tabur it pasti yg akn kamu tuai cepat atau lambat, sekian dan terimakasih.",0,0,0,3,in,1666516008511889408,1729799126102278656,JodiJodi2371,https://twitter.com/JodiJodi2371/status/1729868997083189272,,,,,Neutral
663fa41f8a91151dd2fa294e,Wed Nov 29 14:24:09 +0000 2023,1729868855550656768,"@Gus_Raharjo Harus ada pemahaman yang mendalam tentang agenda dan tujuan politik dari setiap aliansi yang terbentuk."";0;0;0;0;in;1708583066141364224;1729798099034579385;bela95616129377;https://twitter.com/bela95616129377/status/1729868855550656647\nWed Nov 29 14:23:59 +0000 2023;1729868814224114096;63 juta pemilih di 2014 dan 2019 melakukan jual beli suara melalui praktek politik uang    1 dari 3 pemilih di DPT https://t.co/WWTocZ7e3Y""",0,2,2,9,in,29385415,1729868814224114176,giIangmahesa,https://twitter.com/giIangmahesa/status/1729868814224114096,,,,,Neutral
663fa41f8a91151dd2fa294f,Wed Nov 29 14:23:11 +0000 2023,1729868614994678016,Pengalihan isu politik atau isu israhell anjeng nih?,0,0,0,0,in,1568592718829604864,1729868614994678016,iam_fridayy,https://twitter.com/iam_fridayy/status/1729868614994677896,,,,,Anger
663fa41f8a91151dd2fa2950,Wed Nov 29 14:23:10 +0000 2023,1729868607654699520,Hahahah presiden  hasil politik,0,0,0,0,in,191746421,1729868607654699520,kikibone26,https://twitter.com/kikibone26/status/1729868607654699494,,,,,Joy
663fa41f8a91151dd2fa2951,Wed Nov 29 14:23:00 +0000 2023,1729868567745843712,"@Gus_Raharjo Ketidaksetujuan terhadap aliansi politik bisa menjadi dorongan untuk mencari alternatif pemimpin yang lebih baik."";0;0;0;0;in;1708574720982220800;1729798099034579385;roy_wjs;https://twitter.com/roy_wjs/status/1729868567745843680\nWed Nov 29 14:22:28 +0000 2023;1729868431598780912;@Gus_Raharjo Menghindari stereotip politik dapat membuka pintu untuk evaluasi yang objektif terhadap setiap calon presiden.""""",0,0,0,0,in,1708566655369097216,1729798099034579456,danidik_a,https://twitter.com/danidik_a/status/1729868431598780912,,,,,Neutral
663fa41f8a91151dd2fa2952,Wed Nov 29 14:22:16 +0000 2023,1729868382819025408,"Kata Sudirman, timnas Anies-Muhaimin tak ingin sekadar menampilkan gimik politik, tetapi lebih memilih menyampaikan gagasan untuk perubahan Indonesia. https://t.co/gXIPxAjXDi",0,1,1,6,in,23343960,1729868382819025408,kompascom,https://twitter.com/kompascom/status/1729868382819025363,,,,,Neutral
663fa41f8a91151dd2fa2953,Wed Nov 29 14:22:07 +0000 2023,1729868347012165632,Ternyata punya keluarga yg gk ikut campur pilihan politik itu Privilege jg ya.,0,0,0,0,in,942743929,1729868347012165632,imtariii,https://twitter.com/imtariii/status/1729868347012165730,,,,,Anger
663fa41f8a91151dd2fa2954,Wed Nov 29 14:22:00 +0000 2023,1729868315479388672,"@NapoleonMovie @SonyPictures @SonyPicturesID hingga sekuen klimaks. Sayang penceritaannya tidak demikian. Berdurasi 153 menit, naskah garapan David Scarpa keteteran dalam merangkum banyaknya materi, termasuk transisi konflik politik yang kerap kali terasa seperti lompatan kasar. Joaquin Phoenix membawa kesan (2/3)",0,1,0,1,in,135417719,1611710817120161792,Banumustafa24,https://twitter.com/Banumustafa24/status/1729868315479388571,,,,,Sad
663fa41f8a91151dd2fa2955,Wed Nov 29 14:21:50 +0000 2023,1729868272777224448,"@Gus_Raharjo Kepentingan negara seharusnya lebih diutamakan daripada kepentingan politik individu atau kelompok."";0;0;0;0;in;1708621361785257984;1729798099034579385;randa_putr;https://twitter.com/randa_putr/status/1729868272777224477\nWed Nov 29 14:21:38 +0000 2023;1729868224316231902;@TradeInves Ya mangkanya, gua mah bukan liat dia dari SARA beneran rangkum dari semua kebijakannya. Karena ada kenalan 2 orang disana punya jabatan lumayan sekarang karena jaman ahok itu beneran bisa naik karena kinerjanya bagus. Sebelum2nya susah krn rawan politik.""",0,1,0,0,in,1542403534288584704,1729865370159460864,stockmapping,https://twitter.com/stockmapping/status/1729868224316231902,,,,,Neutral
663fa41f8a91151dd2fa2956,Wed Nov 29 14:21:06 +0000 2023,1729868089200955648,pengaruh politik ke keluarganya serem banget😭,0,0,0,0,in,1044197906008334336,1729868089200955648,berry_caike,https://twitter.com/berry_caike/status/1729868089200955669,,,,,Sad
663fa41f8a91151dd2fa2957,Wed Nov 29 14:20:55 +0000 2023,1729868044548358400,"@muldirun @kompascom sebenarnya hak psi bila mereka ingin kaesang menjadi ketum nya .. bila diluar psi komplain, jadi agak janggal dalam demokrasi 🤭  sikap otoriter dipertontonkan demokrasi menjamin hak asasi pilihan politik, bukan lantas dipecat, dibully, diminta kta  demokrasi jenis apa ini? 🤔",0,0,0,0,in,312209110,1729813093222617344,revel_34,https://twitter.com/revel_34/status/1729868044548358451,,,,,Anger
663fa41f8a91151dd2fa2958,Wed Nov 29 14:20:51 +0000 2023,1729868025887953152,"Strategi politik luar negeri para capres yang telah disampaikan para capres di acara CSIS menjadi blueprint kebijakan Indonesia kedepan, tetap Bebas dan Aktif, tetapi seperti apa?  Bersama peneliti CSIS langsung, yuk pikirin bareng di Podcast Bebas Aktif! https://t.co/elClFtc6FC https://t.co/dipOj2kYyk",1,0,10,23,in,1063449149419470848,1729868025887953152,kontekstualcom,https://twitter.com/kontekstualcom/status/1729868025887953064,,,,,Neutral
663fa41f8a91151dd2fa2959,Wed Nov 29 14:20:25 +0000 2023,1729867919130259968,"@bachrum_achmadi Tujuan awal PD dan beye itu bukan soal anies menang tapi panggung politik buat anaknya, akhirnya SP cerdas dan mundur sendiri mereka tanpa diminta🤣🤣",0,0,1,4,in,1615051215943106560,1729865388656353536,arifinms0811,https://twitter.com/arifinms0811/status/1729867919130259872,,,,,Anger
663fa41f8a91151dd2fa295a,Wed Nov 29 14:20:23 +0000 2023,1729867909441507584,@hayoadaapaaaaa @tanyarlfes Ia gw semenjak emak gw memuja pak jokowi gw ga mau ngomongin politik sama emak gw.,0,0,0,1,in,1241718843812147200,1729680589870055680,fatimah_rusalka,https://twitter.com/fatimah_rusalka/status/1729867909441507608,,,,,Neutral
663fa41f8a91151dd2fa295b,Wed Nov 29 14:20:00 +0000 2023,1729867811034374400,"Menteri Koordinator Bidang Politik, Hukum dan Keamanan (Menko Polhukam) Mahfud MD menghadiri kuliah umum seminar kebangsaan di Universitas Buddhi Dharma, Karawaci, Kota Tangerang.  #MahfudMD   https://t.co/1cYD7oKye1",0,1,0,0,in,902837643024539648,1729867811034374400,medcom_id,https://twitter.com/medcom_id/status/1729867811034374449,,,,,Neutral
663fa41f8a91151dd2fa295c,Wed Nov 29 14:19:11 +0000 2023,1729867607489311232,"@Gus_Raharjo Pilihan presiden seharusnya berdasarkan kapabilitas dan integritas, bukan hanya aliansi politik semata."";0;0;0;0;in;1722522769349652480;1729798099034579385;CarlosHamk88820;https://twitter.com/CarlosHamk88820/status/1729867607489311223\nWed Nov 29 14:19:08 +0000 2023;1729867592276537486;@Gus_Raharjo Adu gagasan sambil joget-joget ya biar nggak stres menghadapi politik ini""",0,0,0,0,in,1696031966758637568,1729804289286004992,Paulajorda25941,https://twitter.com/Paulajorda25941/status/1729867592276537486,,,,,Neutral
663fa41f8a91151dd2fa295d,Wed Nov 29 14:18:39 +0000 2023,1729867471098912768,@geloraco Taeklah kalian.. Begitu syahwat politik kalian tdk sejalan kalian kriminalisasi. Dasar Pecundang!,0,0,0,0,in,1029561223002566656,1729564728844795904,DedyPitopang,https://twitter.com/DedyPitopang/status/1729867471098912884,,,,,Anger
663fa41f8a91151dd2fa295e,Wed Nov 29 14:17:54 +0000 2023,1729867283882000384,"@Dennysiregar7 @KPU_ID Ketegangan politik harus diatasi dengan pendekatan yang membangun dan mengedepankan demokrasi."";0;0;0;0;in;1708586524072390657;1729800056398606622;athar_re;https://twitter.com/athar_re/status/1729867283882000491\nWed Nov 29 14:17:45 +0000 2023;1729867245290197160;Seronok juga provoke MCA Bentong kat FB. Aku dah tak de ikatan dgn mana2 ahli politik. Lagi sedap aku bagi. Hahahahaha.""",0,0,0,3,in,29180257,1729867245290197248,cek_suhana,https://twitter.com/cek_suhana/status/1729867245290197160,,,,,Neutral
663fa41f8a91151dd2fa295f,Wed Nov 29 14:17:39 +0000 2023,1729867220787073536,@IZZ9494 KJ ni Ular bro. Kalau tak pijak pun dia akan belit kita. Dia dah goyang bro sebab karier politik dia dah smpi ke penghujung. Jadi tak hairanlah klau dia Menjadi lidah2 tun Apa Nama Sang Saka Tua,0,0,0,0,in,1408753239739092992,1729853699248275456,Meck831,https://twitter.com/Meck831/status/1729867220787073500,,,,,Anger
663fa41f8a91151dd2fa2960,Wed Nov 29 14:17:36 +0000 2023,1729867210284560640,"@Dennysiregar7 @KPU_ID Proses pemilihan seharusnya dijalankan tanpa adanya intervensi politik yang dapat merusak kepercayaan masyarakat."";0;0;0;0;in;1708621361785257984;1729800056398606622;randa_putr;https://twitter.com/randa_putr/status/1729867210284560689\nWed Nov 29 14:17:33 +0000 2023;1729867195604426927;Deklarasi Pemilu Damai 2024, Politik Riang Gembira Prabowo ... - https://t.co/IXcxDKdsyc https://t.co/MU53yog3Cc #BersamaIndonesiaMaju #PrabowoGemoy #KodeKita08Gemoy""",0,0,10,0,in,797615281455525888,1729867195604427008,AzzrielAzaryahu,https://twitter.com/AzzrielAzaryahu/status/1729867195604426927,,,,,Joy
663fa41f8a91151dd2fa2961,Wed Nov 29 14:17:24 +0000 2023,1729867159365701888,"Kalau ada yg mengungkit² Orde Baru itu serba jelek, buat saya ada 1 hal yg lebih bagus di era orde dari orde sekarang yaitu tidak adanya perpecahan menajam hingga perang kata² tak santun antar warga yg berbeda pilihan politik..",1,0,0,0,in,1429472702172041216,1729867159365701888,iruv_veldy,https://twitter.com/iruv_veldy/status/1729867159365701845,,,,,Sad
663fa41f8a91151dd2fa2962,Wed Nov 29 14:17:21 +0000 2023,1729867145805545728,"@JennyJusuf Mana bentar lg tahun politik, makin digoreng dah nanti",0,0,1,2,in,169320068,1729530058497474560,LiviusX,https://twitter.com/LiviusX/status/1729867145805545698,,,,,Fear
663fa41f8a91151dd2fa2963,Wed Nov 29 14:17:11 +0000 2023,1729867101626880000,"@mikuroQ Jokowi dianggap Petugas Partai sama PDIP, Petugas Partai menganggap PDIP cuma kendaraan Politik jd ya begini nih jadinya, yah semoga baik2 aja urus negara",0,0,0,1,in,1054760890283651072,1729508958111408384,Doni55871195,https://twitter.com/Doni55871195/status/1729867101626880002,,,,,Neutral
663fa41f8a91151dd2fa2964,Wed Nov 29 14:17:02 +0000 2023,1729867066344361984,@DarneNyoman @kurawa @jokowi Pak Harto gak perlu amandemen...gak perlu lobi politik...cuma perlu karung,0,0,0,0,in,1327840596262748160,1729737171714621696,gihon_martin,https://twitter.com/gihon_martin/status/1729867066344362037,,,,,Neutral
663fa41f8a91151dd2fa2965,Wed Nov 29 14:16:27 +0000 2023,1729866918985867520,"@fotodakwah Gini amat ya, apa bagi mereka negara yang tidak boleh dikritik itu cuma KSA, Turki, Yaman, Suriah, Iran, Irak, Qatar boleh gitu karena ikut politik KSA",0,0,0,0,in,221959812,1729669799901360128,zorropicakhijau,https://twitter.com/zorropicakhijau/status/1729866918985867506,,,,,Anger
663fa41f8a91151dd2fa2966,Wed Nov 29 14:16:27 +0000 2023,1729866917152981504,@connectingdotu @ArnoldPoernomo masuk politik komunitas,0,0,0,0,in,3096178620,1729786307226816512,esedensies07,https://twitter.com/esedensies07/status/1729866917152981446,,,,,Neutral
663fa41f8a91151dd2fa2967,Wed Nov 29 14:16:24 +0000 2023,1729866905010458880,"@Penyuka_ombak @Uki23 Orang politik Tuhan nomor sepuluh, rakyat nomor sebelas. Kalo ada maunya paling sering kata2 itu diumbar.",0,0,0,1,in,1102174352714297344,1729861055361523968,sugengdarijebus,https://twitter.com/sugengdarijebus/status/1729866905010458953,,,,,Anger
663fa41f8a91151dd2fa2968,Wed Nov 29 14:16:10 +0000 2023,1729866845673684992,Hebatnya orang Indonesia 1. Musim piala Dunia hampir semua orang jadi ahli bola.  2. Musim perang hampir semua orang jadi ahli perang.  3. Musim bangun negara dengan utang hampir semua orang jadi ahli keuangan 4. Musim politik semua orang jadi ahli politik 🤣🤣🤣,0,0,0,0,in,89717418,1729866845673684992,jenalaroki,https://twitter.com/jenalaroki/status/1729866845673685060,,,,,Joy
663fa41f8a91151dd2fa2969,Wed Nov 29 14:16:09 +0000 2023,1729866842993479936,"Diuntungkan Konstelasi Politik, Anies Baswedan Diprediksi Masuk Putaran Kedua Pilpres #AniesBaswedan https://t.co/Dn8cbgYfCR",0,0,0,0,in,79130206,1729866842993479936,jpnncom,https://twitter.com/jpnncom/status/1729866842993480058,,,,,Neutral
663fa41f8a91151dd2fa296a,Wed Nov 29 14:15:44 +0000 2023,1729866740119789568,@AbanggSayur @tvOneNews @bawaslu_RI boleh donk masa ga boleh. kalau putra mahkota apa yg ga boleh ya ga @bawaslu_RI? kalau perlu aturan money politik diubah,0,0,0,1,in,934525005638938624,1729682238856687872,ChannelMaga,https://twitter.com/ChannelMaga/status/1729866740119789597,,,,,Anger
663fa41f8a91151dd2fa296b,Wed Nov 29 14:15:26 +0000 2023,1729866661132668928,"@Gus_Raharjo Pak Prabowo, sebaiknya anda belajar lagi biar bisa bedain antara politik dan panggung lawak.",0,0,0,1,in,1685283158366072832,1729718931383058688,xilas_art,https://twitter.com/xilas_art/status/1729866661132668988,,,,,Anger
663fa41f8a91151dd2fa296c,Wed Nov 29 14:15:19 +0000 2023,1729866634331050240,"Jangan lupakan bahwa #DueDiligence penting dalam #Pemilu2024. Perhatikan gagasan calon presiden tentang pertumbuhan ekonomi, pembangunan sosial, dan stabilitas politik. Kritik dengan humor tetap perlu! #BonusDemografi""""",0,0,0,0,in,48329919,1729866634331050240,wawanbsetyawan,https://twitter.com/wawanbsetyawan/status/1729866634331050241,,,,,Neutral
663fa41f8a91151dd2fa296d,Wed Nov 29 14:15:00 +0000 2023,1729866554169602048,"@Nagashima_007 Gaya Politij Gemoy dan Joget-jogetan itu dengan sendirinya akan terkubur sendiri. Masyarakat akan realistis melihat fakta, Apalagi masih lebih 2 bulan masa kampanye lho, semua pihak akan berkeliling dengan kepentingan politik masing2",0,1,1,1,in,1696076720053587968,1729862534226936064,k_tuaethnic,https://twitter.com/k_tuaethnic/status/1729866554169602163,,,,,Neutral
